angDist,#,main_id,main_type,other_types,sp_type
0.057403,760,HD  34257,Em*,Em*|UV |*  |IR,B8
0.168967,761,[HP99]   946,Be*,Psr|Be*|X  |HXB|V*,O8e
0.050606,762,HD  34626,Be*,Ro*|Be*|*  |Em*|V* |UV |IR,B1.5IVnp
0.018004,763,HD  35165,Be*,Be*|*  |V* |Em*|Be*|** |UV |IR,B2Vnpe
0.052733,764,HD  34959,Be*,IR |V* |Ir*|Be*|*  |UV,B7Ib/II
0.014505,765,HD  34921,HMXB,gam|V* |HXB|IR |X  |Be*|*  |UV |Em*,B0IVpe
0.652298,766,[BE74] 571,Em*,Em*|*  |IR,
0.084209,767,NGC  1893    35,Be*,Y*?|TT?|V* |Be*|Be*|*iC|*iA|Em*|*  |pr?|NIR|IR,B1Ve
0.089129,768,[MJD95] J052246.08+332458.0,Candidate_YSO,Y*?|*iC|** |*  |pr*|IR |*iA,B1.5Ve
0.082521,769,HD 280999,Be*,Be*|Be*|Em*|*  |IR,Be
0.049136,771,* eta Ori,EB*,Al*|*  |** |V* |IR |X  |UV |Em*,B1V+B2:
0.055337,771,* eta Ori B,Star,** |*,B2:
0.045838,772,* psi01 Ori,Be*,V* |Be*|IR |*  |** |UV |Em*,B1Vn
0.070700,773,HD  35347,Be*,Be*|Be*|Em*|Be*|UV |*  |IR,B1Ve
0.050210,774,HD  35345,Be*,Be*|Be*|Em*|Be*|UV |*  |V* |IR,B1Vpe
0.010000,775,[O96] L54N-18,Star,*,O6:Ve
0.020000,776,[O96] L54S-13,Star,*,B0.5Ve
0.020000,778,[O96] L54S-15,Star,*,O8Ve
0.188046,779,Cl* NGC 2004  MHFBE  118313,Star,*  |*iC|IR,B1III
0.099832,780,AL 197,Em*,*  |IR |*iC|Em*|Em*,B1III
0.148822,781,Cl* NGC 2004  MHFBE  110827,Star,*  |*iC|IR,B1V
0.087720,782,[BE74]  54,Em*,Em*|*  |IR |*iC,B1III
0.102598,783,Cl* NGC 2004  MHFBE   55920,Star,*  |*iC|IR,B1V
0.114665,784,V* IU Aur,SB*,bL*|** |** |** |V* |SB*|*  |UV |IR,O9.5IV(n)
0.701132,786,Cl* NGC 2004  MHFBE  116297,Star,*  |*iC|IR,B1V
0.125097,788,Cl* NGC 2004  MHFBE  140012,Star,*  |*iC|IR,B1.5III
0.080000,789,[MLD95] LMC 1-846,Star,*,O9Ve
0.147540,791,AL 211,Em*,*  |IR |*iC|Em*|Em*,B1III
0.169894,792,Cl* NGC 2004  MHFBE   72704,Star,*  |*iC|IR,B1.5III
0.102248,793,Cl* NGC 2004  MHFBE  108272,Star,*  |*iC|IR,B2IV
0.000000,794,Cl* NGC 2004  MHFBE  107877,Star,*  |*iC,B2III
0.005807,795,Cl* NGC 2004  MHFBE  107771,Star,*  |*iC,B2.5III
0.144023,796,AL 219,Em*,*  |IR |*iC|Em*|Em*,B1III
0.045164,797,HD  36012,Be*,V* |Be*|V* |Pu*|Be*|*  |UV |Em*|IR,B2Vne
0.119364,798,Cl* NGC 2004  MHFBE   73013,Star,*  |*iC|IR,B1V
0.067084,799,Cl* NGC 2004  MHFBE  137325,Star,*  |*iC|IR,B5III
0.084303,800,Cl* NGC 2004  MHFBE   77796,Star,*  |*iC|IR,B1III
0.083930,801,Cl* NGC 2004  MHFBE   66252,Star,*  |*iC|IR,B1V
0.160018,802,Cl* NGC 2004  MHFBE   59721,Star,*  |*iC|IR,B2V
0.011650,803,Cl* NGC 2004  MHFBE  132205,Star,*  |Cl*|*iC,B1III
0.204255,804,HBHA 3215-16,Em*,Em*,Be
0.105259,805,Cl* NGC 2004  MHFBE   85028,Star,*  |*iC|IR,B1.5IV
0.023134,806,Cl* NGC 2004  KWBBE     874,Star,*  |*iC,B2V
0.232923,807,Cl* NGC 2004  KWBBE     276,Star,*  |*iC|IR,B2III
0.075110,808,AL 237,Em*,*  |IR |*iC|Em*|Em*,B1IV
0.528841,809,Cl* NGC 2004  MHFBE  132079,Star,*  |*iC|IR,B1V
0.080519,810,Cl* NGC 2004  KWBBE     287,Star,*  |*iC|IR,B2III
0.775650,811,Cl* NGC 2004  MHFBE   55075,Star,*  |*iC|IR,B2IV
0.620876,812,Cl* NGC 2004  KWBBE     993,Star,*  |*iC,B2.5V
0.061278,813,Cl* NGC 2004  KWBBE     554,Star,*  |*iC,B2.5V
0.926619,814,[MLD95] LMC 1-415,Star,*,Be
0.121987,815,[BE74]  75,Em*,*  |Em*|PN |*iC|IR,B2IIIe
0.198681,816,Cl* NGC 2004  KWBBE     579,Star,*  |*iC|IR,B2III
0.028963,817,Cl* NGC 2004  KWBBE    1055,Star,*  |*iC,B2IV
0.145753,818,Cl* NGC 2004  KWBBE     323,Star,*  |*iC|IR,B1.5III
0.260215,819,Cl* NGC 2004  MHFBE  101350,Star,IR |NIR|*  |Be*|*iC|*iC|V*,B1.5e
0.011631,820,Cl* NGC 2004  MHFBE  119521,Star,*  |*iC,B1III
0.567414,821,2MASS J05303520-7101570,Star,*  |*  |IR,B1Ve
0.017421,822,Cl* NGC 2004  KWBBE     622,Star,*  |*iC,B3III
0.433132,823,Cl* NGC 2004  KWBBE     171,Star,*  |*iC|IR,B2III
0.109233,824,Cl* NGC 2004  KWBBE     624,Star,*  |*iC|IR,B2III
0.011630,825,Cl* NGC 2004  KWBBE    1108,Star,*  |*iC,B2V
0.407034,826,AL 252,Em*,*  |Em*|IR |*iC,B1III
0.200561,827,Cl* NGC 2004  KWBBE     342,Be*,Be*|*iC|IR,B1.5Vne
0.131247,828,Cl* NGC 2004  KWBBE     344,Star,*  |*iC|IR,B2IV
0.011587,829,Cl* NGC 2004  KWBBE     177,Star,*  |*iC,B0III
0.504457,831,Cl* NGC 2004   BBBC     451,Star,*  |*iC|IR,B2III
0.123014,832,Cl* NGC 2004  KWBBE      44,Star,*  |*iC|IR,B2III
0.737336,833,Cl* NGC 2004  KWBBE    1169,Star,*  |*iC,B6III
0.000000,834,Cl* NGC 2004  KWBBE    1175,Star,*  |*iC,B2V
0.005814,835,Cl* NGC 2004  KWBBE     374,Star,*  |*iC,B2V
0.111144,836,2MASS J05304789-7107550,NIR,IR,
0.017380,838,Cl* NGC 2004  KWBBE     203,Star,*  |*iC,B1III
0.017364,839,Cl* NGC 2004  KWBBE    1196,Star,*  |*iC,B3IV
0.474795,841,[MLD95] LMC 1-485,Star,*,B0:Ve
0.154077,842,RX J0531.2-6609,HMXB,Psr|Psr|HXB|HXB|X  |gam,B0.7Ve
0.639076,843,2MASS J05311887-7104389,Star,*  |*  |IR,O7:Ve
0.343448,844,[MLD95] LMC 1-546,Star,*  |*,O8.5V
0.079201,845,HD  36376,Be*,V* |Be*|V* |Pu*|*  |UV |Em*|IR,B8e
0.109284,846,OGLE LMC519.11.018683,EB*,*  |EB*|EB*|*iA|IR |Be?|Be?,B0.5Ve
0.694917,847,2MASS J05321026-6839051,Star,*  |IR,B0Ve
0.031976,848,HD  36408,**,Ae?|** |IR |*  |UV |Em*,B7III
0.041324,848,HD  36408A,Star,** |*  |IR,B7-8IV-V
0.821345,850,[L72] LH  72-10,Candidate_Be*,*iA|Be?|Be?,O8Ve
0.000601,851,* 120 Tau,Be*,*  |V* |Be*|UV |Em*|IR,B2IV-Ve
0.032946,852,BD+35  1169,Be*,Em*|Be*|*  |** |IR,B1:V:pe
0.081440,853,HD 244894,Be*,Em*|*  |Be*|IR,B1III-IVpe
0.015650,854,HD  36665,Be*,Be*|V* |Em*|IR |UV |*,B1
0.435149,855,RX J0535.0-6700,HMXB,V* |HXB|X  |gam|*  |IR,B0Ve
0.170205,856,V* V1230 Ori,Orion_V*,Em*|Y*O|Or*|NIR|Rad|*iC|V* |X  |IR |Rad,B1
0.033734,857,* tet02 Ori A,SB*,*  |** |SB*|V* |NIR|Rad|Rad|V* |SB*|X  |IR |*iC,O9.5IVp
0.030650,859,HD  37115,Be*,*iC|Y*O|Em*|Em*|*  |*  |Be*|*  |Be*|Be*|V* |Em*|IR |** |UV,B7Ve
0.087895,859,HD  37115A,Star,** |*,
0.647141,859,HD  37115B,Star,*  |**,
0.829505,860,2MASS J05355424-6603295,Star,*  |IR,O8Ve
0.039356,861,HD 290662,Star,*  |IR,
0.036670,862,HD  37149,Be*,Be*|Em*|UV |*  |IR,B7IV
0.073230,863,HD 245310,Be*,*  |Em*|Be*|** |UV |IR,B2:III:nnpe
0.124744,864,HD  37974,BlueSG*,Em*|s*b|Em*|EmO|V* |Em*|IR |*,B0.5e
0.007188,865,*  29 Dor,Be*,V* |IR |*  |UV |Be*,B9.5V
0.050281,866,HD 245546,Be*,Pu*|Be*|V* |Pu*|*  |Em*|IR,B5ne
0.064043,867,* zet Tau,Be*,*  |V* |IR |X  |Be*|UV |Em*|SB*,B1IVe_shell
0.066150,868,HD 245493,Be*,Em*|UV |*  |Be*|*iC|IR,B2III:e
0.077325,869,HD  37330,Be*,V* |Be*|Em*|** |UV |*  |V* |IR,B5III
0.160000,871,[GC2000] Be17,Be*,Be*,
0.160000,873,[GC2000] Be15,Be*,Be*,
0.080000,874,[GC2000] Be13,Be*,Be*,
0.066874,875,[GC2000] Be18,Be*,Be*,
0.120000,877,[GC2000] Be19,Be*,Be*,
0.000000,881,[GC2000] Be12,Be*,Be*,
0.066879,882,[GC2000] Be10,Be*,Be*,
0.168738,885,[GC2000] Be16,Be*,Be*,
0.051138,886,[HBC93] 250,Be*,IR |*  |Be*|*  |*iC,B2III-II(n)e
0.000000,887,[GC2000] Be14,Be*,Be*,
0.040000,888,[GC2000] Be6,Be*,Be*,
0.657118,889,VFTS 301,Be*,IR |*  |Be*,B2:Ve+
0.615731,890,LHA 120-S 131,WR*,V* |WR*|Be*|Em*|EmO|Em*|*  |IR,WN11
0.118648,891,EM* StHA   50,Em*,Em*|*  |IR |*iC,B6
0.067105,892,HD 245770,HMXB,Er*|N* |HXB|HXB|V* |HXB|Rad|X  |Be*|Psr|*  |Em*|gam|IR |SB*,O9/B0III/Ve
0.086805,894,HD  37318,Be*,V* |V* |Em*|Be*|*  |UV |IR,B1Vne
0.055102,895,* ome Ori,Be*,Ae*|Be*|*  |V* |IR |Be*|UV |Em*,B3Ve
0.041155,896,HD  37352,Em*,Em*|*  |UV |IR,A0
0.013758,897,* alf Col,Be*,Be*|*  |V* |** |IR |Be*|Em*|UV,B9Ve
0.049527,898,HD  37541,Em*,Em*|*  |UV |IR,B9
0.667829,899,2MASS J05412949-6809535,Star,*  |IR,B0.5Ve:
0.013785,900,HD  37971,Be*,Be*|*  |UV |IR,B4/5III
0.902540,901,[MLD95] LMC 2-1008,Star,*,
0.917537,902,[MLD95] LMC 2-488,Star,*,Be
0.041885,903,HD  37657,Be*,Be*|V* |Em*|UV |*  |IR,B3Vne
0.040781,904,HD 246537,Em*,Em*|*  |IR,Be
0.068997,906,BD+37  1292,Be*,Be*|Em*|*  |IR,B3V:e:p:
0.453732,907,[MLD95] LMC 2-195,Star,*,
0.036416,909,HD  37967,Be*,*  |Be*|V* |Em*|IR |UV,B2.5Ve
0.000000,911,[O96] D301NW-14,Star,*,B2.2Ve
0.008045,912,HD  38010,Be*,Be*|V* |IR |*  |Em*|UV,B1Vep
0.199650,914,RX J0544.1-7100,HMXB,HXB|Psr|X  |Be*|gam|*  |IR,B0Ve
0.041004,915,1RXS J054450.0-663445,HMXB,HXB|X  |gam,B0Ve
0.118327,916,[MLD95] LMC 2-107,Star,*,Be
0.053449,917,HD 246878,Be*,** |IR |*  |Em*|UV |Be*,B1.5IVe
0.073118,917,TYC 1870-1836-1,Star,** |*,
0.049017,918,HD  38191,Be*,V* |Be*|Be*|Be*|Em*|*  |UV |IR,B1V
0.114252,919,HD 247525,Em*,Em*|*  |IR,B5e
0.054671,920,HD  38856,Star,*  |UV |IR,B5III
0.009137,921,HD  38708,Be*,Er*|Be*|Be*|Be*|V* |Em*|*  |UV |IR,B3/4Vn(e)
0.019913,922,HD  39018,Be*,Be?|Be*|Em*|UV |*  |IR,B9
0.025354,923,HD 248390,Em*,Em*|*  |IR,B5e
0.043282,924,HD  39340,Be*,Er*|*  |Be*|Be*|Be*|V* |Em*|UV |IR,B3V
0.027080,925,HD  39557,Be*,Be*|Em*|*  |IR,B9IV/V
0.030260,926,HD 248753,Be*,V* |Be*|Be*|Be*|V* |Em*|UV |*  |IR,B1Vnne
0.025648,927,HD  39478,Be*,V* |Be*|Be*|Be*|Em*|*  |UV |IR,B2Vn
0.129968,928,HD 249179,HMXB,V* |*  |Em*|HXB|X  |gam|IR,B5ne
0.062867,929,HD  40193,Be*,Be*|*  |UV |IR,B8Vn(e)
0.043496,930,HD 249695,Be*,Be*|Em*|UV |*  |IR,B1:V:nnpe
0.074077,931,HD 250028,Be*,Be*|Be*|Be*|Em*|UV |*  |IR,B2:V:nep
0.052081,932,HD 250163,Be*,*  |Be*|Em*|*  |IR,OBe
0.008729,933,HD 250289,Be*,Be*|Em*|*  |** |*iC|IR,B2III:e
0.086787,934,HD 250980,Be*,V* |Be*|Em*|*  |IR,B2ne
0.183495,935,HD 250854,Em*,Em*|*  |V* |IR,B5e
0.056228,936,HD  41335,Be*,IR |** |Be*|V* |UV |*  |Em*|SB*|SB*,B1V
0.918854,937,TYC 1876-1473-1,Em*,*  |IR |Em*,Be
0.013085,938,HD  40978,Be*,V* |Be*|UV |Em*|*  |IR,B3Ve
0.044813,941,HD 251726,Be*,*  |Be*|Be*|Be*|Em*|IR |*,B1V:e
0.007453,942,HD  42054,Em*,X  |Em*|IR |*  |V* |UV,B5Ve
0.024418,943,HD  42406,Em*,Em*|UV |*  |IR,B5V
0.015590,944,HD  42477,Star,*  |UV |IR,A0Vnn
0.080929,945,HD 253084,Em*,Em*|*  |IR,B5e
0.006647,946,* f01 Ori,Be*,Be*|Em*|*  |UV |IR,B5Vn
0.090178,947,HD 253215,Be*,*  |Be*|Em*|IR |V*,Be
0.042051,948,HD 253214,Be*,Be*|Be*|Be*|Em*|*  |IR,B2Vnn
0.025194,949,HD  42529,Be*,Be*|Be*|Em*|*  |UV |IR,B9V
0.042765,950,HD  43122,Be*,Be*|Be*|Em*|*  |UV |IR,B1Ve
0.060261,951,HD 253339,Em*,Em*|*  |V* |IR,Be
0.023372,952,HD  42908,Be*,Be*|V* |Em*|UV |*  |IR,B2Ve
0.025274,953,HD 253659,Be*,*  |Be*|Be*|Be*|Em*|UV |*  |IR,OB+e
0.038617,954,HD  43264,**,** |*  |UV |IR,B9
0.044787,955,HD  43285,Be*,Be*|Be*|Be*|Em*|UV |*  |IR,B6Ve
0.033736,956,HD  43789,Be*,Be*|Be*|Em*|*  |UV |IR,B6/B7Ve
0.022205,957,HD  43544,Be*,Be*|Be*|V* |Em*|*  |UV |IR,B2/B3Ve
0.077637,958,HD 254647,Be*,Be*|Em*|*  |IR,Bpe
0.190140,958,HD 254647B,Star,*,
0.294614,958,HD 254647A,Star,,
0.053109,959,HD  43703,Be*,Be?|Be*|Be*|Em*|*  |IR,B1IVp(e)
0.015908,961,HD  43913,Be*,Be*|Em*|UV |*  |IR,B8IV/V
0.010657,962,HD  43837,PulsV*,Pu*|Pu*|V* |Em*|*  |UV |IR,B2Ibp?
0.004780,963,HD  44506,Be*,Be*|Em*|UV |*  |IR |V*,B3V
0.057346,964,HD  44458,Be*,IR |X  |*  |Be*|V* |Em*|** |UV |*,B1.5IVe
0.023157,965,HD  44637,Be*,*  |Be*|Em*|UV |*  |IR,OB-e
0.019802,966,HD 256577,Be*,V* |Be*|Em*|*  |UV |IR,B1V
0.047651,967,HD  44783,Star,*  |IR |UV,B8Vn
0.024192,968,HD  44674,Be*,V* |Be*|V* |Em*|*  |UV |IR,B1Vne
0.045232,969,HD  44996,Be*,Be*|Em*|** |*  |UV |IR,B2.5Ve
0.038551,970,BD-21  1449,Em*,Em*|*  |IR,Be
0.006841,971,HD  45260,Be*,Be*|Em*|UV |*  |IR,B3ne
0.027799,972,HD  45314,Be*,** |Be*|V* |Em*|UV |*  |IR,O9:npe
0.036013,974,HD 257473,Be*,V* |Be*|Be*|Em*|*  |IR,B9e
0.030371,975,HD  45677,Be*,*  |V* |IR |Be*|Em*|UV |smm,B2IV/V[e]
0.045898,976,HD  45626,Be*,Be*|Em*|** |*  |*iC|UV |IR,B5Ib
0.031900,977,HD  45871,Be*,Be*|Be*|*  |Be*|Be*|V* |Em*|** |UV |IR,B3Ve
0.032024,977,Gaia DR2 2892312723242963072,Star,*,
0.084641,977,HD  45871A,**,** |*,
0.414681,977,Gaia DR2 2892312723240653312,Star,*,
0.010798,978,* bet Mon,**,UV |** |*  |IR,B4Ve+B2Vn(e)+B3V:nne
0.018161,978,* bet Mon A,Be*,** |UV |Em*|V* |Be*|*,B4Veshell
0.054592,979,* nu. Gem,Be*,** |*  |Be*|V* |Em*|IR,B6IVe
0.022363,980,HD  45901,Be*,Be*|Be*|V* |*iC|Em*|*  |UV |IR,B0-1Ve
0.041390,981,HD  45910,Be*,*  |Be*|V* |Em*|IR |*iC|UV |SB*,B2IIIe
0.032320,982,HD  46131,Be*,Be*|Be*|*  |UV |IR,B3Ve
0.030733,983,HD  45995,Be*,X  |Be*|Em*|UV |** |*  |IR,B1.5Vne
0.118289,984,HD 258782,Star,*  |** |IR,
0.353648,985,EM* GGA  395,Em*,Y*O|pr*|*  |*iC|*iA|IR |*  |X  |Em*,B7Ve
0.006008,986,* mu. Pic,**,** |*  |UV |IR,B9IVn
0.187864,987,2MASS J06321548+0455203,YSO,Y*O|pr*|*  |*iA|*  |X  |*iC|IR,B6Vne
0.338394,988,EM* GGA  398,Em*,*iA|Em*|*  |*iC|IR,B8Ve
0.030116,989,HD  46380,Be*,Be*|*  |Be*|V* |Em*|*  |UV |IR,B2/B3IVne
0.100942,990,HD 259440,HMXB,X  |Rad|gam|HXB|Be*|Em*|UV |IR |*  |*iC,B0pe
0.037469,991,HD  46264,Be*,EB*|Be*|Be*|V* |*  |UV |IR,Be
0.021224,992,HD 259597,Be*,Be*|Be*|Be*|Em*|*  |*iC|UV |IR,B0.5:V:nne
0.043973,994,HD 259631,Be*,V* |Be*|Em*|UV |*  |IR,B1Vnne
0.011658,995,HD  46484,Star,*iC|IR |*  |UV,B2Ib
0.010532,996,HD  47054,Be*,Be*|Em*|IR |*  |UV,B8IVe
0.011237,997,HD  47202,Em*,Em*|*  |UV |IR,B5/7Vne
0.064509,998,HD  47160,Star,*  |UV |IR,B8/9V
0.064056,999,HD  47359,Be*,Be*|Em*|*iC|*  |UV |IR,B0.5IVnn
0.020670,1000,HD  47761,Be*,V* |Em*|*  |UV |IR |Be*,B3(II)e
0.006213,1001,*  15 Mon,Be*,Ir*|pr*|SB*|Be*|Y*O|pr*|*  |** |V* |IR |UV |X  |*iC|Em*|SB*,O7V+B1.5/2V
0.005121,1002,HD  48282,Be*,Be*|Be*|V* |Em*|UV |*  |IR,B3Ve
0.028181,1003,*  10 CMa,Be*,IR |*  |Be*|V* |Em*|** |UV,B2V
0.017571,1004,HD  49131,Be*,*  |** |Be*|V* |Be*|UV |IR,B1.5Vne
0.008224,1005,HD  49319,Be*,Be*|Be*|Em*|UV |*  |IR,B2/B3IVne
0.008558,1006,HD  49336,Be*,Be*|*  |V* |Be*|UV |IR,B6Vne
0.037365,1007,HD  49330,Be*,Be*|Be*|V* |Em*|*  |UV |IR,Bnn(e)
0.065416,1008,HD  49567,Star,*  |V* |UV |IR,B2.5III
0.053392,1009,HD  49585,Be*,Be*|Be*|Em*|*  |UV |IR,B5Ib/II(e)
0.023991,1010,HD  49699,Be*,Be*|V* |Em*|*  |UV |IR,B9e
0.008876,1011,* kap CMa,Be*,Be*|V* |IR |UV |*  |Be*|Em*,B1.5Ve
0.013214,1012,HD  49787,Be*,Be*|Be*|Be*|Em*|*  |UV |IR,B1V:ep
0.014413,1013,HD  49888,BlueSG*,s*b|Em*|*  |V* |UV |IR,B5Iab/b
0.028335,1014,V* HZ CMa,Be*,IR |Be*|V* |** |UV |Em*|*  |El*,B6IVe+A
0.020028,1015,HD  49977,Be*,*  |Be*|V* |Em*|*  |UV |IR,B5/7ne
0.015587,1016,HD  50138,Ae*,Ae*|V* |IR |Em*|*  |UV,A1Ib/II
0.050172,1017,HD  50083,Be*,Ae?|Be*|V* |Em*|IR |*  |UV,B3
0.016470,1018,HD  50209,Be*,Be*|Be*|Em*|*  |UV |IR,B9Ve
0.022338,1019,HD  50424,Be*,Be*|Be*|Be*|Em*|*  |UV |IR,B9e
0.030652,1020,HD  50737,Be*,Be*|*  |Be*|V* |Em*|*  |IR,B2Vnne
0.047128,1021,HD  50850,Be*,Be*|Be*|Em*|UV |*  |IR,B(3)Vnne
0.063458,1022,HD  50581,Star,** |*  |UV |IR,A0
0.031106,1023,HD  50696,Be*,Be*|Be*|Em*|*  |UV |IR,B2Vnne
0.031597,1024,HD  50938,Be*,Be*|V* |Em*|UV |*  |IR,B3Ve
0.060929,1025,HD  50820,Be*,** |Be*|Em*|IR |*  |V* |UV |SB*,B3IVe+K2II
0.058175,1026,HD  50891,Be*,V* |Be*|Be*|Be*|Em*|*  |IR,B1IIIe
0.020415,1027,HD  50868,Be*,V* |Be*|Em*|*  |UV |IR,B2Vne
0.083277,1028,HD  51193,Be*,Be*|Be*|Be*|Be*|V* |Em*|*  |UV |IR,B1V:nn
0.026544,1029,* psi09 Aur,Be*,Em*|Be*|*  |UV |IR,B8IIIe
0.031650,1030,HD  51404,Em*,Em*|*  |UV |IR,B5/7V
0.086952,1031,HD 266894,Em*,Em*|*  |IR,Be
0.055398,1032,HD  51480,Be*,*  |Be*|V* |Em*|IR |UV,Be_sh
0.035403,1033,HD  51452,Be*,Be*|Be*|Em*|*  |UV |IR,B7Ib/II
0.037172,1034,HD  51354,Be*,Be*|Be*|Be*|V* |Em*|*  |UV |IR,B3ne
0.008987,1035,HD  51506,Star,*  |UV |IR,B5
0.085186,1038,HD  52159,Be*,Be*|Be*|Em*|*  |IR,B3Vne
0.018260,1039,HD  52356,Be*,V* |Be*|UV |*  |IR,B3V(n)
0.017761,1040,HD  52244,Be*,V* |Be*|*  |Be*|V* |Em*|UV |*  |IR,B2IVnpe
0.027898,1041,HD  53048,Be*,Be*|Em*|*  |UV |IR,B5/7Vn(e)
0.066745,1042,HD  52437,Be*,** |Be*|V* |Em*|UV |*  |IR,B3Vnn
0.038410,1043,HD  52812,Be*,Be*|Em*|UV |*,B2V
0.052262,2050,HD 333410,Be*,V* |Em*|Be*|V* |*  |IR,B8V
0.025670,2052,HD 190150,Be*,Be*|Be*|Be*|Em*|UV |*  |IR,B6IV/Ve_sh
0.055611,2053,HD 333452,Be*,Em*|Be*|*  |IR,B0
0.036761,2054,HD 190467,Be*,EB*|IR |Be*|V* |Em*|** |UV |*,B5II:n
0.043768,2055,HD 339483,Be*,Be*|Em*|UV |*  |IR,B3
0.025479,2058,HD 190944,Be*,Em*|*  |Be*|UV |IR,B1.5Vne
0.027944,2059,HD 190864,Em*,** |X  |*iA|Em*|*  |UV |*iC|IR,O6.5III(f)
0.033594,2060,HD 227611,Be*,V* |Be*|*iA|V* |** |*  |Em*|*iC|IR,B1:III/Ve
0.066879,2061,Cl* NGC 6871     BP       1,Star,*  |*iC|IR,B:e
0.044145,2062,HD 227836,Be*,Er*|Be*|V* |Ir*|*  |Em*|IR,B5Iae
0.013489,2063,HD 191378,Be*,Be*|Em*|UV |*  |IR,B9.5V
0.045202,2064,* b02 Cyg,Be*,*  |Be*|V* |Em*|IR |UV,B2.5Ve
0.063675,2065,V* V372 Sge,PulsV*bCep,bC*|Be*|V* |Em*|UV |*  |IR,B0.5III-IV
0.001508,2066,HD 228041,Be*,Be*|Em*|*  |IR,B0.5V:e
0.026818,2067,HD 228104,Be*,*iC|Be*|Em*|*  |IR,B1:IV:pe
0.013728,2069,HD 228256,Em*,*  |IR |Em*,Beq
0.023663,2070,*  20 Vul,Be*,Be*|V* |Em*|UV |*  |*iC|IR,B7Ve
0.008605,2071,HD 192445,Be*,Be*|Em*|*  |UV |IR,B0.5III
0.638790,2072,HD 331976,Be*,Be*|Em*|*  |IR,B3
0.058701,2073,HD 228438,Be*,Be*|Em*|*  |IR,B0.5III
0.097447,2074,LS  II +36   40,Be*,*  |Be*|Em*|** |IR,B2
0.098837,2075,HD 228535,Be*,Be*|Em*|*  |IR,OB
0.062123,2076,HD 192685,Be*,** |Em*|V* |UV |*  |Be*|IR,B3V
0.061655,2077,HD 228658,Be*,Be*|Em*|*  |*iC|IR,B2II:
0.025385,2078,HD 193009,Be*,V* |X  |V* |UV |IR |*  |Be*|Em*,B1V:nnpe
0.120441,2079,EM* AS  399,Em*,Em*|EmO|*  |V* |IR,
0.061077,2080,HD 192954,Be*,V* |UV |*  |Be*|Em*|IR,B9
0.033974,2081,HD 193182,Be*,*  |Be*|UV |IR |Em*,B7IV/V:(e)
0.104698,2082,EM* AS  396,Em*,*  |EmO|Em*|*  |IR,B5III
0.035319,2083,HD 228860,Be*,Be*|Em*|X  |*  |IR,B0.5IV
0.072725,2084,HD 193516,Be*,V* |*  |Be*|V* |Em*|*  |SB*|IR,B2:III:
0.102669,2085,HD 355402,Em*,Em*|*  |IR,B8
0.048504,2086,HD 194057,Em*,UV |*  |IR |Em*,B1Ib
0.012751,2087,*  25 Vul,Be*,Be*|Em*|UV |*  |IR,B6IVe
0.137160,2088,Cl* NGC 6913     KJ      50,Star,*iC|*  |IR,A0IVe
0.026914,2089,HD 229171,PulsV*bCep,bC*|Be*|*iA|Em*|IR |*  |*iC,B0.5III:n
0.010112,2090,HD 194335,Be*,Be*|V* |*  |Be*|UV |Em*|IR,B2IIIe
0.038459,2091,HD 229221,Be*,Er*|IR |Be*|Er*|V*?|*  |Be*|*  |Be*|*iA|Em*|V* |** |*iC,B0.2IIIe
0.035544,2092,EM* AS  414,Em*,EmO|Em*|*iA|IR |*  |*iC,B5e
0.046471,2093,BD+41  3731,Ae*,Ae*|IR |Em*|Be*|*  |UV |*iC,B3n
0.028284,2094,HD 194244,V*,V* |** |UV |*  |IR,B9IV/V
0.016752,2095,HD 194883,Be*,*  |V* |** |Be*|UV |Em*|IR,B2Ve
0.032550,2096,HD 194779,Em*,UV |*  |IR |Em*,B3II
0.074731,2097,BD+38  4093,Em*,IR |*  |Em*,Be
0.022328,2098,BD+46  2948,Be*,Be*|*  |UV |IR |Em*,B1V:nne
0.037469,2099,HD 195554,**,** |** |*  |Em*|Be*|UV |IR,B8.5V
0.045196,2100,HD 195407,Be*,Be*|Em*|UV |*  |IR,B1Ve_shell
0.045500,2102,HD 195907,Be*,V* |*  |Be*|UV |Em*|IR,B1.5V
0.044531,2104,BD+36  4145,Em*,Em*|*  |IR,O8.5V(n)
0.030756,2105,BD+47  3148,Em*,*  |IR |Em*,B5e
0.065732,2106,V* W Del,EB*,Al*|Em*|V* |*  |SB*|IR,A0
0.020725,2107,HD 196712,Be*,Be*|Em*|UV |*  |IR,B7Ve
0.033425,2108,HD 197038,Em*,Em*|UV |*  |IR,A2
0.008983,2110,HD 197434,Em*,Em*|UV |*  |IR,A0
0.042242,2111,HD 197419,Be*,*  |Be*|V* |Em*|UV |IR,B2IV-Ve
0.026741,2112,BD+46  3022,Em*,V* |V* |*  |IR |Em*,Be
0.051026,2113,BD+50  3180,Em*,Em*|*  |IR,Be
0.158169,2114,EM* MWC 1030,Em*,Y*?|EmO|*  |IR |Em*,Be
0.137158,2115,EM* AS  441,Ae*,Er*|Y*?|Ae*|Or*|EmO|V* |*  |Em*|IR,B9e
0.028424,2117,* lam Cyg,**,** |** |*  |IR |V* |UV |Em*,B5V
0.187466,2117,* lam Cyg A,**,** |*,
0.952228,2117,* lam Cyg B,Star,** |*,
0.003920,2118,HD 198512,Be*,V* |Em*|UV |*  |Be*|IR,B1Vnnpe
