angDist,#,parallax,epsi,sepsi,ruwe
0.009243,1220,0.8965,0.151,3.409e+01,0.859
0.005419,1221,0.6087,0.168,2.783e+01,0.925
0.053307,1222,1.1002,0.241,3.572e+01,0.970
0.025658,1224,0.5422,0.100,1.097e+01,0.871
0.067942,1226,1.1891,0.097,1.296e+01,0.911
0.097991,1227,0.5359,0.086,9.915e+00,0.787
0.072166,1228,0.5564,0.118,1.476e+01,0.983
0.479407,1230,1.4300,0.223,6.325e+01,0.914
0.049338,1231,2.8592,5.627,2.173e+04,22.209
0.030531,1232,1.2572,0.198,5.176e+01,0.876
0.034730,1233,4.5136,0.302,1.230e+02,1.013
0.014996,1234,5.2893,1.335,2.673e+03,1.789
0.050065,1235,0.4593,0.114,1.377e+01,0.921
0.065997,1236,0.7930,0.131,2.004e+01,0.962
0.037425,1237,0.5587,0.184,3.689e+01,1.052
0.039391,1238,0.6399,0.142,1.149e+01,0.869
0.059785,1239,0.5302,0.075,6.806e+00,0.896
0.079498,1240,0.5971,0.117,1.795e+01,1.018
0.014300,1242,0.9832,0.178,4.640e+01,1.039
0.467377,1243,1.0628,0.113,1.574e+01,0.882
0.068247,1244,0.5233,0.106,1.365e+01,1.109
0.018567,1245,1.0256,0.112,1.455e+01,0.916
0.033305,1246,1.1299,0.282,7.266e+01,1.529
0.010206,1247,1.1723,0.155,3.138e+01,0.974
0.055320,1248,0.2509,0.102,2.441e+01,0.929
0.017524,1249,0.7572,2.129,4.181e+03,6.824
0.068235,1250,0.9295,0.204,4.011e+01,0.876
0.078499,1251,1.4700,0.173,2.878e+01,0.954
0.002042,1252,1.8129,0.145,1.823e+01,0.998
0.075197,1253,1.3382,1.133,1.545e+03,6.641
0.054217,1254,2.4054,0.450,2.722e+02,0.975
0.061510,1255,0.4539,0.096,1.304e+01,1.081
0.063256,1256,0.7182,0.157,3.002e+01,1.138
0.023972,1257,2.4706,0.900,1.099e+03,0.927
0.012360,1258,1.0804,0.186,6.016e+01,1.088
0.062531,1259,0.6335,0.095,8.927e+00,0.859
0.035331,1260,1.2796,0.254,4.302e+01,0.870
0.053462,1261,19.6883,0.147,2.328e+01,0.904
0.034071,1262,5.8491,0.293,1.062e+02,0.767
0.012298,1263,0.6253,0.198,2.893e+01,1.018
0.020898,1264,0.7096,0.076,7.813e+00,0.817
0.034270,1265,1.3521,0.224,4.608e+01,1.012
0.009348,1266,1.9899,0.247,6.961e+01,0.988
0.024288,1267,2.3478,0.221,3.690e+01,0.936
0.055310,1268,0.2212,0.099,1.389e+01,0.932
0.037304,1269,0.7378,0.117,1.633e+01,0.896
0.026214,1270,0.4966,0.153,2.422e+01,0.863
0.043798,1271,0.6977,0.140,2.245e+01,1.047
0.049116,1272,0.4042,0.138,2.364e+01,1.091
0.019650,1273,0.9448,0.513,1.936e+02,1.810
0.025778,1274,1.5630,1.611,2.930e+03,3.239
0.025184,1275,1.7089,0.161,1.977e+01,1.051
0.011741,1276,0.4990,0.118,1.782e+01,1.052
0.189203,1277,,118.502,8.116e+06,
0.025097,1278,0.7323,0.173,3.027e+01,0.988
0.137095,1279,0.6602,0.157,1.709e+01,0.843
0.025088,1280,1.8970,0.193,2.930e+01,0.882
0.038050,1281,0.4927,0.155,3.052e+01,0.967
0.045249,1282,5.9358,1.242,1.844e+03,1.049
0.013602,1283,1.9808,0.290,7.195e+01,0.943
0.032433,1284,0.3557,0.206,5.228e+01,0.884
0.072389,1285,0.8280,0.202,3.042e+01,0.825
0.048092,1286,1.6684,0.127,1.858e+01,1.086
0.087684,1287,0.8682,0.201,2.673e+01,0.880
0.035532,1288,0.9150,0.373,1.942e+02,0.943
0.064848,1289,0.7141,0.151,2.685e+01,0.957
0.019401,1290,1.4948,0.320,9.295e+01,1.039
0.042472,1291,0.4549,0.085,9.155e+00,0.930
0.030608,1292,0.3585,0.124,1.902e+01,0.951
0.027020,1293,0.9501,0.187,2.524e+01,1.036
0.068963,1294,2.1455,0.299,7.967e+01,1.083
0.004647,1295,0.8374,0.312,1.263e+02,1.011
0.030080,1296,0.8010,0.226,5.345e+01,0.921
0.038481,1297,0.4093,0.223,6.164e+01,0.862
0.060672,1298,3.2196,0.691,5.379e+02,1.274
0.125073,1300,0.5889,0.183,3.437e+01,1.035
0.074914,1301,1.0038,0.195,4.796e+01,1.036
0.029132,1302,0.6635,0.191,3.889e+01,0.855
0.021166,1303,1.7812,0.225,4.837e+01,0.760
0.041080,1304,0.6064,0.220,5.708e+01,0.851
0.034302,1305,0.4937,0.967,9.343e+02,3.560
0.019158,1306,0.9402,0.202,3.684e+01,0.947
0.033428,1307,0.7359,0.199,3.062e+01,0.933
0.011833,1308,4.7357,0.741,5.658e+02,2.671
0.061125,1309,0.4096,0.138,2.298e+01,1.087
0.026080,1310,0.5651,0.247,6.234e+01,1.072
0.003452,1311,1.8160,0.418,2.071e+02,0.836
0.024430,1312,1.5368,0.300,1.094e+02,0.839
0.004426,1313,8.2978,1.664,3.409e+03,2.112
0.061350,1314,0.3096,0.120,1.719e+01,0.829
0.031103,1315,0.5258,0.154,1.618e+01,1.147
0.033693,1316,0.4983,0.268,9.024e+01,1.320
0.065793,1317,0.0927,0.149,2.644e+01,0.978
0.063065,1318,0.3857,0.060,3.931e+00,0.834
0.012154,1320,1.7861,0.265,6.135e+01,0.879
0.056318,1321,0.1741,0.004,8.868e-03,1.093
0.028099,1322,0.2032,0.119,1.010e+01,0.940
0.082770,1323,0.3722,0.156,2.749e+01,1.414
0.010286,1324,0.3411,0.133,1.688e+01,0.947
0.034356,1325,1.6630,0.191,3.668e+01,0.889
0.023654,1326,2.6760,0.333,1.046e+02,0.966
0.045154,1328,0.3777,0.148,2.474e+01,1.111
0.156248,1329,1.9397,3.074,6.659e+03,6.880
0.000450,1330,0.3977,0.099,1.186e+01,0.949
0.068050,1331,0.4033,0.105,1.179e+01,1.002
0.014245,1332,0.3660,0.124,1.632e+01,0.798
0.092379,1333,0.4578,0.133,1.913e+01,0.917
0.025579,1334,0.4264,0.109,1.414e+01,0.970
0.472319,1336,0.3932,0.102,1.244e+01,0.847
0.064457,1337,1.6666,0.248,8.308e+01,1.651
0.006773,1338,1.9591,0.570,3.025e+02,3.061
0.045306,1339,0.4496,0.148,2.348e+01,1.106
0.097546,1340,0.4852,0.099,1.124e+01,0.999
0.014385,1341,2.2663,0.254,4.931e+01,1.048
0.019311,1342,1.2715,0.255,6.096e+01,0.741
0.018730,1343,0.5169,0.137,2.403e+01,0.895
0.120708,1344,0.4134,0.190,4.323e+01,0.920
0.017504,1345,1.1734,0.290,5.956e+01,0.890
0.010618,1346,1.8520,0.283,4.813e+01,0.907
0.042352,1347,6.1617,0.378,1.343e+02,0.856
0.053198,1348,0.6348,0.120,1.755e+01,0.843
0.022560,1349,0.3974,0.160,2.896e+01,1.020
0.036564,1350,6.4438,2.558,7.211e+03,3.899
0.039941,1351,0.3838,0.037,1.870e+00,0.707
0.047645,1353,0.2478,0.122,1.634e+01,0.956
0.043943,1354,0.3170,0.165,2.501e+01,0.797
0.027960,1355,0.2570,0.097,1.206e+01,1.063
0.376770,1356,0.4029,0.141,1.912e+01,0.770
0.470091,1357,0.6784,1.095,1.046e+03,7.421
0.049850,1358,0.7026,0.184,2.360e+01,0.956
0.126018,1359,1.7733,0.197,2.221e+01,0.841
0.099267,1363,0.2902,0.148,2.255e+01,0.932
0.058121,1364,1.1729,3.779,1.677e+04,14.435
0.049280,1365,0.1779,0.124,8.627e+00,0.996
0.034105,1366,0.3649,0.221,4.649e+01,1.308
0.033715,1367,0.3955,0.076,6.795e+00,0.813
0.104180,1368,0.4229,0.070,5.551e+00,0.784
0.053461,1369,0.3830,0.099,1.145e+01,1.009
0.018064,1370,0.4300,0.060,3.378e+00,0.726
0.007284,1371,3.0765,0.331,1.192e+02,0.896
0.006174,1372,6.7516,0.813,7.246e+02,0.840
0.031725,1373,0.5331,0.344,1.301e+02,1.504
0.073019,1375,0.4141,0.141,1.787e+01,1.073
0.022796,1377,0.3864,0.233,6.303e+01,1.197
0.063454,1378,2.8929,0.147,2.348e+01,1.184
0.049556,1379,0.1706,0.088,8.110e+00,0.937
0.028001,1380,5.6031,0.931,1.156e+03,1.166
0.032630,1381,0.4248,0.160,2.954e+01,0.991
0.303740,1382,0.7473,0.119,1.548e+01,0.851
0.169764,1383,0.3890,0.111,1.340e+01,0.808
0.124135,1384,0.3489,0.109,1.168e+01,0.937
0.058788,1385,0.3555,0.108,1.447e+01,0.756
0.024027,1386,0.8857,0.806,4.260e+02,3.111
0.093055,1387,0.5290,0.086,8.397e+00,0.785
0.052007,1388,0.4249,0.151,2.610e+01,0.960
0.079543,1389,0.4157,0.265,5.437e+01,0.876
0.056932,1392,0.2206,0.099,9.434e+00,0.688
0.022220,1393,0.6205,0.168,3.046e+01,0.880
0.019689,1395,0.6096,0.135,1.831e+01,0.810
0.048531,1396,0.4173,0.101,1.080e+01,0.898
0.072051,1397,0.4468,0.129,1.761e+01,0.908
0.090471,1398,0.3044,0.075,5.434e+00,0.771
0.013764,1399,0.1925,0.123,1.207e+01,1.044
0.029280,1400,0.3564,0.284,6.271e+01,0.794
0.047664,1402,0.3023,0.103,1.204e+01,0.810
0.109749,1403,0.4041,0.964,1.054e+03,5.362
0.162516,1404,0.2087,0.126,1.603e+01,0.907
0.033734,1411,0.4127,0.144,2.018e+01,0.824
0.046228,1412,0.4158,0.108,1.221e+01,0.902
0.026317,1413,0.3194,0.309,8.466e+01,1.258
0.021371,1414,0.4779,0.408,1.733e+02,1.662
0.029222,1415,0.4149,0.107,1.145e+01,0.857
0.178643,1416,0.3684,0.096,1.069e+01,0.821
0.106406,1419,1.7045,4.573,1.303e+04,17.787
0.055380,1420,0.6866,0.703,6.518e+02,3.254
0.013410,1423,0.3847,0.100,1.041e+01,0.800
0.035700,1424,0.5156,0.079,6.270e+00,0.749
0.021995,1425,0.8318,0.218,3.482e+01,0.952
0.054622,1426,0.0545,0.146,3.024e+01,1.051
0.052952,1427,0.4389,0.100,1.230e+01,0.856
0.027667,1428,1.1955,0.235,6.349e+01,0.968
0.036279,1429,0.3827,0.104,1.270e+01,0.804
0.021956,1430,1.0576,0.124,1.794e+01,0.826
0.078888,1431,0.4666,0.084,7.838e+00,0.864
0.453183,1432,0.3635,0.101,1.102e+01,0.862
0.031271,1433,1.0802,0.310,6.083e+01,0.954
0.161277,1434,0.4294,0.201,3.444e+01,0.989
0.064911,1435,0.4087,0.322,1.157e+02,2.160
0.022865,1436,0.4158,0.096,1.050e+01,0.869
0.010508,1437,4.1664,0.190,3.765e+01,0.863
0.004058,1438,1.1185,0.197,4.234e+01,0.917
0.014993,1439,0.4693,0.129,2.010e+01,0.866
0.041509,1440,0.4433,0.123,1.700e+01,0.912
0.011632,1441,0.9777,0.195,4.080e+01,1.500
0.026295,1442,1.0289,0.251,4.807e+01,0.952
0.025496,1443,0.4402,0.095,1.039e+01,0.898
0.073388,1444,0.9319,1.763,3.478e+03,8.074
0.009090,1445,17.2827,1.175,1.714e+03,2.430
0.047016,1446,0.3468,0.235,5.907e+01,1.174
0.015644,1447,0.4233,0.102,1.154e+01,0.915
0.349712,1448,0.3293,0.070,6.380e+00,0.882
0.048769,1449,1.0405,0.095,9.537e+00,0.846
0.028853,1450,0.4666,0.119,1.476e+01,0.834
0.010897,1451,-1.6586,7.294,3.001e+04,37.980
0.047458,1452,0.4007,0.103,1.099e+01,0.720
0.010372,1453,1.4440,0.258,4.946e+01,0.956
0.027732,1454,0.9267,0.123,1.453e+01,0.946
0.017257,1456,0.5732,0.468,1.359e+02,1.505
0.053272,1457,0.7307,0.193,4.089e+01,0.998
0.034493,1458,0.6982,0.127,1.496e+01,0.874
0.032262,1459,8.1091,1.307,3.144e+03,1.793
0.058375,1460,0.5162,0.254,6.641e+01,0.902
0.100322,1461,0.4798,0.184,3.882e+01,0.929
0.089169,1462,0.4442,0.273,7.123e+01,0.804
0.064700,1463,0.4327,0.169,3.476e+01,0.868
0.094719,1464,0.5462,0.180,3.279e+01,0.897
0.046528,1465,0.4405,0.134,1.620e+01,1.029
0.029310,1466,0.4718,0.162,2.542e+01,0.827
0.045806,1467,0.4429,0.139,1.815e+01,0.846
0.017987,1468,0.4836,0.189,3.701e+01,0.914
0.080140,1469,0.4733,0.308,1.022e+02,1.400
0.056930,1470,0.4729,0.176,3.160e+01,0.862
0.057179,1471,0.4929,0.122,1.543e+01,0.769
0.103852,1472,0.4392,0.157,2.799e+01,0.814
0.113110,1473,0.4499,0.191,4.102e+01,0.909
0.032048,1475,0.7901,0.217,7.070e+01,0.965
0.254736,1476,0.4102,0.128,2.002e+01,0.946
0.031292,1477,0.4121,0.149,2.887e+01,0.896
0.055138,1478,0.4609,0.531,3.811e+02,3.788
0.047751,1479,0.3761,0.147,2.697e+01,1.135
0.035290,1480,0.4026,0.119,1.935e+01,0.789
0.023338,1482,0.5305,0.450,1.963e+02,1.870
0.072979,1483,0.3291,0.113,1.326e+01,0.935
0.442897,1484,0.4820,0.103,1.058e+01,0.794
0.018395,1485,2.9044,0.280,7.066e+01,1.169
0.025046,1486,0.6356,0.113,1.421e+01,0.837
0.029681,1487,0.5297,0.153,2.424e+01,0.846
0.076943,1488,0.4853,0.138,1.993e+01,0.906
0.056342,1489,0.5163,0.134,2.109e+01,0.902
0.009614,1490,1.0509,0.197,6.627e+01,1.041
0.034351,1491,1.3767,0.176,3.801e+01,0.910
0.015991,1492,0.4754,0.114,1.014e+01,0.852
0.057317,1493,0.4536,0.111,1.234e+01,0.778
0.052297,1494,4.5957,2.993,1.206e+04,3.436
0.036458,1497,0.9661,0.161,3.242e+01,0.981
0.045338,1498,0.5242,0.141,1.987e+01,0.912
0.022510,1499,1.0267,0.260,4.052e+01,0.890
0.037532,1500,0.5082,0.125,1.979e+01,0.909
0.017108,1501,0.5770,0.967,8.636e+02,4.818
0.042265,1502,0.4348,0.122,1.534e+01,0.907
0.012172,1503,0.4962,0.120,1.419e+01,0.874
0.053688,1504,0.8771,0.114,1.748e+01,0.902
0.032647,1505,1.0981,0.253,4.165e+01,0.838
0.123571,1506,,32.587,7.567e+05,
0.014305,1507,0.4964,0.162,2.378e+01,0.875
0.183922,1508,0.8708,0.120,1.656e+01,0.889
0.022229,1509,9.1857,1.426,4.540e+03,1.440
0.249085,1510,5.7179,2.750,1.010e+04,3.221
0.008207,1511,1.7927,0.644,7.086e+02,1.069
0.040105,1512,0.4611,0.192,4.304e+01,1.276
0.069379,1513,0.5508,0.108,1.160e+01,0.916
0.017322,1514,0.1878,0.094,1.033e+01,1.010
0.050370,1515,0.5301,0.103,1.194e+01,0.876
0.203229,1516,0.5068,0.669,2.970e+02,3.449
0.009170,1517,1.0833,0.283,6.027e+01,1.042
0.044144,1518,0.4822,0.117,1.879e+01,1.097
0.144365,1519,0.2454,0.206,5.890e+01,1.597
0.056093,1520,0.4925,0.139,1.770e+01,0.760
0.075113,1521,1.0096,0.184,4.968e+01,0.988
0.012389,1522,0.8849,0.182,3.765e+01,0.988
0.049017,1523,1.0011,0.090,8.447e+00,0.811
0.027591,1524,8.4789,0.617,5.714e+02,0.911
0.094583,1525,1.0619,0.124,1.531e+01,0.853
0.041394,1526,0.8851,0.079,8.212e+00,0.896
0.009599,1527,0.8275,0.228,6.773e+01,1.063
0.009135,1528,0.7099,0.124,1.602e+01,0.988
0.036208,1529,0.5760,0.118,1.759e+01,1.006
0.019832,1530,7.0093,1.753,2.557e+03,2.441
0.005043,1531,0.4879,0.092,9.613e+00,0.822
0.015145,1532,0.4557,0.089,1.143e+01,0.977
0.028425,1533,4.7740,0.240,6.909e+01,1.042
0.038614,1534,1.0431,0.101,1.188e+01,0.840
0.007621,1535,3.8643,0.673,6.164e+02,0.851
0.024936,1537,2.2826,0.663,5.493e+02,1.090
0.060706,1539,0.7235,0.280,9.547e+01,1.836
0.039411,1540,0.6343,0.114,1.780e+01,1.051
0.018714,1541,0.5387,0.101,1.165e+01,0.851
0.049732,1542,1.4187,0.067,5.960e+00,0.846
0.061518,1543,0.5335,0.105,1.433e+01,0.885
0.249338,1544,7.7658,1.090,1.478e+03,2.101
0.033538,1545,0.7328,0.127,1.781e+01,0.830
0.035693,1546,1.2876,0.751,6.785e+02,3.746
0.049964,1547,0.4743,0.113,1.646e+01,0.969
0.024668,1548,1.0457,0.134,1.986e+01,0.835
0.056426,1549,0.4860,0.108,1.305e+01,0.900
0.349473,1550,0.4812,0.074,6.782e+00,0.799
0.072542,1551,0.5197,0.552,3.611e+02,2.885
0.050151,1552,8.2668,0.998,1.767e+03,1.270
0.022938,1553,8.7730,0.851,1.056e+03,0.871
0.024978,1554,1.4072,0.201,7.234e+01,1.171
0.012088,1555,0.5041,0.089,9.936e+00,0.857
0.023101,1556,1.1314,0.131,1.830e+01,0.808
0.086177,1557,0.4583,0.000,0.000e+00,0.830
0.024095,1558,0.5172,0.121,1.901e+01,1.015
0.062148,1561,0.8585,0.105,2.434e+01,1.151
0.027514,1562,1.4020,0.210,4.049e+01,0.997
0.056769,1563,0.4434,0.067,4.899e+00,0.981
0.023413,1564,2.3566,0.696,5.946e+02,2.385
0.030710,1565,1.2243,0.085,9.317e+00,0.794
0.039386,1566,0.8388,0.186,6.234e+01,0.995
0.069961,1567,0.5976,0.092,9.985e+00,0.856
0.073123,1568,0.7172,0.981,1.197e+03,6.358
0.043115,1569,0.4292,0.140,1.717e+01,0.827
0.007702,1570,0.7948,0.239,6.334e+01,1.086
0.092507,1572,0.3747,0.528,2.832e+02,2.603
0.076417,1573,0.4919,0.067,6.105e+00,0.771
0.086692,1574,1.2745,0.128,1.902e+01,0.935
0.033040,1575,0.8995,0.136,1.221e+01,0.755
0.051420,1576,1.5252,0.313,8.813e+01,1.109
0.055823,1577,0.4674,1.989,5.336e+03,13.470
0.058100,1578,0.4656,0.068,6.354e+00,0.835
0.092237,1579,1.2702,0.497,3.490e+02,2.113
0.061759,1580,0.6292,0.094,8.636e+00,0.904
0.031250,1581,0.4954,0.082,9.204e+00,0.863
0.041681,1582,1.8269,0.167,3.106e+01,0.934
0.028616,1583,0.7349,0.124,1.724e+01,0.958
0.017608,1584,0.4614,0.228,3.841e+01,1.032
0.019175,1585,0.9213,0.144,3.042e+01,0.966
0.022279,1586,2.1303,0.872,7.753e+02,3.009
0.015298,1587,0.5966,0.132,1.926e+01,0.914
0.019675,1588,0.4919,0.127,2.362e+01,0.995
0.007203,1589,0.8320,0.155,1.566e+01,0.795
0.057704,1590,0.9016,0.123,1.792e+01,0.927
0.045111,1591,0.4427,0.110,1.503e+01,0.914
0.009686,1592,1.0192,0.186,4.658e+01,0.999
0.134812,1593,-0.0500,0.271,9.095e+01,0.850
0.067489,1594,1.2445,0.376,1.140e+02,1.060
0.011067,1595,1.2283,0.241,4.124e+01,0.947
0.024913,1596,1.3050,0.477,2.082e+02,2.298
0.042504,1597,11.0048,0.224,6.081e+01,0.914
0.078048,1598,1.5223,0.187,3.784e+01,1.091
0.053769,1600,2.0923,0.223,3.655e+01,0.808
0.027683,1601,0.6055,0.255,6.964e+01,0.946
0.008202,1602,0.7421,0.114,1.554e+01,0.858
0.040924,1603,0.9020,0.190,4.451e+01,0.973
0.020751,1604,0.8059,0.166,3.658e+01,0.892
0.017789,1605,7.3269,2.107,7.866e+03,5.777
0.040083,1606,1.0409,0.183,3.969e+01,0.915
0.012472,1607,1.5649,0.180,3.567e+01,0.842
0.015714,1608,0.9881,0.126,1.645e+01,0.836
0.031614,1610,1.3756,0.393,8.605e+01,1.187
0.002480,1611,1.4567,0.585,4.370e+02,1.559
0.020548,1612,1.1801,0.132,2.856e+01,0.828
0.023342,1613,1.1935,0.128,2.208e+01,0.871
0.017750,1614,0.8758,0.193,4.620e+01,0.768
0.080652,1615,0.7050,0.138,2.469e+01,1.003
0.013136,1616,0.4791,0.274,8.991e+01,1.903
0.034726,1617,0.9249,0.135,2.208e+01,0.995
0.032174,1618,0.4556,0.123,2.160e+01,0.987
0.016237,1619,0.4841,0.146,3.303e+01,0.976
0.016792,1620,1.5031,0.137,2.754e+01,0.920
0.006912,1621,1.4608,0.227,6.018e+01,0.984
0.015303,1622,0.9883,0.096,1.208e+01,0.811
0.042653,1623,1.3903,0.163,3.010e+01,0.937
0.031980,1624,3.9426,0.371,2.509e+02,1.351
0.013798,1625,7.6043,0.859,1.025e+03,1.097
0.022378,1626,1.5586,0.108,1.463e+01,0.741
0.228367,1627,,98.617,6.023e+06,
0.052364,1628,0.4710,0.146,2.621e+01,1.049
0.015412,1629,1.6695,0.269,7.938e+01,0.921
0.040267,1630,0.4838,0.101,1.486e+01,0.911
0.090050,1632,6.0885,2.220,8.216e+03,3.126
0.031375,1633,3.2853,0.360,1.484e+02,1.353
0.078907,1634,,0.628,1.699e+02,
0.276080,1634,,148.791,3.108e+07,
0.082295,1635,1.3146,0.139,2.447e+01,1.060
0.017420,1636,1.6273,0.171,2.904e+01,0.946
0.087238,1637,0.7497,0.112,1.799e+01,0.831
0.046895,1638,1.6336,0.158,1.940e+01,1.177
0.071419,1639,3.1526,0.186,3.259e+01,1.285
0.013423,1640,0.8220,0.185,4.108e+01,1.143
0.033230,1641,0.5364,0.284,1.029e+02,1.047
0.036042,1642,1.3835,0.229,4.353e+01,0.943
0.057073,1643,1.2963,0.117,1.771e+01,1.043
0.020651,1644,0.5527,0.145,3.125e+01,0.953
0.034454,1645,1.3518,0.104,1.302e+01,0.883
0.070538,1647,0.9013,0.137,1.526e+01,0.806
0.027724,1648,1.4771,0.379,1.652e+02,1.015
0.052453,1649,0.8387,0.126,1.839e+01,1.003
0.025020,1650,1.0736,0.127,2.199e+01,1.059
0.048945,1651,1.3635,0.118,1.536e+01,0.815
0.038790,1652,2.5373,0.513,2.286e+02,0.919
0.046597,1653,0.3419,0.160,3.421e+01,1.076
0.023906,1654,1.4759,0.162,2.493e+01,0.841
0.002455,1655,2.4125,0.402,2.490e+02,0.955
0.008509,1656,2.4896,0.302,7.762e+01,1.010
0.009364,1657,0.5024,0.240,7.614e+01,1.581
0.033582,1658,0.6079,0.092,1.528e+01,1.019
0.031262,1660,1.4403,0.278,6.067e+01,1.224
0.012326,1661,1.5241,0.134,3.253e+01,0.951
0.038529,1662,2.5091,0.370,1.460e+02,1.098
0.037261,1663,4.1973,5.879,4.054e+04,8.955
0.004504,1664,1.9657,0.210,3.696e+01,0.932
0.007372,1665,1.3101,5.935,2.968e+04,22.585
0.021337,1666,1.3815,0.229,6.098e+01,0.868
0.032367,1667,17.5888,1.454,3.296e+03,1.906
0.033488,1668,2.2044,0.177,2.723e+01,0.896
0.019530,1669,0.9283,0.113,1.771e+01,0.922
0.049187,1670,1.0134,0.158,3.769e+01,0.965
0.033934,1671,1.1015,0.224,2.640e+01,1.182
0.020071,1672,1.2190,0.488,2.181e+02,1.490
0.039437,1673,1.4529,0.177,3.650e+01,0.997
0.057339,1675,3.3490,4.248,2.082e+04,17.223
0.043264,1676,0.4613,0.117,1.592e+01,1.117
0.002806,1677,0.8956,0.180,3.587e+01,1.067
0.036814,1678,0.9333,0.095,1.316e+01,0.904
0.222666,1679,,246.240,8.548e+07,
0.018105,1680,1.6490,0.207,2.825e+01,0.812
0.024110,1681,1.7376,0.170,4.419e+01,0.853
0.019173,1682,0.6801,0.184,2.224e+01,0.930
0.063518,1683,1.4961,0.124,1.601e+01,0.797
0.030140,1684,1.4508,0.179,3.511e+01,0.862
0.009142,1685,3.0798,0.696,8.116e+02,1.060
0.034822,1686,7.3894,1.603,4.439e+03,2.548
0.021457,1687,8.2139,1.554,4.767e+03,1.934
0.046115,1688,0.9960,0.205,4.573e+01,1.180
0.044292,1689,1.0359,0.110,8.745e+00,0.847
0.017239,1690,6.8460,0.847,8.471e+02,0.988
0.019638,1691,1.3657,0.201,6.821e+01,0.919
0.221791,1692,1.4857,0.252,4.741e+01,0.980
0.017950,1694,1.4498,0.119,1.362e+01,0.806
0.019116,1695,0.6786,0.149,1.604e+01,0.893
0.098890,1696,0.5771,0.092,8.579e+00,0.835
0.037750,1697,1.1824,0.245,9.609e+01,1.050
0.023365,1698,0.8276,0.231,4.358e+01,0.787
0.035258,1699,1.0897,0.102,1.149e+01,0.901
0.035426,1700,1.3410,0.248,3.867e+01,0.883
0.043214,1701,0.8468,0.105,1.177e+01,0.830
0.047300,1702,0.5493,0.100,1.104e+01,0.905
0.052319,1703,6.9899,0.466,3.827e+02,0.908
0.021518,1705,6.0425,0.455,3.323e+02,1.085
0.068678,1706,1.1370,0.130,2.346e+01,0.847
0.019970,1707,1.0385,0.174,2.614e+01,0.934
0.026945,1709,7.1540,0.702,7.602e+02,0.863
0.098757,1711,0.8268,0.149,2.494e+01,1.128
0.067463,1712,1.2161,0.141,2.493e+01,0.877
0.022692,1713,1.1732,0.090,1.024e+01,0.971
0.018208,1714,1.1412,0.289,6.645e+01,0.860
0.050027,1715,0.5602,0.094,8.906e+00,0.895
0.004651,1716,1.0041,0.143,2.682e+01,0.917
0.029259,1717,0.9881,0.117,2.368e+01,1.086
0.014152,1718,0.9589,0.118,1.412e+01,0.863
0.027866,1719,0.8717,0.084,1.051e+01,0.936
0.058474,1720,3.8499,0.175,3.597e+01,0.909
0.087978,1721,0.4810,0.165,3.488e+01,1.477
0.055868,1722,1.0046,0.110,1.217e+01,0.734
0.048733,1723,0.7977,0.272,1.323e+02,1.989
0.050850,1724,1.3393,0.132,2.468e+01,0.809
0.025204,1725,0.6922,0.112,1.029e+01,0.893
0.034620,1726,0.6195,0.115,1.113e+01,0.758
0.018941,1727,1.1927,0.196,3.220e+01,0.860
0.030779,1728,3.4433,0.367,1.461e+02,1.452
0.048898,1729,1.3941,0.198,2.168e+01,0.698
0.049251,1730,1.1613,0.113,6.387e+00,0.710
0.439706,1731,0.9282,0.144,2.455e+01,0.910
0.041778,1732,0.6331,0.265,6.862e+01,1.032
0.018364,1733,7.2448,0.156,2.575e+01,0.939
0.054793,1734,0.6701,0.192,6.368e+01,0.997
0.026569,1735,1.1209,0.214,2.533e+01,0.819
0.030779,1736,1.4214,0.246,3.621e+01,0.903
0.038188,1737,1.1303,0.253,1.227e+02,1.131
0.089794,1738,1.1981,0.143,2.205e+01,0.735
0.058785,1739,0.9333,0.124,1.498e+01,0.844
0.059453,1740,0.1856,0.110,1.220e+01,0.835
0.079873,1741,6.5402,1.244,2.731e+03,2.884
0.058359,1742,0.8325,0.097,1.142e+01,0.904
0.104269,1743,,25.659,3.788e+05,
0.014536,1744,0.4899,0.113,1.209e+01,0.883
0.101214,1745,2.2730,4.455,2.068e+04,18.343
0.031063,1746,1.3087,0.195,3.189e+01,1.157
0.046035,1747,0.5222,0.184,2.697e+01,0.928
0.034456,1748,1.0158,0.139,1.815e+01,0.787
0.458849,1750,0.9359,0.131,1.309e+01,0.841
0.030482,1751,1.2124,0.170,2.496e+01,0.735
0.022569,1752,1.5927,0.103,5.719e+00,0.836
0.037361,1753,0.6761,0.091,8.749e+00,0.938
0.104093,1754,0.9215,0.442,2.391e+02,1.571
0.097227,1755,0.8781,0.145,1.916e+01,0.806
0.023384,1756,0.8174,0.094,1.238e+01,1.019
0.098637,1757,0.6710,0.112,1.330e+01,1.036
0.020276,1758,7.4088,2.010,4.749e+03,4.489
0.074002,1759,1.2233,0.333,1.505e+02,1.038
0.021035,1760,1.0637,0.195,5.058e+01,1.051
0.026943,1761,0.7885,0.205,3.469e+01,0.813
0.085093,1762,0.8360,0.194,3.357e+01,1.028
0.022687,1763,2.6360,0.186,2.424e+01,0.892
0.012509,1764,4.3534,0.333,2.249e+02,0.844
0.010266,1766,0.8467,0.203,3.707e+01,0.833
0.039808,1767,0.8458,0.111,1.099e+01,0.899
0.075022,1768,0.3678,0.117,1.321e+01,1.091
