#,Be star,Category,RA,DEC,V,Type,vsini,Nb of spectra in BeSS,_RAJ2000_Gaia,_DEJ2000_Gaia,source_id,parallax,pmra_x,pmdec_x,Gflux,Gmag,BPflux,BPmag,RPflux,RPmag,radial_velocity,teff_val,a_g_val,radius_val,lum_val,gaia_id,_RAJ2000_gaia2dis,_DEJ2000_gaia2dis,rest,main_id,_RAJ2000_Simbad,_DEJ2000_Simbad,main_type,other_types,radvel,redshift,sp_type,plx,pmra_y,pmdec_y,B,V.1,R,J,H,K,u,g,r,i,z,_RAJ2000_CXO,_DEJ2000_CXO,2CXO,Fluxb,Fluxh,Fluxm,Fluxs,Fluxu,Fluxw,S/N,NHGal,HRhm,HRhs,HRms,_RAJ2000_XRT,_DEJ2000_XRT,2SXPS,CR0,HR_1,HR_2,PcstS0,FPO0,FPU0,_RAJ2000_XMM,_DEJ2000_XMM,Source,4XMM,Flux8,HR1,HR2,HR3,HR4,VarFlag,_RAJ2000_HMXB,_DEJ2000_HMXB,HMXB_Name,Type.1,Vmag,Porb,SpType,epsi,sepsi,Class,Flux1,Flux2,Flux3,Flux4,Flux5
1668,HD 134484,Classical,15 12 19.51,-53 39 28.92,8.29,B9IIIe,,0,228.081308,-53.65803359,5.8879823183932e+18,2.0789,-7.632999999999999,-10.315,9330520.0,8.263601,6618290.0,8.299522999999999,4193690.0,8.205428,,9020.0,0.6227,,,5.8879823183932e+18,228.08125251412997,-53.65807800381,474.78031777459006,HD 134484,228.08130797349997,-53.658033591700004,Be*,Be*|Em*|UV |*  |IR,,,B9III,2.0789,-7.53,-10.44,8.32,8.29,,8.101,8.138,8.059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.098,3.08,Em,,,,,
1669,HD 134671,Classical,15 13 02.02,-50 44 06.32,9.8,B7Ve,250.0,0,228.2584151,-50.7350939,5.90199257040661e+18,0.7265,-2.947,-8.043,2437570.0,9.720974,1641260.0,9.813442,1226910.0,9.53989,,8612.67,0.9293,,,5.90199257040661e+18,228.25839507011003,-50.735128530009995,1328.98418274339,HD 134671,228.2584151173,-50.7350938987,Be*,Be*|Em*|*  |IR |Be*,,,B7Ve,0.7265,-2.95,-8.04,9.89,9.8,,9.347000000000001,9.257,9.158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.43799999999999994,Em,,,,,
1670,HD 134401,Classical,15 13 12.16,-65 58 09.03,8.98,B2Vne,375.0,0,228.3006492,-65.96918622,5.82473906237951e+18,1.0816,-1.143,-3.234,5119900.0,8.915213,3549190.0,8.976066000000001,2474730.0,8.7781,,8978.5,0.8005,,,5.82473906237951e+18,228.30063709150002,-65.96920013993,902.7839585761699,HD 134401,228.3006491779,-65.9691862162,Be*,Em*|Be*|*  |IR |Be*|*,,,B2Vne,1.0816,-1.14,-3.23,9.05,8.98,9.56,8.627,8.555,8.373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.086,3.62,Em,,,,,
1671,CW Cir,Classical,15 15 16.17,-58 10 22.37,8.17,B0.5Vne,,0,228.81738849999996,-58.1728863,5.87714116807746e+18,0.9774,-0.846,-3.8989999999999996,11169600.0,8.068274,6889090.0,8.255983,6422580.0,7.742647,,7431.67,1.21,12.94,459.9,5.87714116807746e+18,228.81738155674998,-58.172903093740004,997.1989461209698,HD 134958,228.8173884632,-58.1728863045,Be*,Be*|V* |Em*|UV |*  |IR |*,-10.0,-3.3e-05,B1IIIne,0.9774,-0.85,-3.9,8.48,8.19,8.91,6.763,6.572,6.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,Em,,,,,
1672,HD 135160,Classical,15 16 36.69,-60 54 14.38,5.73,B0.5Ve,,7,229.1528741,-60.904000100000005,5.87549251913933e+18,1.0381,-2.929,-2.9589999999999996,94075700.0,5.754672,74272100.0,5.674325,37297900.0,5.832708,,8704.33,,,,5.87549251913933e+18,229.15284818651,-60.90401283845,956.4070235309,HD 135160,229.1528843632,-60.903993961800005,Be*,Be*|Em*|UV |** |IR |*,6.0,2e-05,B1/2Vn,1.94,-1.9,-3.07,5.65,5.73,,5.864,5.93,5.938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.494,77.1,Em,,,,,
1673,HD 135354,Classical,15 17 09.08,-57 01 44.05,9.13,B8Vne,,0,229.28782,-57.02889419,5.88621567803966e+18,1.3137,-5.542000000000001,-7.88,4113440.0,9.152852000000001,2927330.0,9.185207,1842630.0,9.098325,,9121.5,0.5405,,,5.88621567803966e+18,229.28777610652,-57.028928119519996,746.0308315008299,HD 135354,229.2878199554,-57.028894191499994,Be*,Be*|Em*|UV |*  |IR,,,B8Vn,1.3137,-5.54,-7.88,9.16,9.13,,9.007,8.971,8.895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.075,1.82,Em,,,,,
1674,mu Lup,Classical,15 18 32.02,-47 52 31.00,4.274,B8Ve,278.0,1,,,,,,,,,,,,,,,,,,,,,,* mu. Lup,229.6334289862,-47.875276579399994,Be*,Be*|Em*|UV |Be*|** |IR |Be*|*,14.9,5e-05,B8Ve,9.72,-29.59,-35.07,,,,4.513999999999999,4.572,4.428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Em,,,,,
1675,HD 135570,Classical,15 19 46.03,-67 11 26.83,8.5,B6.5Ve,,0,229.9417909,-67.19078725,5.82366758828917e+18,3.6048,-3.36,-6.3260000000000005,7455840.0,8.507124000000001,5185200.0,8.564474,3501220.0,8.401373,,8812.67,0.2425,,,5.82366758828917e+18,229.94175354331,-67.19081449176,293.52581917251,HD 135570,229.9417908628,-67.1907872547,Be*,Em*|Be*|** |*  |IR,,,B6/7V,3.6048,-3.36,-6.33,8.53,8.5,,8.15,8.216000000000001,8.004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.663,9080.0,Em,,,,,
1676,CD-61 4751,Classical,15 20 09.30,-62 15 08.03,9.65,Oe,,0,230.0387567,-62.25221962,5.87506779839099e+18,0.3578,-2.733,-2.495,3112200.0,9.455696000000001,1692800.0,9.779875,2044550.0,8.985425,,5884.75,,29.72,954.311,5.87506779839099e+18,230.0387314465,-62.25223036601,2595.2290872714802,CD-61  4751,230.03875672330003,-62.2522196228,Be*,Be*|*  |IR |Em*|*,-11.0,-3.7e-05,B2Ve,0.3578,-2.73,-2.5,10.36,9.71,9.8,8.19,7.996,7.751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.65e-15,Em,,,,,
1677,HD 136250,Classical,15 22 01.51,-55 14 18.37,10.26,B7Vne,,0,230.50628999999998,-55.2384356,5.88684721005232e+18,0.9983,-2.812,-2.7310000000000003,1510420.0,10.24062,1034190.0,10.314893,735217.0,10.095881,,8734.5,0.4478,,,5.88684721005232e+18,230.50626878367,-55.23844735676,980.44426842224,HD 136250,230.5062900173,-55.2384355973,Be*,Be*|Em*|*  |IR,,,B7Vn,0.9983,-2.81,-2.73,10.37,10.26,,9.837,9.717,9.566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.17600000000000002,10.3,Em,,,,,
1678,HD 136556,Classical,15 23 20.15,-50 06 58.43,9.04,B2.5Vne,,0,230.8339457,-50.11623856,5.89044725163751e+18,0.9621,-1.185,-2.323,4544870.0,9.044561,2840500.0,9.217899000000001,2560920.0,8.740932,,7597.5,,8.06,194.795,5.89044725163751e+18,230.83393775182003,-50.1162485631,1010.7007615778,HD 136556,230.83394570939998,-50.116238563100005,Be*,Be*|Em*|*  |IR |*,,,B2/3(V)ne,0.9621,-1.19,-2.32,9.36,9.08,9.58,8.292,8.1,7.852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.6199999999999999e-15,Em,,,,,
1679,gam Cir,Classical,15 23 22.64,-59 19 14.81,4.51,B5IVe,,2,230.84438219999996,-59.32079247,5.87678674305264e+18,3.787,-14.38,-31.494,8869870.0,8.318572999999999,,,,,,,,,,5.87678674305264e+18,230.84426080913997,-59.32092806923,299.11154034143,* gam Cir,230.84434557560002,-59.3207814222,**,V* |UV |Be*|** |*  |IR,-16.9,-5.6000000000000006e-05,B3/4V+F8V,7.27,-12.97,-34.24,,,6.14,3.54,3.08,3.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.8919999999999995,6520.0,Binary,,,,,
1680,HD 136968,Classical,15 25 55.25,-53 46 15.68,8.27,B5Vne,207.0,0,231.4802103,-53.77102604,5.88704398830354e+18,1.6123,-6.615,-1.837,8201870.0,8.403585000000001,5944450.0,8.41611,3602810.0,8.370316,,9507.0,0.43799999999999994,,,5.88704398830354e+18,231.4801621047,-53.771033951259994,611.72277575085,HD 136968,231.4802102935,-53.771026040900004,Be*,Be*|Em*|UV |*  |IR |Be*,,,B5Vne,1.6123,-6.62,-1.84,8.26,8.27,,8.342,8.279,8.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14800000000000002,5.97,Em,,,,,
1681,HD 136860,Classical,15 26 29.80,-64 12 45.87,8.37,B8IVe,,0,231.6241799,-64.21274286,5.82662520152253e+18,1.771,-5.104,-8.222000000000001,8710840.0,8.338216000000001,6198040.0,8.370752,3892670.0,8.2863,,9156.5,0.4313,,,5.82662520152253e+18,231.62412936869998,-64.21277826089,556.3396191668401,HD 136860,231.6241798866,-64.21274286239999,Be*,Be*|UV |*  |IR |Em*,,,B8IV,1.771,-5.3,-8.2,8.37,8.37,,8.176,8.19,8.164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.095,2.97,Em,,,,,
1682,HV Lup,Classical,15 28 17.42,-45 08 05.90,7.75,B1Vne,300.0,0,232.07258509999997,-45.13496632,5.99968060510916e+18,0.5825,-1.641,-0.978,14758100.0,7.765791,9948440.0,7.857,7108090.0,7.632538,,8167.0,0.5579999999999999,,,5.99968060510916e+18,232.07257510941002,-45.134970528500006,1646.38818815414,HD 137518,232.07258512669998,-45.1349663167,Be*,Be*|Em*|Er*|*  |UV |V* |IR |Be*|Be*|*,,,B1Vne,0.5825,-1.64,-0.98,7.83,7.75,9.04,7.303,7.24,7.165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.171,Em,,,,,
1683,HD 137380,Classical,15 28 47.03,-60 42 28.78,9.44,B9IIIe,,2,232.19599309999998,-60.70799309,5.87563040478714e+18,1.4413,-5.843999999999999,-6.037000000000001,3253490.0,9.407492999999999,2279160.0,9.456951,1498750.0,9.322598,,8985.5,0.5598,,,5.87563040478714e+18,232.19594170759999,-60.70801908075,681.3470238507,HD 137380,232.1959931382,-60.7079930875,Be*,Be*|Em*|*  |IR,,,B9II/III,1.4413,-5.84,-6.04,9.47,9.44,,9.191,9.162,9.111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11699999999999999,5.86,Em,,,,,
1684,HD 137836,Classical,15 30 24.02,-51 06 36.03,8.79,B8Vne,,0,232.60007689999998,-51.1100005,5.88941123247856e+18,1.489,-5.972,-5.7010000000000005,5830510.0,8.774099,4230610.0,8.785381,2524850.0,8.756329,,9294.5,0.3702,,,5.88941123247856e+18,232.60003595278,-51.11002504414,660.7473744886099,HD 137836,232.600076905,-51.110000500299996,Be*,Be*|Em*|*  |IR,,,B8Vn,1.489,-5.97,-5.7,8.77,8.79,,8.689,8.731,8.684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14800000000000002,7.11,Em,,,,,
1685,kap01 Aps,Classical,15 31 30.82,-73 23 22.53,5.49,B2Vnpe,250.0,6,232.87841880000002,-73.38959282,5.79433086568987e+18,3.0482,1.446,-18.038,137383000.0,5.343531,105582000.0,5.292414,51268500.0,5.487293,,8868.67,0.0367,,,5.79433086568987e+18,232.87844060023997,-73.38967048072,325.58489878893,* kap01 Aps,232.8784188226,-73.3895928165,Be*,V* |** |UV |*  |Be*|Em*|IR |*i*|Be*,62.0,0.000207,B2Vnpe,3.0482,1.45,-18.04,5.37,5.49,,5.641,5.672000000000001,5.586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5710000000000001,164.0,Em,,,,,
1686,53 Boo,Classical,15 31 46.98,40 53 57.61,4.997,A5Ve,,643,232.9457571,40.89931681,1.3898712812108e+18,7.8618,-21.905,-7.876,205725000.0,4.905147,134705000.0,5.027928,91634500.0,4.856772,,7894.25,0.469,6.21,135.079,1.3898712812108e+18,232.94563229244,40.89928290133,126.80530109533998,* nu.02 Boo,232.94575706770001,40.8993168133,**,UV |IR |** |*,-16.6,-5.5e-05,A2V,7.8618,-21.91,-7.88,5.074,4.978,,4.831,4.795,4.6080000000000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.868,409.0,Binary,,,,,
1687,tet CrB,Classical,15 32 55.78,31 21 32.88,4.1530000000000005,B6Vnne,340.0,3380,233.2324224,31.35915256,1.27428618649314e+18,13.8876,-20.604,-17.345,136714000.0,5.348833,324449000.0,4.0735209999999995,161168000.0,4.243722,,5095.63,,,,1.27428618649314e+18,233.23231852182002,31.359077877020002,72.03963122916,* tet CrB,233.2324255962,31.3591322671,Be*,Be*|V* |Er*|UV |Em*|IR |** |*,-25.7,-8.6e-05,B6Vnne,8.69,-20.15,-9.39,4.0,4.13,4.18,4.44,4.45,4.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.168,5980.0,Em,,,,,
1688,HD 138131,Classical,15 33 11.29,-60 54 33.68,9.14,B6Vne,,0,233.2970142,-60.90935875,5.87565909516405e+18,0.9801,-1.298,-2.204,4389590.0,9.082305999999999,2991190.0,9.161778,2130430.0,8.94075,,8533.0,0.8845,,,5.87565909516405e+18,233.29700267479,-60.90936823907,992.7732822721499,HD 138131,233.2970141662,-60.9093587483,Be*,Be*|Em*|UV |*  |IR |*iC,,,B6Vne,0.9801,-1.3,-2.2,9.24,9.14,,8.815,8.809,8.757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.397,Em,,,,,
1689,HD 138477,Classical,15 35 04.85,-56 59 02.30,8.55,B7IIIe,,0,233.7701849,-56.98397399,5.88267414677677e+18,1.0279,-0.7190000000000001,-3.406,8311050.0,8.389225999999999,5153120.0,8.571214,4664740.0,8.089852,,7209.0,,11.23,306.887,5.88267414677677e+18,233.77017925952998,-56.983988652540006,948.65889191888,HD 138477,233.77018494080002,-56.9839739865,Be*,Be*|Em*|UV |*  |IR,,,B7III,1.0279,-1.0,-3.83,8.75,8.55,,7.747999999999999,7.7,7.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,Em,,,,,
1690,d Lup,Classical,15 35 53.25,-44 57 30.20,4.54,B3IVpe,,15,233.97187909999997,-44.95838945,6.00104677836237e+18,7.3114,-22.528000000000002,-20.605,261345000.0,4.64533,203064000.0,4.582305,92698400.0,4.844239,,8868.67,0.028999999999999998,,,6.00104677836237e+18,233.97174205784,-44.95847816852,137.30320331039,* d Lup A,233.97187913099998,-44.958389452700004,Star,** |*,6.5,2.2e-05,,7.3114,-22.53,-20.61,4.521,4.708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.222,422.0,Star,,,,,
1691,HD 138539,Classical,15 36 42.53,-66 32 51.08,8.97,B7IVe,,0,234.17722090000004,-66.54752156,5.823935491151e+18,1.3289,-4.734,-6.107,5294880.0,8.878726,3872510.0,8.881407000000001,2272850.0,8.870491000000001,,9285.0,0.4537,,,5.823935491151e+18,234.17716967607998,-66.54754785433,737.37098634009,HD 138539,234.1772208923,-66.5475215605,Be*,Em*|Be*|*  |IR,,,B7IV/V,1.3289,-4.73,-6.11,8.89,8.97,,8.9,8.92,8.863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.151,14.5,Em,,,,,
1692,HD 139431,Classical,15 39 45.65,-42 46 02.71,7.34,B2Vne,276.0,3,234.94014080000002,-42.76745514,6.00164199641235e+18,1.4622,-3.6860000000000004,-7.792000000000001,20615400.0,7.402886,14636000.0,7.437833,9307620.0,7.339823,,9113.33,0.499,,,6.00164199641235e+18,234.94011919082996,-42.76748869097,672.4734837513901,HD 139431,234.9401408064,-42.767455142399996,Be*,Be*|Em*|*  |UV |IR,-9.0,-2.9999999999999997e-05,B2Vne,1.4622,-3.69,-7.79,7.43,7.34,,7.496,7.409,7.292999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.079,2.1,Em,,,,,
1693,HD 139314,Classical,15 40 17.04,-58 03 49.93,10.17,B2e,,0,235.0713564,-58.06381236,5.88235127270548e+18,0.3537,-1.318,-2.638,2001440.0,9.935008999999999,1172250.0,10.17884,1250020.0,9.519627999999999,,6458.75,,19.87,618.918,5.88235127270548e+18,235.07134567038997,-58.06382371537,2619.46382600638,HD 139314,235.07135639650002,-58.0638123567,Be*,Be*|Em*|*  |IR |*,,,O/Be,0.3537,-1.32,-2.64,10.39,9.95,10.03,8.649,8.482999999999999,8.164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,Em,,,,,
1694,HD 139491,Classical,15 41 23.33,-58 46 30.29,8.5,B9IVe,,0,235.34720240000001,-58.77508418,5.88189442559986e+18,1.2772,-5.263,-5.859,4815880.0,8.981676,3360230.0,9.035464,2285240.0,8.864592,,9036.33,,,,5.88189442559986e+18,235.34715870814,-58.775109408809996,766.7356707699801,HD 139491,235.3471921735,-58.775080965600004,Be*,Be*|Em*|** |*  |IR,,,B9IV,1.92,-7.75,-4.24,8.4,8.5,,8.27,8.307,8.402999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,1.53,Em,,,,,
1695,HD 139790,Classical,15 42 19.81,-49 59 52.99,8.55,B2IIIne,,0,235.5825464,-49.99804774,5.98549573691199e+18,0.7066,-0.8009999999999999,-2.253,8168790.0,8.407971,5411350.0,8.518124,4089740.0,8.23268,,8046.5,,,,5.98549573691199e+18,235.58254102272002,-49.9980574359,1364.88051792149,HD 139790,235.5825463882,-49.9980477371,Be*,Be*|Em*|*  |IR |*,,,B2(III)n,0.7066,-0.06,-2.54,8.62,8.57,9.29,7.922999999999999,7.756,7.547000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,Em,,,,,
1696,HD 140336,Classical,15 46 03.12,-58 57 08.85,9.8,Oe,,0,236.51298819999997,-58.95243146,5.83421314181783e+18,0.4531,-3.3739999999999997,-5.93,2841080.0,9.554658,1760210.0,9.737476,1631970.0,9.230141999999999,,7268.67,,14.67,541.006,5.83421314181783e+18,236.51296006175,-58.952456994159995,2083.68519126293,HD 140336,236.5129882318,-58.9524314615,Be*,Be*|Em*|*  |IR |*,,,O/Be,0.4531,-3.37,-5.93,9.99,9.73,9.92,8.894,8.718,8.419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,Em,,,,,
1697,HD 140114,Classical,15 46 12.85,-67 26 37.27,9.53,B8.5IIIe,,2,236.5535245,-67.44367939,5.82079264025233e+18,1.1375,-7.4,-3.782,2878110.0,9.540596,2125910.0,9.532524,1203510.0,9.560792,,9654.0,0.1695,,,5.82079264025233e+18,236.55344141511003,-67.44369567689,859.88512999461,HD 140114,236.55352447229998,-67.4436793942,Be*,Em*|Be*|*  |IR,,,B8/9III,1.1375,-7.4,-3.78,9.48,9.53,,9.564,9.636000000000001,9.629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.19399999999999998,20.2,Em,,,,,
1698,HD 140843,Classical,15 48 38.66,-57 06 14.24,8.44,B5IIIe,,1,237.1610889,-57.10395989,5.88396116382444e+18,0.7702,-0.49200000000000005,-3.9530000000000003,8096450.0,8.417629,5261060.0,8.548705,4222940.0,8.197882,,7869.0,,12.65,552.61,5.88396116382444e+18,237.16108502403,-57.10397691174,1255.71297721368,HD 140843,237.1610889229,-57.1039598922,Be*,Be*|Em*|UV |*  |IR,,,B5III/IV,0.7702,-0.49,-3.95,8.6,8.44,,7.789,7.76,7.702000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,Em,,,,,
1699,HD 140883,Classical,15 48 41.59,-54 51 47.14,10.16,B6Vnne,,0,237.173273,-54.86309421,5.88481510638083e+18,0.9292,0.059000000000000004,-3.284,1813570.0,10.042031,1116150.0,10.232083,1034460.0,9.725135,,7116.75,,5.95,81.734,5.88481510638083e+18,237.17327344061002,-54.86310835167,1046.49506396414,HD 140883,237.17327299599998,-54.86309421359999,Be*,Be*|Em*|*  |IR,,,B5/7Vnn,0.9292,0.06,-3.28,10.45,10.16,,9.387,9.25,9.097999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,Em,,,,,
1700,HD 140926,Classical,15 48 47.86,-54 23 44.37,7.9,B2.5Vnne,,0,237.19943250000003,-54.39565721,5.88483208009188e+18,1.2695,-4.123,-5.843,13088500.0,7.8961429999999995,9501270.0,7.906934,5663600.0,7.879188,,9290.0,0.418,,,5.88483208009188e+18,237.19940202642996,-54.39568236417,771.58775301427,HD 140926,237.19943251689998,-54.3956572063,Be*,Be*|Em*|*  |IR |*,,,B2/3Vnne,1.2695,-4.12,-5.84,7.86,7.9,9.04,7.811,7.756,7.602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09699999999999999,2.85,Em,,,,,
1701,HD 140946,Classical,15 49 33.20,-60 09 03.25,9.27,B2.5Vnne,,0,237.3883559,-60.15090453,5.83354102658059e+18,0.7524,-3.3819999999999997,-6.671,3890910.0,9.213237,2603830.0,9.312356,1986940.0,9.016456,,8723.0,1.0605,,,5.83354102658059e+18,237.38832659377002,-60.1509332487,1284.06390618655,HD 140946,237.38835585200002,-60.150904528000005,Be*,Be*|Em*|UV |*  |IR,,,B2/3(V)nne,0.7524,-3.38,-6.67,9.37,9.27,,8.677,8.571,8.305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.19,Em,,,,,
1702,HD 141689,Classical,15 53 45.83,-61 39 50.28,10.05,B2.5ne,,0,238.4409838,-61.66396153,5.83251247215855e+18,0.4631,-1.95,-3.293,2130300.0,9.867262,1388120.0,9.995318,1119700.0,9.639168,,7885.0,1.091,10.75,402.73,5.83251247215855e+18,238.44096607742995,-61.66397570801999,2041.61723937591,HD 141689,238.4409837628,-61.6639615277,Be*,Be*|Em*|*  |IR,,,B2/3ne,0.4631,-1.95,-3.29,10.15,10.05,,9.586,9.505,9.437999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,Em,,,,,
1703,V1040 Sco,Classical,15 53 55.86,-23 58 41.15,5.4,B2Ve,340.0,266,238.48276620000001,-23.97809589,6.23701555006739e+18,7.0774,-13.467,-23.973000000000003,136497000.0,5.350556,99588200.0,5.355868,56536500.0,5.381098000000001,,9668.5,0.395,,,6.23701555006739e+18,238.48270275437,-23.97819911388,140.83013362154,HD 142184,238.482766819,-23.978097833400003,Be*,Be*|Em*|X  |IR |*  |UV |V* |Pu*,-9.2,-3.1e-05,B2V,7.64,-12.59,-25.44,5.352,5.402,,5.437,5.417999999999999,5.365,,,,,,238.482762671,-23.978212285999998, J155355.8-235841,,,8.055014727169401e-14,9.810808514043199e-14,1.4030065367964e-14,,33.128,11.86,0.13616,-0.14115999999999998,-0.27108000000000004,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5670000000000001,165.0,Em,,,,,
1704,HD 141926,Classical,15 54 21.82,-55 19 44.76,8.62,B2nne,,0,238.5906989,-55.32897491,5.88454493147125e+18,0.7172,-3.1069999999999998,-3.287,6333050.0,8.684334,3318750.0,9.048952,4480010.0,8.133723,,5550.92,,24.05,494.67699999999996,5.88454493147125e+18,238.59067536523,-55.32898906018001,1345.35224130426,HD 141926,238.59069888099998,-55.3289749079,Be*,Be*|Em*|IR |X  |** |gam|*  |Ae?|Ae?|*,,,B2IIIn,0.7172,-3.11,-3.29,9.47,9.13,9.38,7.098,6.84,6.5089999999999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,238.5908333,-55.3291667,1H 1555-552,,8.6,,B2IIIn,0.0,0.0,Em,,,,,
1705,4 Her,Classical,15 55 30.59,42 33 58.29,5.74,B9pe,300.0,1835,238.87746580000004,42.56619104,1.38438464946845e+18,5.8913,-23.38,16.518,99990300.0,5.688471,75247700.0,5.660156,39269800.0,5.776774,,8868.67,0.128,,,1.38438464946845e+18,238.87732916867995,42.566262159509996,168.96239767447,*   4 Her,238.8774658463,42.5661910388,Be*,V* |Er*|UV |Be*|*  |Em*|SB*|IR,-20.2,-6.7e-05,B9pe,5.8913,-23.38,16.52,5.64,5.75,,5.821000000000001,5.8870000000000005,5.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.434,98.0,Em,,,,,
1706,HD 142237,Classical,15 56 05.98,-54 57 09.54,8.82,B2Vne,345.0,0,239.0248827,-54.95265223,5.88456847221952e+18,1.094,-2.963,-2.56,5181480.0,8.902232000000001,3567220.0,8.970564,2627520.0,8.713057000000001,,8641.67,,,,5.88456847221952e+18,239.02486051878998,-54.95266325373,891.8229038816401,HD 142237,239.0248827362,-54.9526522324,Be*,Be*|Em*|UV |*  |IR |Be*,,,B1Vne,1.094,-2.96,-2.56,8.88,8.82,,8.34,8.214,8.047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.789,Em,,,,,
1707,HD 142349,Classical,15 57 07.56,-57 34 48.76,8.76,B5IVe,250.0,0,239.28150719999996,-57.58021635,5.83567645436021e+18,0.9138,-1.23,-4.766,6181110.0,8.710699,4244690.0,8.781773,2987700.0,8.573578,,8862.75,0.7070000000000001,,,5.83567645436021e+18,239.2814972816,-57.58023686703,1066.8258072616,HD 142349,239.28150715990003,-57.5802163474,Be*,Be*|Em*|UV |*  |IR |Be*,,,B5Ve,0.9138,-1.23,-4.77,8.82,8.76,,8.27,8.186,8.046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.134,6.49,Em,,,,,
1708,[BM83] X1553-542,Classical,15 57 49.00,-54 24 54.00,,Be,,0,,,,,,,,,,,,,,,,,,,,,,2S 1553-542,239.4541666667,-54.415,HMXB,HXB|X  |gam|SB*|HXB|HXB|Psr,,,Be,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,239.4541667,-54.415,2S 1553-542,P,,30.6,,,,HMXB,,,,,
