#,epsi,sepsi
1557,0,0
1558,0,0
1559,,
1560,0,0
1561,0,0
1562,0,0.0761
1563,0,0
1564,1.351,677
1565,0,0
1566,0.085,4.89
1567,0,0
1568,0.656,187
1569,0,0
1570,0.145,8.11
1571,,
1572,0.17,10.2
1573,0,0
1574,0.068,1.96
1575,0,0
1576,0.15,8.1
1577,2.173,2050
1578,0,0
1579,0.221,23.8
1580,0,0
1581,0,0
1582,0.19,13.8
1583,0,0
1584,0,0
1585,0.062,1.76
1586,0.28,33.5
1587,0,0
1588,0,0
1589,0,0
1590,0,0.818
1591,0,0
1592,0.153,10.7
1593,0.27,31.1
1594,0.237,12
1595,0.093,2.75
1596,0.245,20.3
1597,0.205,20.6
1598,0.11,5.46
1599,,
1600,0.15,8.45
1601,0.138,7.55
1602,0,1.05
1603,0.137,7.68
1604,0.14,9.32
1605,1.871,1110
1606,0,0
1607,0.175,12.8
1608,0.103,4.32
1609,0,0
1610,0.167,6.44
1611,0.624,115
1612,0.1,5.47
1613,0.128,7.82
1614,0.103,4.89
1615,0,0
1616,0.138,8.22
1617,0.13,7.46
1618,0,0
1619,0.099,5.01
1620,0.119,7.5
1621,0.121,6.88
1622,0,0.411
1623,0,0
1624,0.135,7.81
1625,0.949,281
1626,0.087,3.53
1627,,
1628,0,0
1629,0.13,8.26
1630,0,0
1631,,
1632,1.847,1650
1633,0.087,3.22
1634,,
1635,0,0
1636,0.128,6.16
1637,0,0
1638,0,0
1639,0,0
1640,0,0
1641,0.218,13.2
1642,0.109,3.7
1643,0,0
1644,0.073,2.54
1645,0,1.76E-15
1646,5.736,7880
1647,0,0
1648,0.316,38.9
1649,0,0
1650,0,0
1651,0,0
1652,0.097,2.95
1653,0.169,12.1
1654,0.073,1.9
1655,0.308,44.9
1656,0.142,7.9
1657,0,0.687
1658,0,0
1659,,
1660,0,0.592
1661,0.075,3.18
1662,0.189,13.9
1663,1.865,1250
1664,0.085,2.6
1665,2.371,2090
1666,0.104,4.26
1667,,
1668,0.098,3.08
1669,0,0.438
1670,0.086,3.62
1671,0,0
1672,0.494,77.1
1673,0.075,1.82
1674,,
1675,4.663,9080
1676,0,1.65E-15
1677,0.176,10.3
1678,0,1.62E-15
1679,4.892,6520
1680,0.148,5.97
1681,0.095,2.97
1682,0,0.171
1683,0.117,5.86
1684,0.148,7.11
1685,0.571,164
1686,0.868,409
1687,3.168,5980
1688,0,0.397
1689,0,0
1690,1.222,422
1691,0.151,14.5
1692,0.079,2.1
1693,0,0
1694,0.06,1.53
1695,0,0
1696,0,0
1697,0.194,20.2
1698,0,0
1699,0,0
1700,0.097,2.85
1701,0,1.19
1702,0,0
