angDist,#,Be star,Category,RA,DEC,V,Type,vsini,Nb of spectra in BeSS,_RAJ2000_Gaia,_DEJ2000_Gaia,source_id,parallax,pmra,pmdec,Gflux,Gmag,BPflux,BPmag,RPflux,RPmag,radial_velocity,teff_val,a_g_val,radius_val,lum_val
0.014397,1950,V3508 Sgr,Classical,18 31 24.21,-19 09 31.03,7.95,B5IIIe,,35,277.8508792,-19.15861953,4092906509511380000,1.7616,-1.561,-5.289,1.40677E+07,7.817805,8.43813E+06,8.035772,8.13266E+06,7.486338,,6762.37,,9.65,175.451
0.011447,1952,HD 170835,Classical,18 32 16.44,-19 13 01.84,8.81,B2Ve,260,31,278.0685009,-19.21717472,4092856790967940000,1.5648,-1.968,-5.87,6.39620E+06,8.67356,4.02692E+06,8.838955,3.43387E+06,8.422462,,7357,,6.23,102.426
0.040207,1953,V494 Sct,Classical,18 32 18.95,-11 17 23.60,9.79,B1Vpe,,0,278.0789509,-11.28988046,4154669474862060000,0.407,0.534,-2.767,3.22217E+06,9.417995,1.42783E+06,9.964693,2.59267E+06,8.727553,,4921.82,,40.41,863.29
0.02144,1954,HD 171054,Classical,18 33 08.67,-13 54 43.46,9.14,B2Ve,40,0,278.2861305,-13.91207496,4104549061952240000,0.6791,-0.594,-2.915,4.50870E+06,9.053237,3.06234E+06,9.136253,2.17562E+06,8.91796,,8180,0.7223,,
0.057695,1955,HD 171219,Classical,18 33 17.84,05 26 43.94,7.65,B5IIIe,300,86,278.3243173,5.445539894,4284698548906280000,2.224,-4.681,-8.852,1.77518E+07,7.56526,1.15134E+07,7.698375,9.03931E+06,7.371582,,7485.33,0.88,7.07,141.519
0.084703,1956,V532 Lyr,Classical,18 33 23.04,30 53 31.52,6.538,B4Ve,185,476,278.3459945,30.89211195,4588716778143150000,2.5785,1.001,-7.97,4.69326E+07,6.509679,3.54185E+07,6.478313,1.84312E+07,6.598035,,8868.67,0.1367,,
0.06389,1957,HD 171780,Classical,18 35 13.51,34 27 28.88,6.088,B5Vne,230,737,278.8062707,34.45801805,2094418128768160000,4.156,1.811,9.17,7.34940E+07,6.022736,5.57933E+07,5.984932,2.88505E+07,6.111536,,8868.67,0.2225,,
0.027544,1958,V4400 Sgr,Classical,18 35 20.47,-22 05 27.38,7.95,B2Vnne,,32,278.8352994,-22.09093625,4079494769740360000,1.048,0.606,-3.276,1.25171E+07,7.944606,8.36234E+06,8.045569,6.30203E+06,7.763218,,8344.67,0.975,,
0.022746,1959,HD 171469,Classical,18 35 42.10,-15 43 22.13,9.51,B5Ve,,0,278.9254101,-15.72281393,4103004218119990000,0.7512,0.312,0.025,3.57788E+06,9.304301,2.13072E+06,9.53007,2.13710E+06,8.937358,,6719.67,,11.56,245.286
0.037405,1960,HD 171754,Classical,18 37 13.69,-19 24 17.96,8.3,B3e,120,8,279.3070471,-19.40499794,4092424541061540000,1.9159,-2.682,-6.212,9.62917E+06,8.229394,6.04109E+06,8.398601,5.21513E+06,7.968758,,7190,,6.52,102.279
0.054963,1961,HD 171757,Classical,18 37 40.09,-27 59 08.12,8.87,B3IIIe,,1,279.4170445,-27.98560395,4072470367876820000,0.8518,0.155,-1.285,5.35216E+06,8.867044,3.63378E+06,8.95049,2.73274E+06,8.670425,,8911,0.6817,,
0.02774,1962,HD 172122,Classical,18 39 12.15,-20 20 08.54,8.87,B3IIe,,2,279.8006242,-20.33571323,4092111115889620000,1.2546,-0.028,-4.45,5.87844E+06,8.765211,4.05764E+06,8.830703,2.75812E+06,8.660385,,8716,0.7503,,
0.072069,1963,HD 172158,Classical,18 39 30.24,-21 57 56.01,7.95,B8IIe,,32,279.8759786,-21.96555567,4079558197792050000,0.9176,0.422,-5.048,1.42123E+07,7.806705,9.17065E+06,7.945388,7.44162E+06,7.582752,,7757,1.057,14.41,676.922
0.055871,1964,HD 172252,Classical,18 39 39.85,-11 52 43.03,9.57,B0Ve,,0,279.9160262,-11.87862286,4106582613060180000,2.5184,0.268,0.236,3.95524E+06,9.195433,1.95976E+06,9.62088,2.87102E+06,8.616832,,5314.5,,5.98,25.743
0.012973,1965,V4131 Sgr,Classical,18 40 11.01,-22 39 49.80,8.73,B1Ve,310,3,280.0458714,-22.66383466,4079191819910720000,0.9845,-1.134,-2.986,6.77170E+06,8.611622,4.70169E+06,8.670754,3.17758E+06,8.506679,,8788,0.698,,
0.062182,1966,EM* AS 315,Classical,18 41 00.11,-05 27 51.70,11.3,Be,,0,280.2504423,-5.464354414,4256506967717460000,0.2624,-1.318,-4.057,1.64845E+06,10.145679,3.51894E+05,11.485358,1.97357E+06,9.023789,,3786,,99.19,1821.171
0.163464,1967,BD-13 5073,Classical,18 41 22.57,-13 50 28.93,10.4,B1IVpe,,0,280.3440077,-13.84140067,4103813802261860000,0.6082,-0.217,0.802,2.42435E+06,9.726876,1.04571E+06,10.302862,1.97669E+06,9.022076,,5079.25,,21.65,281.181
0.02534,1968,HD 172694,Classical,18 42 16.57,-15 51 20.81,8.23,B2IIe,,9,280.569046,-15.85578621,4100276054888470000,1.0848,-0.94,-1.883,1.16958E+07,8.018291,7.39388E+06,8.179208,6.44084E+06,7.739564,,7588,1.3197,11.49,394.081
0.014883,1969,V447 Sct,Classical,18 44 33.34,-07 06 38.17,7.88,B0.5IVe,61,115,281.1389193,-7.110599591,4252715954756270000,0.4196,-0.265,-2.994,1.56650E+07,7.701039,9.97872E+06,7.853701,8.49420E+06,7.439114,,7676.67,0.8875,33.67,3547.333
0.028057,1970,4 Aql,Classical,18 44 49.94,02 03 36.14,5.014,B9Ve,225,278,281.2080756,2.060038373,4278967756855440000,6.7299,9.347,-14.719,1.96465E+08,4.955152,1.40775E+08,4.980073,7.90821E+07,5.016724,,9513.5,0.3635,,
0.054441,1971,HD 173371,Classical,18 44 55.91,-00 22 24.37,6.885,B7IVe,295,99,281.2329734,-0.373434941,4260377935810210000,3.5079,-0.361,-17.521,3.44847E+07,6.844299,2.47174E+07,6.868879,1.48821E+07,6.830262,,9323.33,0.481,,
0.054292,1972,HD 173530,Classical,18 45 42.91,04 34 42.95,8.82,B7IIIe,250,8,281.4288066,4.578599621,4280653411281400000,1.3332,-0.427,-6.557,6.31425E+06,8.687562,3.60110E+06,8.9603,3.90045E+06,8.284135,,6179.73,1.1333,10.25,138.012
0.013326,1973,V455 Sct,Classical,18 46 38.08,-07 55 55.12,9.29,B1IVe,197,1,281.6586693,-7.931980399,4251858954177080000,0.5414,0.259,-0.954,3.62364E+06,9.290504,2.33545E+06,9.43046,1.90858E+06,9.060144,,7760,0.9547,12.32,495.955
0.013492,1974,CX Dra,Classical,18 46 43.09,52 59 16.66,5.9,B2.5Ve,163,2099,281.6795373,52.98795842,2146355278489780000,2.8052,11.053,-4.621,8.47270E+07,5.868311,6.20969E+07,5.868713,3.43346E+07,5.922589,,9450,0.2357,,
0.053594,1975,BD-15 5090,Classical,18 46 50.74,-14 59 34.37,10.3,Be,,1,281.711432,-14.99288203,4100450636704690000,0.456,-0.147,0.672,1.81135E+06,10.043357,1.06838E+06,10.279578,1.08282E+06,9.675526,,6627.68,,13.92,336.961
0.05046,1976,HD 173817,Classical,18 47 14.38,02 36 06.71,8.63,B6IVe,270,56,281.8099027,2.601862886,4279387834711870000,2.0905,-1.43,-9.437,7.11665E+06,8.557676,4.77285E+06,8.654444,3.51028E+06,8.398567,,8299.67,0.754,,
0.048131,1977,HD 174179,Classical,18 47 57.37,31 45 24.61,6.047,B3IVpe,5,253,281.9890574,31.75683604,2089931296694840000,2.5407,1.093,-3.957,7.36719E+07,6.020111,5.71855E+07,5.958173,2.79911E+07,6.14437,,8868.67,0.104,,
0.016394,1978,HD 174105,Classical,18 48 22.65,15 23 38.89,6.93,B8e,250,130,282.0943795,15.39413735,4510509615587430000,2.1796,-1.537,-3.505,3.48465E+07,6.832969,2.40617E+07,6.898073,1.60912E+07,6.745448,,8537,0.6893,,
0.058922,1979,SHELIAK,Classical,18 50 04.80,33 21 45.61,3.52,B7Ve,120,2872,282.5199827,33.36266182,2090687795054380000,1.0851,1.569,-2.523,1.89125E+07,7.496496,3.25454E+07,6.570164,5.75835E+07,5.361174,,5095.63,,,
0.076306,1980,HD 174571,Classical or Herbig,18 50 47.18,08 42 10.09,8.89,B1.5Ve,240,7,282.6965619,8.702801642,4311085453600060000,0.8794,-1.169,-1.64,6.09967E+06,8.7251,3.32498E+06,9.046917,3.99773E+06,8.257387,,6149.09,1.4835,15.43,306.668
0.034857,1981,BD-09 4858,Classical,18 50 58.31,-09 49 38.55,8.95,B1.5Ve,108,3,282.7429597,-9.827384584,4203105268550400000,0.7161,1.011,-0.716,4.87758E+06,8.967855,3.22372E+06,9.080495,2.45255E+06,8.787873,,7950.67,0.635,10.38,388.147
0.062827,1982,HD 174512,Classical,18 51 07.98,-06 16 45.03,8.557,Be,,109,282.783233,-6.279179462,4252502821320720000,0.424,-1.327,-4.428,8.59674E+06,8.352531,4.50017E+06,8.718317,5.81384E+06,7.850762,,5500.86,0.881,,
0.046498,1983,V457 Sct,Classical,18 51 09.75,-07 47 55.76,8.7,B1.5IVe,251,4,282.7906122,-7.798819656,4252018830028200000,0.5737,0.643,-1.518,8.11807E+06,8.414734,5.49801E+06,8.500875,4.08708E+06,8.233388,,8773.5,0.849,,
0.029376,1984,HD 175511,Classical,18 52 02.21,59 40 01.33,6.94,B9e,,203,283.0091924,59.66703734,2156145742340020000,2.7881,-5.451,5.778,3.20203E+07,6.9248,2.33238E+07,6.931892,1.32358E+07,6.957543,,9530.33,,,
0.048706,1985,lam Pav,Classical,18 52 13.03,-62 11 15.33,4.207,B2Ve,140,23,283.0543201,-62.18759442,6631708338599350000,4.8003,-3.173,-12.586,4.22221E+08,4.124515,3.14123E+08,4.108638,1.51830E+08,4.308529,,8748.33,0.0892,,
0.067791,1986,HD 174705,Classical,18 52 16.53,-11 37 57.37,8.34,B1.5IVe,331,7,283.0688909,-11.63259223,4106052201769020000,0.9888,0.41,-3.908,9.64166E+06,8.227985,6.14781E+06,8.379587,5.21487E+06,7.968812,,7503,,11.68,389.219
0.029716,1987,HD 174775,Classical,18 52 57.46,-19 40 06.15,8.96,B5Ve,,2,283.2394237,-19.66837992,4086062633673620000,1.3836,-1.277,-5.167,5.98184E+06,8.74628,4.01754E+06,8.841487,2.98570E+06,8.574307,,8378,0.873,,
0.08182,1988,HD 174886,Classical,18 53 14.47,-10 13 12.47,7.77,B4IIIe,69,65,283.3103148,-10.22013125,4203031154587530000,3.0474,-0.756,-4.832,1.60429E+07,7.67516,1.07930E+07,7.768538,7.92184E+06,7.514854,,8382,0.9977,,
0.024985,1989,HD 175863,Classical,18 53 44.70,60 01 04.33,7.034,B4Ve,,344,283.4362367,60.01787147,2155523281319740000,1.1599,1.178,-2.344,2.96820E+07,7.007133,2.25094E+07,6.970478,1.12808E+07,7.131066,,8868.67,0.1435,,
0.093579,1990,BD-02 4786,Classical,18 56 03.64,-02 37 35.40,11.61,Be,,0,284.0151441,-2.626487124,4255894054365880000,0.4145,-1.269,-1.379,5.67460E+05,11.303528,2.57922E+05,11.822667,4.50168E+05,10.628485,,4875,,17.07,148.286
0.0659,1991,BD-05 4819,Classical,18 57 13.03,-05 31 30.03,10.6,B2IVpe,,0,284.3042882,-5.525026314,4254112987333170000,0.328,-1.009,-0.232,1.68315E+06,10.123061,9.70605E+05,10.383782,1.04907E+06,9.709905,,6547,1.4915,19.12,604.986
0.005008,1992,64 Ser,Classical,18 57 16.59,02 32 07.25,5.563,B8IIIe,175,205,284.3191236,2.535347498,4268670448197170000,2.7221,-4.945,-12.512,1.18439E+08,5.504629,8.32657E+07,5.550222,5.13120E+07,5.486373,,9049,0.563,,
0.103187,1993,BD-05 4823,Classical,18 58 15.15,-05 28 56.78,10.48,Be,,0,284.5631529,-5.482446081,4254116418945200000,0.9058,-2.257,-4.218,1.33519E+06,10.374505,8.23058E+05,10.562812,7.58912E+05,10.061441,,7208.35,1.334,5.11,63.48
0.01549,1994,V1437 Aql,Classical,18 59 15.19,-07 08 00.93,8.98,B5IVe,227,29,284.8132947,-7.133594758,4205623734271080000,1.0396,1.072,-2.25,5.21865E+06,8.89447,3.43417E+06,9.011832,2.68107E+06,8.691151,,8042.67,1.0025,,
0.019903,1995,HD 176630,Classical,19 01 27.31,-06 11 33.33,7.65,B3IIIe,175,197,285.3637972,-6.19259213,4205788901521950000,1.0195,2.64,1.111,1.78140E+07,7.561462,1.17743E+07,7.674048,8.87696E+06,7.39126,,7904.53,0.9622,14.07,696.245
0.032323,1996,HD 177015,Classical,19 03 33.13,-20 07 42.93,7.8,B4Vne,,32,285.8880323,-20.12858982,4085376572766360000,1.5237,-1.662,-7.237,1.56315E+07,7.703364,1.09899E+07,7.7489,7.02727E+06,7.644953,,9105,0.4605,,
0.062444,1997,HD 230579,Classical,19 04 08.02,11 06 24.69,9.1,B1IVe,330,55,286.0334146,11.10687556,4312604875607430000,0.9509,-0.119,-5.632,5.43773E+06,8.849821,2.82820E+06,9.222611,3.72992E+06,8.332672,,5473.04,,17.36,243.546
0.06625,1998,HD 177648,Classical,19 04 38.50,23 19 45.41,7.234,B2Ve,,254,286.1604366,23.32928223,4521438177054350000,1.6416,2.363,-5.107,2.52847E+07,7.18122,1.71583E+07,7.2652,1.22431E+07,7.042195,,8254,0.5973,,
0.082,1999,V4409 Sgr,Classical,19 04 47.93,-18 42 27.19,8.66,B8Vnne,,1,286.1997324,-18.70755185,4087300030918090000,2.1885,6.982,1.303,7.90125E+06,8.444126,4.24007E+06,8.782956,5.31884E+06,7.947377,,5792.67,,8.01,65.09
0.053919,2000,HD 177427,Classical,19 05 46.90,-29 04 52.05,7.08,B9IIIe,,42,286.4454338,-29.08112458,6762258095818920000,1.4596,0.353,-6.651,2.83967E+07,7.055197,2.02044E+07,7.087771,1.24125E+07,7.027276,,9200,0.5323,,
0.032303,2001,iot Lyr,Classical,19 07 18.13,36 06 00.57,5.249,B6IVe,310,580,286.8255521,36.10015535,2098699038630260000,3.5858,-1.437,-3.876,1.64325E+08,5.149104,1.17888E+08,5.172716,6.06456E+07,5.304922,,9485.75,0.214,,
0.024422,2002,V4024 Sgr,Classical,19 08 16.70,-19 17 25.03,5.57,B2Ve,105,84,287.06959,-19.29028869,4087025599684910000,1.955,6.384,-1.02,1.32906E+08,5.379507,9.27456E+07,5.433155,5.21016E+07,5.469792,,9223.33,0.2867,,
0.015697,2003,V1443 Aql,Classical,19 08 25.17,09 08 00.77,8.93,B3Ve,99,8,287.1048792,9.133548577,4307619586761730000,1.2736,-2.693,-2.005,5.15296E+06,8.908225,3.10587E+06,9.12093,2.96684E+06,8.581184,,6791,,8.01,122.969
0.073348,2004,EM* AS 341,Classical,19 09 55.46,-02 47 37.28,11,Be,,0,287.4811028,-2.793695001,4261256033300600000,0.0995,-3.812,-4.956,2.46187E+05,12.210202,7.56267E+04,13.154701,3.27004E+05,10.975536,,3785.54,,,
0.11142,2005,EM* StHA 160,Classical,19 10 56.42,-16 50 13.39,11.87,Be,,0,287.7350591,-16.83707326,4087922491937600000,0.1909,3.112,-2.754,4.11232E+05,11.653149,3.14625E+05,11.606904,1.86021E+05,11.588017,,9552.33,,,
0.130483,2006,HD 179343,Classical,19 12 03.28,02 37 21.32,6.945,B8IIIe,148,113,288.0136486,2.622557442,4268167803943930000,,,,3.20792E+07,6.922807,2.17111E+07,7.009685,1.54802E+07,6.787482,,8222.67,,,
0.066981,2007,HBHA 703-05,Classical,19 12 26.94,06 37 44.21,11.174,B5IIe,,1,288.1122313,6.62894811,4306090367951200000,0.6265,-1.185,-4.501,8.06148E+05,10.922328,3.98176E+05,11.351199,5.90179E+05,10.334461,,5291.05,,10.98,85.067
0.08113,2008,V1446 Aql,Classical,19 12 40.26,-06 27 31.69,9.12,B2Ve,231,4,288.1677274,-6.458804333,4205205748007010000,0.8875,-0.24,-4.448,5.19626E+06,8.899139,3.05893E+06,9.137466,3.12861E+06,8.523541,,6575,1.4123,12.31,255.135
0.026694,2009,HD 179253,Classical,19 13 44.19,-42 24 48.18,9.78,B7Ve,120,5,288.4341227,-42.41337612,6713805779469340000,0.363,3.503,-3.684,2.26950E+06,9.798538,1.69110E+06,9.780967,9.39775E+05,9.829361,,8854.33,0.226,,
0.044811,2011,V1448 Aql,Classical,19 15 01.43,09 48 27.42,7.99,B2IVe,243,414,288.7559707,9.807618979,4309083998818660000,2.2863,3.359,-8.991,1.26014E+07,7.937318,8.44130E+06,8.035365,6.33682E+06,7.757242,,8402.67,0.897,,
0.011462,2012,HD 181409,Classical,19 19 03.74,33 23 19.72,6.573,B2IVe,140,211,289.7655859,33.38880875,2049168552364520000,1.8323,-12.842,-33.776,4.54572E+07,6.54436,3.61271E+07,6.456804,1.61560E+07,6.741088,,8868.67,0.0495,,
0.007201,2013,HD 181231,Classical,19 19 42.37,-00 02 59.49,8.69,B5IVe,250,18,289.9265404,-0.049856793,4263591911398360000,1.0239,-0.692,-5.362,6.96575E+06,8.580946,4.35068E+06,8.754994,3.79927E+06,8.31267,,7204.09,,10.33,259.171
0.05475,2014,HD 181367,Classical,19 20 03.95,02 19 51.59,9.34,B6IVe,279,2,290.0164733,2.330994731,4288912530315380000,1.6371,-0.156,-3.332,3.85735E+06,9.222645,2.09357E+06,9.549171,2.53964E+06,8.749991,,5816.67,1.5425,7.42,56.707
0.063205,2015,HD 181308,Classical,19 20 05.15,-01 35 46.91,8.66,B5IVe,246,6,290.0214737,-1.59635532,4262725599302440000,2.0368,2.384,-3.26,7.01063E+06,8.573974,4.39557E+06,8.743851,3.85473E+06,8.296934,,7304.98,1.2368,5.08,66.136
0.064295,2016,HD 181709,Classical,19 21 18.28,05 25 21.73,8.77,B6IIIe,249,26,290.3261846,5.422704142,4293667368342690000,1.4844,1.8,-3.121,6.76930E+06,8.612007,3.78849E+06,8.905222,4.29138E+06,8.180429,,6162,,9.59,119.411
0.028065,2017,HD 181803,Classical,19 21 34.72,08 52 22.59,9.03,B7IIIe,185,3,290.3946589,8.872943289,4307972530041370000,1.1451,0.62,-3.358,5.23960E+06,8.890121,2.97957E+06,9.166003,3.29387E+06,8.467655,,6316.5,1.8435,10.39,154.851
0.022345,2018,BD+30 3526,Classical,19 21 40.22,31 09 43.71,9.89,A0IIe,,4,290.4175786,31.1621464,2039736593719260000,0.498,-4.397,-6.587,2.27129E+06,9.797687,1.58944E+06,9.848281,1.05776E+06,9.700955,,9029,0.5515,,
0.038168,2019,ups Sgr,Classical,19 21 43.62,-15 57 18.06,4.578,Bpshe,44,371,290.431761,-15.95501669,4184011836737420000,1.4916,0.812,-5.982,3.34349E+08,4.377864,2.12833E+08,4.531293,1.62683E+08,4.233564,,7562.75,0.4483,,
0.046717,2020,HD 344313,Classical,19 24 45.77,22 46 28.68,9.45,B2Vpe,,6,291.1907139,22.7746214,2019268531933150000,1.8367,0.817,-5.506,4.41560E+06,9.075892,2.15555E+06,9.517495,3.33333E+06,8.454725,,5073.68,,9.7,56.223
0.03812,2021,HD 183339,Classical,19 25 46.77,58 01 38.36,6.581,B8IVwe,45,169,291.4448555,58.02731987,2142523441811420000,3.0045,-2.39,4.865,4.45895E+07,6.565284,3.40209E+07,6.522022,1.67865E+07,6.699517,,8868.67,0.0967,,
0.044134,2022,V558 Lyr,Classical,19 27 36.40,37 56 28.31,6.294,B3Ve,220,190,291.9016513,37.94119559,2051905889641360000,1.7248,-0.07,-4.478,6.19796E+07,6.207744,4.62579E+07,6.188424,2.58882E+07,6.229165,,9522.75,0.18,,
0.0363,2023,7 Vul,Classical,19 29 20.90,20 16 47.06,6.327,B5Vne,305,148,292.3370726,20.27973842,2017735817073810000,3.4729,2.555,-15.383,5.70364E+07,6.297985,4.32125E+07,6.262364,2.24603E+07,6.383383,,8779,0.2062,,
0.029912,2024,V923 Aql,Classical,19 30 33.12,03 26 39.86,6.089,B6she,275,386,292.6380083,3.44440508,4289250801938650000,3.6705,11.717,3.089,7.33408E+07,6.025001,5.24113E+07,6.052826,3.18208E+07,6.005142,,9064,0.39,,
0.058062,2025,bet Cyg B,Classical,19 30 45.40,27 57 55.00,5.088,B8Ve,220,247,292.6891504,27.96527051,2026113339752720000,8.3779,-0.99,-0.541,1.74954E+08,5.081056,1.28996E+08,5.074947,6.82671E+07,5.176392,,8779,0.227,,
0.047973,2026,V1294 Aql,Classical,19 33 36.92,03 45 40.78,6.98,B0Ve,195,243,293.4038206,3.761331905,4289370923581210000,1.9448,0.945,-2.512,2.52987E+07,7.180621,1.62481E+07,7.324382,1.17747E+07,7.084544,,7816,0.7945,8.95,269.542
0.10575,2027,EM* StHA 166,Classical,19 34 46.81,42 26 08.20,11.76,Be,,2,293.6950138,42.43563206,2077737678383880000,0.0818,-2.066,-4.508,3.68405E+05,11.772553,2.91563E+05,11.689556,1.59244E+05,11.756759,,8152.75,,,
0.051525,2028,11 Cyg,Classical,19 35 48.30,36 56 40.35,6.028,B8Vne,285,274,293.9512677,36.94453945,2048569387253200000,5.1653,4.072,-1.104,7.52764E+07,5.996718,5.58468E+07,5.983892,3.02814E+07,6.058979,,8316,0.2093,,
0.072656,2029,HD 184767,Classical,19 36 00.99,00 14 58.76,7.15,A0IIIe,44,93,294.0041452,0.249654495,4239448594536080000,2.4642,-0.707,-7.476,2.87548E+07,7.041591,1.71888E+07,7.263275,1.65369E+07,6.715782,,6624.1,,10.28,183.152
0.016075,2030,kap Aql,Classical,19 36 53.45,-07 01 38.92,4.96,B0.5IIIe,,150,294.2227063,-7.027481756,4207167654692390000,2.1441,0.415,-2.601,2.13467E+08,4.865038,1.50931E+08,4.904442,8.88482E+07,4.890299,,9298,0.33,,
0.078367,2031,V341 Sge,Classical,19 42 48.28,17 58 05.76,7.78,B2.5Ve,,178,295.7011438,17.96826652,1824169612474490000,0.9779,-1.813,-6.876,1.57154E+07,7.697553,1.08524E+07,7.762571,7.47518E+06,7.577866,,8712,0.549,,
0.025681,2032,HD 344800,Classical,19 42 50.92,22 33 45.86,10.06,B2Vnne,,3,295.7121642,22.56274565,2019906768382230000,0.5123,-0.862,-4.975,2.20109E+06,9.831771,1.26322E+06,10.097688,1.38093E+06,9.411492,,6480,1.5167,14.29,324.511
0.051817,2033,HD 344783,Classical,19 43 06.79,23 16 12.40,9.8,B0IVe,,2,295.7783022,23.27010047,2020088874998740000,0.728,-4.995,-3.908,2.53758E+06,9.677315,1.50710E+06,9.906033,1.57860E+06,9.266243,,6575.5,1.6165,,
0.050891,2034,V1463 Aql,Classical,19 44 15.85,07 35 17.60,8.15,B5e,,8,296.0660559,7.588223187,4297974430259290000,1.3756,0.43,-1.879,1.14089E+07,8.045259,7.94177E+06,8.101595,5.47560E+06,7.915841,,9135.25,0.7405,,
0.058114,2035,HD 344873,Classical,19 45 12.63,24 03 04.09,8.81,B0IIe,,6,296.3026425,24.05113411,2020525552921280000,0.7687,-1.463,-5.073,7.52888E+06,8.496539,3.59360E+06,8.962564,5.63470E+06,7.884743,107.34,5113.18,,29.7,543.182
0.109975,2036,HD 350559,Classical,19 46 57.69,18 14 55.87,10.55,B7IIIe,,1,296.7403539,18.24887582,1824520940823710000,0.47,-0.673,-4.71,1.23795E+06,10.456612,7.55541E+05,10.655743,7.16046E+05,10.124567,,7013.8,1.3612,9.99,217.618
0.041295,2037,HD 225985,Classical,19 49 32.91,32 57 22.30,9.16,B1Vpshe,,7,297.3871383,32.95619191,2034752408775860000,0.5559,-4.089,-7.972,4.55499E+06,9.042147,3.18298E+06,9.094304,2.17534E+06,8.918104,,9224.75,,,
0.058561,2038,HD 187350,Classical,19 49 33.45,-01 06 03.73,8.14,B1Vne,,10,297.389391,-1.101033382,4235461073871560000,0.5325,-5.915,-6.112,1.14195E+07,8.044244,7.69065E+06,8.136481,5.75688E+06,7.861453,,8591,0.728,,
0.015802,2039,V1339 Aql,Classical,19 50 17.48,07 54 08.69,6.484,B2.5IVe,140,223,297.5728291,7.902415016,4298219483910760000,1.6157,-1.917,-3.195,6.61251E+07,6.13745,4.70390E+07,6.170243,3.02893E+07,6.058698,,9300,0.4992,,
0.017247,2040,12 Vul,Classical,19 51 04.11,22 36 36.17,4.893,B2.5Ve,245,1232,297.76712,22.61004608,1827977186901980000,5.7966,23.006,-15.319,2.14144E+08,4.8616,1.62927E+08,4.821405,7.73376E+07,5.040944,,8868.67,0.1335,,
0.041797,2041,V396 Vul,Classical,19 51 04.74,27 43 00.86,7.761,B2Vnne,,157,297.7697376,27.71690934,2028380704530010000,1.3135,-0.719,-5.261,1.56965E+07,7.698856,1.07301E+07,7.77488,7.48200E+06,7.576875,,8397.67,0.5792,,
0.014197,2042,V1466 Aql,Classical,19 52 15.58,10 21 05.72,6.503,B7VA5Ve,,130,298.0649196,10.35159154,4303300258419820000,2.0435,-1.354,-12.397,4.81732E+07,6.481351,3.47706E+07,6.498358,2.07846E+07,6.467564,,9084.63,0.422,,
0.02712,2044,HD 345120,Classical,19 52 32.81,22 41 10.12,10.25,B5e,,3,298.1367009,22.68614143,1828004086239700000,0.6492,-1.7,-4.704,1.61560E+06,10.167529,9.24122E+05,10.437065,1.01462E+06,9.746162,,6362.5,1.7092,10.03,148.452
0.110611,2045,EM* AS 368,Classical,19 52 46.72,28 46 52.84,10.82,Be,,1,298.194647,28.78131899,2028733574701810000,0.4398,-2.31,-5.659,8.48076E+05,10.867278,5.30130E+05,11.040431,4.81257E+05,10.555978,,7699.33,1.062,7.44,175.106
0.013295,2046,HD 345122,Classical,19 52 51.42,22 14 22.65,9.8,B2Vpe,,4,298.2142532,22.23962284,1827902763704210000,0.9688,-1.663,-2.279,2.27761E+06,9.794667,1.40260E+06,9.984054,1.29234E+06,9.48348,,7145.5,1.274,6.34,94.514
0.053744,2047,25 Cyg,Classical,19 59 55.20,37 02 34.39,5.139,B3IVe,200,1353,299.9799814,37.04288747,2060190022592870000,2.4192,0.846,-0.685,1.64962E+08,5.144904,1.26290E+08,5.097964,6.01551E+07,5.313738,,8868.67,0.058,,
0.029688,2048,HD 189689,Classical,20 00 07.06,32 47 22.83,7.282,B9e,150,82,300.029407,32.78967654,2034163173610280000,1.0163,0.815,-2.179,2.39165E+07,7.241624,1.74880E+07,7.244536,9.99755E+06,7.262186,,9725.75,0.3587,,
0.078927,2049,HD 333226,Classical,20 00 33.37,30 22 53.22,10.26,B1Ve,,2,300.1390257,30.38146704,2030265576700550000,0.2237,-2.86,-5.381,1.93897E+06,9.969436,1.09247E+06,10.255365,1.23125E+06,9.536052,,6262.2,,32.94,1503.183
0.052262,2050,V2103 Cyg,Classical,20 02 01.30,29 35 09.18,9.13,B8Ve,,34,300.5054331,29.58588055,2030149303338540000,1.18,-0.957,-4.617,4.51949E+06,9.050643,3.17920E+06,9.095593,2.08412E+06,8.964615,,9063.67,0.5002,,
0.02567,2052,HD 190150,Classical,20 02 46.43,21 51 15.93,8.29,B9e,300,62,300.6934507,21.85442417,1826951544369710000,1.8169,5.798,-3.85,9.53678E+06,8.239861,6.96908E+06,8.243449,4.12550E+06,8.223228,,9352.67,0.4198,,
0.055611,2053,HD 333452,Classical,20 03 11.02,28 42 20.44,9.49,B0IIInpe,,2,300.7958991,28.70567706,2029204341796380000,0.4681,-2.84,-5.089,4.59126E+06,9.033536,1.84382E+06,9.687092,3.93559E+06,8.274396,,4618.09,,49.81,1016.549
0.036761,2054,V1362 Cyg,Classical,20 03 41.60,36 25 32.16,8.18,B5IIne,,199,300.9233208,36.42559838,2059915969321200000,0.9586,-0.239,-5.782,1.07753E+07,8.107287,7.22707E+06,8.203983,5.39409E+06,7.932125,,8311.33,0.6457,,
