angDist,angDist,#,Be star,Category,RA,DEC,V,Type,vsini,Nb of spectra in BeSS,ra,dec,main_type,source_id,duplicated_source,a_g_val,id,RA_ICRS,DE_ICRS,rest,b_rest,B_rest,rlen,ResFlag,ModFlag
0.056023,1.9E-5,938,V447 Aur,Classical,06 04 38.41,46 35 06.40,7.29,B3Ve,,83,91.16003785,46.58511362,Be*,9.6355001E17,1,0.127,963550422228988288,91.16002400212,46.58510130769,629.356951677842000,603.373960059089000,657.632616747653000,760.159457116999,1,1
0.018827,1.4E-5,941,HD 251726,Classical,06 06 54.37,19 02 04.06,9.34,B1Ve,,2,91.72652851,19.03446157,Be*,3.37438992E18,0,,3374390538424405632,91.72652654830,19.03445668013,2360.629854808810000,2122.728171539370000,2656.112129497460000,1146.341433857150,1,1
0.031222,1.0E-5,942,HD 42054,Classical,06 07 03.67,-34 18 43.28,5.843,B4IVe,,7,91.76528998,-34.31202069,Em*,2.8866001E18,0,0.183,2886603749632817792,91.76530007400,-34.31202307812,333.694342802531000,324.641340696608000,343.257044434954000,560.560860758663,1,1
0.047631,1.5E-5,943,HD 42406,Classical,06 10 36.74,03 52 18.19,7.99,B4IVe,300,31,92.65308971,3.871717104,Em*,3.31734011E18,0,0.895,3317344507921545856,92.65307744402,3.87171207522,473.795361722723000,461.463048383636000,486.792402112343000,1154.982819552090,1,1
0.284113,1.2E-5,944,HD 42477,Classical,06 11 27.91,13 38 18.82,6.042,A0Vnne,,47,92.86629559,13.63856317,Star,3.34436995E18,0,,3344372084279283456,92.86627945403,13.63848582329,162.341817938232000,159.598821830852000,165.179006861329000,1297.998382569970,1,1
0.026142,1.6E-5,945,HD 253084,Classical,06 11 33.36,14 14 19.97,9.21,B5e,,2,92.88902299,14.23887758,Em*,3.3444799E18,1,0.925,3344477603035426304,92.88902315210,14.23887032013,1066.807784643800000,1005.227106474990000,1136.262392854940000,1274.088914311180,1,1
0.288401,0.016444,946,69 Ori,Classical,06 12 03.28,16 07 49.46,4.947,B5Vne,285,716,93.01366479,16.13040596,Be*,3.34605E18,0,0.108,3346050969815830784,93.01369116954,16.13032996211,223.419429652043000,209.917061673607000,238.745507851588000,1196.875991616110,1,1
0.047135,1.6E-5,947,HD 253215,Classical,06 12 13.87,20 00 03.39,10.76,Be,,2,93.05778138,20.00096478,Be*,3.37493005E18,0,,3374926580404969088,93.05777734546,20.00095224776,1252.799891658750000,1162.241233879530000,1358.304819677040000,1105.766187255280,1,1
0.028115,1.8E-5,948,HD 253214,Classical,06 12 16.60,20 05 09.73,9.54,B1.5Vnne,,3,93.06916207,20.08604696,Be*,3.37493995E18,1,1.1485,3374940427379530368,93.06916322347,20.08603922578,2208.334925017530000,1988.245786488100000,2481.034518934400000,1104.790522787340,1,1
0.079362,1.2E-5,949,HD 42529,Classical,06 12 39.85,32 58 21.54,8.23,B9e,250,8,93.16603381,32.97265236,Be*,3.43999997E18,0,0.582,3440004616365980416,93.16601232798,32.97263966409,469.527059739199000,451.303338548782000,489.255497552894000,942.318942561436,1,1
0.095625,1.3E-5,950,HD 43122,Classical,06 12 49.90,-37 04 53.28,8.18,B1Ve,265,4,93.20791119,-37.08147771,Be*,2.88479003E18,1,0.264,2884793708677432320,93.20789592547,-37.08145410337,566.052820934417000,541.790692787280000,592.544201739620000,569.459484741769,1,1
0.032043,1.4E-5,951,HD 253339,Classical,06 13 01.99,24 02 34.65,10.41,Be,,1,93.25830903,24.04295298,Em*,3.42546003E18,0,,3425460276553285888,93.25830999806,24.04294412305,2130.956178386140000,1907.901955791240000,2410.614802982220000,1096.985706856050,1,1
0.034107,1.0E-5,952,V1390 Ori,Classical,06 13 42.18,08 42 44.60,8.1,B2Ve,,30,93.4257436,8.712390336,Be*,3.32843005E18,1,0.51,3328427963087254272,93.42574129639,8.71238113952,797.794258393581000,745.396761064638000,857.960723696825000,1385.208964464490,1,1
0.016384,1.4E-5,953,HD 253659,Classical,06 13 54.17,16 31 05.05,9.16,B0.5Vnne,,2,93.47570125,16.51807124,Be*,3.37011007E18,0,1.4937,3370105363654128640,93.47569877468,16.51806735657,1975.495172948990000,1763.296788250480000,2243.554001612690000,1175.523607485750,1,1
0.049771,4.0E-6,954,HD 43264,Classical,06 15 35.70,07 39 08.16,7.51,B9IIIe,288,119,93.89876069,7.65226834,**,3.32527995E18,1,0.2653,3325278789986872960,93.89875634043,7.65225520397,2241.540360623230000,1130.919441612030000,4666.783305432930000,1379.952939297030,1,1
0.263989,4.0E-6,955,HD 43285,Classical,06 15 40.18,06 03 58.20,6.05,B5IVe,260,209,93.91740427,6.066168353,Be*,3.31879009E18,0,0.179,3318793251929855616,93.91740003074,6.06609514403,223.033504764649000,218.928693996316000,227.292327348012000,1328.810853879020,1,1
0.205337,8.0E-6,956,HD 43789,Classical,06 15 56.56,-44 37 10.68,8.55,B6.5Ve,255,3,93.98567918,-44.61963624,Be*,5.56742E18,1,0.189,5567419359659568896,93.98561566495,-44.61960146257,949.932322104398000,916.471412502688000,985.877185693045000,552.789455414118,1,1
0.131349,1.5E-5,957,HD 43544,Classical,06 16 07.69,-16 37 04.82,5.959,B2.5Ve,260,103,94.03204807,-16.61800616,Be*,2.94466999E18,0,0.0613,2944674731133121536,94.03201013959,-16.61800297043,313.969062179902000,308.532239328376000,319.597369700994000,739.030252549969,1,1
0.011098,0.013332,958,HD 254647,Classical,06 17 34.61,11 11 27.31,10.01,Bpe,,1,94.39422542,11.19091694,Be*,3.33154992E18,0,,3331554871077222272,94.39422230963,11.19091650071,2549.249460330230000,2261.222811602410000,2917.727274127670000,1389.393104695910,1,1
0.244040,0.243784,958,HD 254647,Classical,06 17 34.61,11 11 27.31,10.01,Bpe,,1,94.39415417,11.19092778,Star,3.33154992E18,0,,3331554871077222272,94.39422230963,11.19091650071,2549.249460330230000,2261.222811602410000,2917.727274127670000,1389.393104695910,1,1
0.027466,1.4E-5,959,HD 43703,Classical,06 18 39.44,23 00 28.55,8.65,B1IVpe,,5,94.66431739,23.00792903,Be*,3.37743996E18,0,,3377441889350455680,94.66432081057,23.00792208039,1362.264202029150000,1273.998462000720000,1463.365389187690000,1046.953625296930,1,1
0.029375,1.0E-5,961,HD 43913,Classical,06 18 58.46,04 11 28.73,7.86,Be,,52,94.74357894,4.191314484,Be*,3.31750998E18,1,0.786,3317514657345427584,94.74357520120,4.19130722600,683.689136350570000,637.652348890631000,736.752616506792000,1299.742414999390,1,1
0.007311,1.4E-5,962,V963 Ori,Classical,06 19 16.88,20 34 47.76,8.49,B2IIpe,,7,94.82033032,20.57993244,PulsV*,3.37575991E18,0,0.3117,3375761457625837440,94.82032968809,20.57993049720,5519.012674071030000,4184.812820203640000,7451.419881738810000,1053.860798758970,1,1
0.319327,1.3E-5,963,HD 44506,Classical,06 20 36.24,-34 08 38.92,5.525,B1.5Ve,220,7,95.15099999,-34.14414312,Be*,2.89164989E18,1,0.043,2891652569588715392,95.15100243250,-34.14405444121,607.887618345039000,571.417662015827000,649.225395625105000,624.014727310060,1,1
0.030411,1.3E-5,964,FR CMa,Classical,06 21 24.72,-11 46 23.66,5.585,B1Vpe,242,129,95.35298374,-11.77323826,Be*,3.00111012E18,0,0.4233,3001108264938556800,95.35297555370,-11.77323558888,616.153161011794000,577.239149362391000,660.580056212311000,866.127513796123,1,1
0.051105,8.0E-6,965,HD 44637,Classical,06 23 24.68,15 06 06.43,8.0,B2Vpe,,7,95.85283989,15.10178724,Be*,3.36874997E18,0,1.1377,3368748806823955200,95.85283380800,15.10177431566,873.705293554230000,805.547199948665000,954.196963953709000,1184.157816963660,1,1
0.012728,1.0E-5,966,HD 256577,Classical,06 24 00.18,08 18 02.49,9.77,B2IVpe,,31,96.00074478,8.300693551,Be*,3.32556005E18,0,0.391,3325563907095602176,96.00074338117,8.30069029779,3156.374094427060000,2682.375187441530000,3817.346366765480000,1397.334863770240,1,1
0.230879,1.7E-5,967,HD 44783,Classical,06 24 02.28,08 53 06.04,6.24,B9IIIe,226,220,96.00951295,8.88501452,Star,3.32580992E18,0,0.355,3325809544867330816,96.00946399808,8.88497240195,260.921770299094000,254.333448121763000,267.854084332577000,1396.805075458270,1,1
0.023931,2.0E-5,968,PY Gem,Classical,06 24 03.89,25 25 01.21,8.46,B1Vne,,8,96.01621539,25.41700492,Be*,3.43180999E18,0,0.597,3431807787242368768,96.01622090257,25.41700051566,1346.484042920430000,1246.417763886620000,1463.575261367520000,976.849950054210,1,1
0.067695,1.2E-5,969,HD 44996,Classical,06 24 20.58,-12 57 42.98,6.12,B6.5Ve,38,123,96.08573946,-12.96193165,Be*,2.99967003E18,0,0.292,2999665877484947456,96.08572266977,-12.96192238341,411.050658757201000,401.193043638977000,421.395721895626000,885.891240367019,1,1
0.087536,1.0E-5,970,BD-21 1449,Classical,06 25 16.94,-21 20 04.33,10.49,Be,,1,96.32059305,-21.33453039,Em*,2.93818012E18,1,,2938176961013250432,96.32057235997,-21.33451556357,3440.698016663170000,3054.142616485360000,3928.969663938450000,760.209378626966,1,1
0.066041,1.0E-5,971,HD 45260,Classical,06 26 06.35,-09 23 50.63,9.05,B8e,,2,96.52645802,-9.397399097,Be*,3.00317005E18,0,0.346,3003171116254666368,96.52643992981,-9.39739485512,1034.983308841220000,974.741771662196000,1102.994778026240000,1038.468883698850,1,1
0.015984,1.0E-5,972,PZ Gem,Classical,06 27 15.78,14 53 21.22,6.64,O9pe,,782,96.81574201,14.88922759,Be*,3.35676007E18,0,,3356755643227139584,96.81574018645,14.88922351459,809.137660079339000,779.115001186465000,841.520756622290000,1162.147087728470,1,1
0.049363,3.0E-6,974,HD 257473,Classical,06 27 36.15,18 15 47.69,9.57,B5e,,2,96.90062125,18.26325657,Be*,3.37056994E18,0,0.669,3370573235915266176,96.90060900443,18.26324930440,1310.628532448910000,1235.588961140450000,1395.159066738520000,1041.196945782940,1,1
0.033462,1.0E-5,975,FS CMa,Classical,06 28 17.42,-13 03 11.14,8.05,Bpshe,,378,97.07259157,-13.05309183,Be*,2.99996992E18,1,0.744,2999967452909563136,97.07259738413,-13.05308446003,613.860773272644000,592.545086422040000,636.737075675125000,957.614384128239,1,1
0.007754,1.4E-5,976,HD 45626,Classical,06 28 22.58,-04 27 43.72,9.25,B7pshe,,1,97.09409553,-4.462148289,Be*,3.10454008E18,0,0.7185,3104542995961172096,97.09409538624,-4.46214613998,1657.493926940360000,1535.320449851150000,1800.271971901730000,1297.670685113460,1,1
0.128293,0.004116,977,IY CMa,Classical,06 28 39.24,-32 22 16.60,5.74,B3Ve,275,4,97.16351048,-32.37127735,Be*,2.89230987E18,0,,2892312723242963072,97.16350689460,-32.37124184186,374.871525616137000,359.123815871579000,392.036098304723000,675.519597512623,1,1
0.128293,0.44099,977,IY CMa,Classical,06 28 39.24,-32 22 16.60,5.74,B3Ve,275,4,97.16351048,-32.37127735,Be*,2.89230987E18,0,,2892312723242963072,97.16350689460,-32.37124184186,374.871525616137000,359.123815871579000,392.036098304723000,675.519597512623,1,1
0.132388,1.3E-5,977,IY CMa,Classical,06 28 39.24,-32 22 16.60,5.74,B3Ve,275,4,97.1635105,-32.37127849,Star,2.89230987E18,0,,2892312723242963072,97.16350689460,-32.37124184186,374.871525616137000,359.123815871579000,392.036098304723000,675.519597512623,1,1
0.132388,0.438638,977,IY CMa,Classical,06 28 39.24,-32 22 16.60,5.74,B3Ve,275,4,97.1635105,-32.37127849,Star,2.89230987E18,0,,2892312723242963072,97.16350689460,-32.37124184186,374.871525616137000,359.123815871579000,392.036098304723000,675.519597512623,1,1
0.185502,0.114908,977,IY CMa,Classical,06 28 39.24,-32 22 16.60,5.74,B3Ve,275,4,97.16347349,-32.37128496,**,2.89230987E18,0,,2892312723242963072,97.16350689460,-32.37124184186,374.871525616137000,359.123815871579000,392.036098304723000,675.519597512623,1,1
0.185502,0.336797,977,IY CMa,Classical,06 28 39.24,-32 22 16.60,5.74,B3Ve,275,4,97.16347349,-32.37128496,**,2.89230987E18,0,,2892312723242963072,97.16350689460,-32.37124184186,374.871525616137000,359.123815871579000,392.036098304723000,675.519597512623,1,1
0.519105,1.4E-5,977,IY CMa,Classical,06 28 39.24,-32 22 16.60,5.74,B3Ve,275,4,97.16339317,-32.37134939,Star,2.89230987E18,0,,2892312723242963072,97.16350689460,-32.37124184186,374.871525616137000,359.123815871579000,392.036098304723000,675.519597512623,1,1
0.519105,0.438641,977,IY CMa,Classical,06 28 39.24,-32 22 16.60,5.74,B3Ve,275,4,97.16339317,-32.37134939,Star,2.89230987E18,0,,2892312723242963072,97.16350689460,-32.37124184186,374.871525616137000,359.123815871579000,392.036098304723000,675.519597512623,1,1
0.104050,0.014645,978,bet Mon A,Classical,06 28 49.07,-07 01 59.02,4.62,B3Ve,330,146,97.20445711,-7.033058368,**,3.0069499E18,0,0.258,3006953165675574272,97.20443161209,-7.03307233126,191.512365090191000,182.406049343721000,201.558579494337000,1208.952797719420,1,1
0.089468,5.0E-6,978,bet Mon A,Classical,06 28 49.07,-07 01 59.02,4.62,B3Ve,330,146,97.20445337,-7.03306003,Be*,3.0069499E18,0,0.258,3006953165675574272,97.20443161209,-7.03307233126,191.512365090191000,182.406049343721000,201.558579494337000,1208.952797719420,1,1
0.217329,0.031631,979,nu Gem,Classical,06 28 57.79,20 12 43.69,4.14,B6IIIe,160,660,97.24077556,20.2121349,Be*,3.37254988E18,0,,3372552842178783616,97.24075512341,20.21207765803,156.830213820950000,143.235041385649000,173.232458241488000,996.061805295935,1,1
0.021163,1.3E-5,980,V725 Mon,Classical,06 30 17.63,02 50 52.42,8.87,B0.5IVe,164,25,97.57345211,2.84789444,Be*,3.12408994E18,1,1.365,3124087845933812096,97.57345283449,2.84788860616,2209.518364266440000,2007.774217684140000,2454.886848296810000,1325.869607028840,1,1
0.021358,1.5E-5,981,AX Mon,Classical,06 30 32.94,05 52 01.20,6.74,B2IIIpshev,,305,97.63723855,5.867001596,Be*,3.1320001E18,0,,3132004814990664832,97.63723986368,5.86699580882,1086.059494674810000,1034.244693934750000,1143.232643690810000,1323.589426339170,1,1
0.049570,1.4E-5,982,HD 46131,Classical,06 30 38.52,-22 19 18.52,7.15,B4Ve,275,3,97.6605097,-22.3218115,Be*,2.93706989E18,1,0.0565,2937072123623767936,97.66049617602,-22.32180574841,589.592719099276000,572.070055735039000,608.201835537478000,799.518705189774,1,1
0.058892,1.0E-5,983,HD 45995,Classical,06 31 09.56,11 15 04.96,6.14,B2Vnne,255,91,97.78984203,11.25137743,Be*,3.32801004E18,0,0.2057,3328013928239036032,97.78985386063,11.25136589853,659.089763165135000,618.268652603167000,705.571841009774000,1261.403705205750,1,1
0.060336,2.0E-5,984,HD 258782,Classical,06 31 09.62,11 15 21.07,9.09,B9IVe,,2,97.79011682,11.25585192,Star,3.32801004E18,0,,3328014100037725568,97.79011956168,11.25583537723,665.886570725288000,632.276277980957000,703.199362011159000,1261.253578455060,1,1
0.032765,2.0E-6,985,Cl* NGC 2244 PS 26,Classical,06 31 29.75,04 54 49.45,11.41,B7Ve,,0,97.87400624,4.913650251,Em*,3.13137998E18,0,,3131376718971741952,97.87399713347,4.91365096846,1504.327553315300000,1384.691394592640000,1646.033846216470000,1312.738510758780,1,1
0.034989,1.0E-5,986,mu Pic,Classical,06 31 58.31,-58 45 13.81,5.707,B9Ve,,5,97.99296155,-58.75383618,**,5.4827703E18,0,0.293,5482771807727582080,97.99294791579,-58.75382951325,193.093487779804000,191.103457582863000,195.124643913292000,568.107033910030,1,1
0.023924,5.0E-6,987,Cl* NGC 2244 JOHN 33,Classical,06 32 15.48,04 55 20.21,12.006,B6Vne,,0,98.06451107,4.922331562,YSO,3.13134012E18,0,,3131335036310165632,98.06450441050,4.92233193897,1587.831895836120000,1412.479674476200000,1811.341895616420000,1305.266081641910,1,1
0.021733,1.6E-5,988,Cl* NGC 2244 PS 543,Classical,06 32 41.76,04 53 38.11,12.806,B8Ve,,0,98.17395265,4.894000744,Em*,3.13132995E18,0,,3131332566708264704,98.17394664523,4.89400154956,1654.097982501750000,1522.907866690860000,1809.386786667420000,1300.828214461870,1,1
0.044806,1.0E-5,989,V728 Mon,Classical,06 32 43.23,-07 30 32.29,8.05,B1.5IVe,300,72,98.18013252,-7.508965645,Be*,3.00388996E18,0,1.2172,3003888169636885248,98.18012015254,-7.50896778084,1011.985279493130000,960.777776858280000,1068.844935419090000,1276.355163545430,1,1
0.008641,1.0E-6,990,HD 259440,Classical,06 32 59.25,05 48 01.18,9.12,B0pe,,3,98.24690276,5.800322935,HMXB,3.13182006E18,0,,3131822364779745536,98.24690242236,5.80032055824,2555.145189072480000,2289.432792586810000,2887.725056641650000,1294.933936880040,1,1
0.049418,3.0E-6,991,QQ Gem,Classical,06 33 05.59,16 56 55.53,7.64,Be,,137,98.27330229,16.94875608,Be*,3.36943991E18,1,0.2583,3369443835611756672,98.27329304135,16.94874558379,551.838267459007000,537.746074751191000,566.674860973497000,1037.905924770740,1,1
0.015068,1.1E-5,992,HD 259597,Classical,06 33 32.23,08 20 08.08,8.59,B0.5Vnne,,4,98.38429752,8.33557666,Be*,3.32604989E18,0,0.9475,3326048448124872320,98.38429335180,8.33557594606,1220.252491266620000,1104.893037668230000,1361.846993369720000,1276.437562638890,1,1
0.037519,3.0E-6,994,HD 259631,Classical,06 33 43.42,08 02 10.00,9.61,B5e,,17,98.43090438,8.036110028,Be*,3.32601993E18,0,1.046,3326022227346760960,98.43090370987,8.03609962725,1405.640958330850000,1315.586776658710000,1508.636961027830000,1275.711571845890,1,1
0.018829,1.2E-5,995,HD 46484,Classical,06 33 54.41,04 39 44.61,7.65,B0.5IVe,120,104,98.47670509,4.662391792,Star,3.13056002E18,1,,3130559713110677248,98.47670169863,4.66239578313,1486.288478032830000,1382.527186917490000,1606.498122532520000,1289.048506059600,1,1
0.252042,1.6E-5,996,HD 47054,Classical,06 36 35.33,-05 12 40.11,5.57,B7IIIe,219,189,99.14720707,-5.211139027,Be*,3.10383007E18,0,0.187,3103831203918530432,99.14722720854,-5.21120610480,222.298947174273000,216.098745315476000,228.858737925939000,1414.196342707990,1,1
0.063662,2.0E-5,997,HD 47202,Classical,06 36 51.93,-12 51 04.89,9.16,B6Vne,,1,99.21637803,-12.85135933,Em*,2.95182011E18,0,0.41,2951821556714887424,99.21635989297,-12.85135912983,958.804724912351000,921.123844229104000,999.637382615784000,1172.141136925630,1,1
0.109557,2.0E-6,998,HD 47160,Classical,06 37 05.74,-02 10 44.53,7.11,B8IVe,149,69,99.27393438,-2.179033319,Star,3.10675009E18,1,0.2287,3106754874056618240,99.27390539645,-2.17904266272,368.431314523711000,359.159501613601000,378.185499608338000,1414.758806590420,1,1
0.032249,1.2E-5,999,HD 47359,Classical,06 38 24.90,04 52 51.34,8.87,B0IVe,443,10,99.60376708,4.880932962,Be*,3.13090994E18,1,1.1233,3130910079365452032,99.60375809426,4.88093325845,1922.389279801330000,1735.995488782310000,2152.151117349400000,1230.067659700280,1,1
0.012416,1.23E-4,1000,V733 Mon,Classical,06 40 01.58,-04 41 55.35,8.72,B2Vpe,,4,100.0065891,-4.698708907,Be*,3.10378004E18,0,0.8627,3103779664311460608,100.00659215922,-4.69871051883,2567.944210317870000,2262.918853338750000,2963.703187058190000,1444.070858445590,1,1
0.064047,0.081346,1001,15 Mon,Classical,06 40 58.66,09 53 44.72,4.64,B1Ve,70,1866,100.2444151,9.895756367,Be*,3.32674011E18,1,,3326740865570982400,100.24441621778,9.89573861041,3216.112711350260000,1875.393707327230000,5348.116305950190000,1128.189196064490,1,1
0.053082,4.2E-5,1002,V737 Mon,Classical,06 42 12.94,-10 29 53.08,8.78,B3Ve,188,2,100.5539158,-10.49807891,Be*,2.9542E18,1,,2954200075246036352,100.55390279009,-10.49807157671,1366.486405508550000,1285.312875950480000,1458.373080045030000,1376.378909495130,1,1
0.082119,7.0E-5,1003,10 CMa,Classical,06 44 28.47,-31 04 13.89,5.222,B2IIIe,205,11,101.1186162,-31.07052282,Be*,5.5843398E18,1,0.2423,5584343695472423296,101.11859642858,-31.07050753781,553.125155425365000,513.152826156695000,599.712316895306000,790.638382050459,1,1
0.084715,1.22E-4,1004,HP CMa,Classical,06 45 31.19,-30 56 56.33,5.8,B2IIIe,,2,101.3799527,-30.94897966,Be*,5.5843398E18,0,,5584339709742678528,101.37993666932,-30.94896056178,655.549817160201000,622.827407384974000,691.829630140207000,803.959305600384,1,1
0.178948,5.6E-5,1005,HD 49319,Classical,06 46 03.22,-39 32 24.92,6.625,B2.5IVne,245,4,101.5134196,-39.54025538,Be*,5.5759302E18,0,0.2107,5575933531029392896,101.51337381132,-39.54022039458,281.234914428496000,278.163980429764000,284.373172377033000,720.482225275248,1,1
0.201426,3.0E-5,1006,V339 Pup,Classical,06 46 12.15,-37 46 31.17,6.193,B6Vne,220,2,101.5506222,-37.77532411,Be*,5.5772101E18,0,0.1328,5577211335339622784,101.55057584338,-37.77528182502,514.259187765263000,502.090973146933000,527.020600517389000,730.901154632814,1,1
0.034974,9.0E-6,1007,V739 Mon,Classical,06 47 57.27,00 46 34.02,8.95,B0.5IVe,270,120,101.9886162,0.776122167,Be*,3.12563998E18,1,0.856,3125642697115465344,101.98860657561,0.77612349771,1536.017836014660000,1431.034583779650000,1657.233111091430000,1232.258132758650,1,1
0.054533,8.2E-5,1008,V715 Mon,Classical,06 49 03.66,01 00 07.43,6.15,B3IIIe,85,153,102.2652327,1.002069526,Star,3.12568011E18,0,0.188,3125675682464035840,102.26522837954,1.00205500692,810.928983906525000,773.188326966182000,852.468803916705000,1209.576092468010,1,1
0.025528,3.7E-5,1009,HD 49585,Classical,06 49 08.26,00 05 22.07,9.13,B0.5IVe,310,4,102.2844083,0.08945165,Be*,3.11345986E18,0,0.9555,3113457634378647808,102.28440166099,0.08944915835,1597.293734275400000,1468.469394573500000,1750.249512698050000,1244.468795713260,1,1
0.133383,1.26E-4,1010,KS CMa,Classical,06 49 15.87,-12 40 04.52,7.26,B5ne,,26,102.316121,-12.6679168,Be*,2.95275002E18,0,0.9515,2952751331235192704,102.31608488890,-12.66790533445,539.602088259343000,527.393071709049000,552.379138471904000,1491.684325673770,1,1
0.156800,0.014579,1011,kap CMa,Classical,06 49 50.46,-32 30 30.52,3.515,B1.5Ve,243,14,102.4602472,-32.50847847,Be*,5.58322E18,1,,5583216210720045568,102.46020046111,-32.50845993618,211.349127933087000,197.220252953157000,227.619905759957000,821.317755478811,1,1
0.019792,7.0E-6,1012,HD 49787,Classical,06 49 55.52,-05 30 47.50,7.54,B1Ve,160,68,102.4813369,-5.51319537,Be*,3.10193011E18,1,0.212,3101933412491704576,102.48133154475,-5.51319402458,1497.171240683840000,1329.476596851060000,1711.883927787060000,1416.610070484490,1,1
0.081525,4.0E-6,1013,HD 49888,Classical,06 50 08.09,-12 35 05.12,7.23,B3e,260,27,102.5337052,-12.58475297,BlueSG*,2.95275992E18,1,0.144,2952758856018716288,102.53368707162,-12.58473883494,749.180263338030000,719.340420650384000,781.554049520537000,1507.561834053520,1,1
0.239069,1.11E-4,1014,HZ CMa,Classical,06 50 23.35,-31 42 21.81,5.743,B6Vnpe,220,33,102.5972825,-31.70605752,Be*,5.58332E18,0,,5583324035874959360,102.59726978492,-31.70599199880,192.428728142646000,188.884031134406000,196.106541499747000,846.812424521859,1,1
0.058700,1.12E-4,1015,KU CMa,Classical,06 50 26.47,-14 06 48.11,7.99,B1.5Vnpe,,28,102.6102967,-14.11336661,Be*,2.94917991E18,0,0.7513,2949181629299363712,102.61028499440,-14.11335490530,1468.226822782020000,1376.373796051690000,1572.935842251460000,1502.936678827760,1,1
0.082746,1.62E-4,1016,V743 Mon,Classical,06 51 33.40,-06 57 59.45,6.583,B7IIIe,60,3348,102.8891625,-6.966512764,Ae*,3.09946995E18,0,0.626,3099471086259621888,102.88914648864,-6.96649615931,376.528387897185000,367.542343369718000,385.956582564290000,1433.677879469920,1,1
0.028524,1.52E-4,1017,V742 Mon,Classical or Herbig,06 51 45.75,05 05 03.86,6.92,B2IIIe,181,148,102.940639,5.08440653,Be*,3.12930987E18,0,0.596,3129309976413271168,102.94063717806,5.08439881723,1082.427970791640000,1029.823150575610000,1140.581683365400000,1049.889640666230,1,1
0.017892,9.9E-5,1018,HD 50209,Classical,06 52 10.36,-00 17 43.94,8.36,B8IVe,200,119,103.0431641,-0.295535083,Be*,3.11328009E18,0,0.524,3113277378890051456,103.04316465423,-0.29554002201,1002.566690414700000,943.232213711186000,1069.704971363850000,1219.080490123150,1,1
0.011796,1.09E-4,1019,HD 50424,Classical,06 52 53.05,-10 00 26.94,8.9,B9e,,3,103.2210443,-10.00747768,Be*,3.05022008E18,0,0.4063,3050221353414493056,103.22104138152,-10.00747925348,1206.803449090210000,1105.690683109760000,1327.827232609750000,1500.057656858260,1,1
0.013273,9.8E-5,1020,KZ CMa,Classical,06 53 52.17,-13 11 09.10,8.68,B2Vnne,230,50,103.4673668,-13.185864,Be*,2.94964005E18,0,0.4663,2949637033271640448,103.46736411614,-13.18586660115,1083.220378442460000,1007.381971734110000,1171.155653982480000,1562.633659645040,1,1
0.094714,1.3E-4,1021,HD 50850,Classical,06 54 09.20,-18 17 10.46,9.22,B3Vnne,310,1,103.5383431,-18.28624817,Be*,2.93387003E18,1,0.391,2933867356468511872,103.53832426282,-18.28622887551,1119.828703363130000,1053.951394922210000,1194.314011323510000,1472.897410736560,1,1
0.107678,5.1E-5,1022,HD 50581,Classical,06 54 13.84,06 41 16.76,7.52,A0IVe,240,199,103.5576497,6.687994015,Star,3.12995996E18,0,0.3737,3129957352540235136,103.55763747609,6.68796667922,596.720117138065000,566.089143703286000,630.788415915825000,991.192430034850,1,1
0.028879,3.9E-5,1023,HD 50696,Classical,06 54 22.15,00 10 54.64,8.87,B1.5IIIe,350,71,103.592293,0.181852983,Be*,3.11331995E18,0,0.341,3113321943473130752,103.59228519996,0.18185485653,1255.328761217370000,1155.263449891090000,1373.916098804170000,1172.047877648780,1,1
0.110619,1.62E-4,1024,LL CMa,Classical,06 54 35.91,-17 55 01.89,7.63,B3Ve,,25,103.6496162,-17.91718918,Be*,2.93392996E18,1,,2933930853266211200,103.64959571582,-17.91716542526,610.190845168605000,587.351156963742000,634.844107851185000,1498.054682236780,1,1
0.051912,1.18E-4,1025,HD 50820,Classical,06 54 42.04,-01 45 23.36,6.27,B3IVe,,226,103.6751776,-1.756475938,Be*,3.11207998E18,0,1.2707,3112084447435446912,103.67517234870,-1.75648936875,2578.050623124960000,1749.791033296850000,4220.125563954820000,1235.682317110920,1,1
0.012453,9.8E-5,1026,HD 50891,Classical,06 54 58.82,-03 42 01.29,8.88,B0.5Ve,220,4,103.7450994,-3.700356543,Be*,3.1027399E18,0,,3102740625824433024,103.74509593859,-3.70035635574,2609.972934894090000,2260.063788826140000,3080.381682187100000,1295.264325433810,1,1
0.042725,5.2E-5,1027,V744 Mon,Classical,06 55 13.65,05 26 02.44,7.85,B1.5Ve,267,137,103.8068694,5.434012225,Be*,3.12951988E18,0,0.05,3129524454196877952,103.80686368843,5.43400180770,831.068462859242000,790.419352025491000,876.038325235849000,1005.679568657180,1,1
0.029326,1.5E-4,1028,V746 Mon,Classical,06 56 19.09,-03 48 25.51,8.06,B1.5IVe,215,64,104.0795187,-3.807083271,Be*,3.10254996E18,0,0.2847,3102550028054340224,104.07951464905,-3.80707619835,1571.654118139240000,1394.067793118810000,1799.420311956080000,1276.910850030390,1,1
0.085976,6.0E-5,1029,HD 50658,Classical,06 56 32.06,46 16 26.39,5.841,B8IIIe,235,222,104.133574,46.27400076,Be*,9.5433301E17,0,0.341,954333422410452096,104.13355454481,46.27402049629,315.254336376055000,307.317393267815000,323.604292408378000,532.493530776179,1,1
