angDist,#,Be star,Category,RA,DEC,V,Type,vsini,Nb of spectra in BeSS,main_id,_RAJ2000_Simbad,_DEJ2000_Simbad,main_type,other_types,radvel,redshift,sp_type,plx,pmra,pmdec,B,V,R,J,H,K,u,g,r,i,z
0.040781,904,HD 246537,Classical,05 42 40.50,26 20 43.13,9.48,Be,,2,HD 246537,85.6687517189,26.3453251118,Em*,Em*|*  |IR,,,Be,1.3674,-2.05,-2.95,9.48,9.48,,9.389,9.42,9.388,,,,,
0.068997,906,BD+37 1292,Classical,05 42 50.38,37 59 02.76,9.23,B3Vpe,,1,BD+37  1292,85.7099409413,37.9840988763,Be*,Be*|Em*|*  |IR,0.7,0.000002,B3V:e:p:,0.8758,1.24,-3.18,9.32,9.23,,8.713,8.734,8.686,,,,,
0.453732,907,[MLD95] LMC 2-195,Classical,05 43 11.30,-68 02 09.96,15.42,Be,,0,[MLD95] LMC 2-195,85.7972108333,-68.0362166667,Star,*,,,,,,,15.37,15.42,,,,,,,,,
0.036416,909,V731 Tau,Classical,05 43 19.50,23 12 15.74,6.227,B2.5Ve,160,202,HD  37967,85.8312605796,23.2043750103,Be*,Be*|V* |Em*|IR |UV |*,16.4,0.000055,B2.5Ve,3.275,6.18,-14.72,6.15,6.21,,5.771,5.803,5.703,,,,,
0,911,[O96] D301NW-14,Classical,05 43 23.88,-67 47 48.70,15.553,B2.2Ve,,0,[O96] D301NW-14,85.8495000000,-67.7968611111,Star,*,,,B2.2Ve,,,,15.405,15.553,,,,,,,,,
0.008045,912,V1165 Tau,Classical,05 43 39.06,25 26 22.36,6.82,B1Vpe,,252,HD  38010,85.9127502519,25.4395466676,Be*,V* |IR |*  |Em*|UV |Be*,20,0.000067,B1Vep,1.4308,-0.64,-2.14,6.83,6.82,,6.389,6.29,6.014,,,,,
0.19965,914,AX J0544.1-7100,Classical,05 44 05.18,-71 00 50.62,15.235,Be,,0,RX J0544.1-7100,86.0216820963,-71.0141063132,HMXB,X  |Be*|gam|*  |IR |HXB|Psr,,,B0Ve,0.0179,1.94,0.82,15.292,15.235,,15.133,15.025,15.168,,,,,
0.041004,915,[BM83] X0544-665,Classical,05 44 15.50,-66 33 50.04,15.4,B1Ve,,0,1RXS J054450.0-663445,86.0645829167,-66.5638886111,HMXB,HXB|X  |gam,,,B0Ve,,,,15.2,15.4,,,,,,,,,
0.118327,916,[MLD95] LMC 2-107,Classical,05 44 25.70,-68 05 20.04,15.03,Be,,0,[MLD95] LMC 2-107,86.1070025000,-68.0889130556,Star,*,,,Be,,,,14.87,15.03,,,,,,,,,
0.053449,917,HD 246878,Classical,05 44 27.72,27 13 47.66,9.37,B0.5Vpe,,2,HD 246878,86.1155166969,27.2299054274,Be*,Em*|UV |Be*|** |IR |*,7,0.000023,B1.5IVe,,-2.84,-6.37,9.45,9.37,,8.967,8.937,8.956,,,,,
0.073118,917,HD 246878,Classical,05 44 27.72,27 13 47.66,9.37,B0.5Vpe,,2,TYC 1870-1836-1,86.1155166667,27.2299194444,Star,** |** |*,,,,,-3.3,-1.9,9.46,9.36,,,,,,,,,
0.049017,918,HD 38191,Classical,05 44 56.24,21 27 38.47,8.6,B1Vne,,7,HD  38191,86.2343187088,21.4606857369,Be*,Be*|Em*|*  |UV |IR,-1.3,-0.000004,B1V,0.5694,-0.99,-1.03,8.76,8.6,,8.395,8.38,8.398,,,,,
0.114252,919,HD 247525,Classical,05 47 23.91,26 23 46.51,10.79,B5e,,2,HD 247525,86.8496603600,26.3962507756,Em*,Em*|*  |IR,,,B5e,0.6273,1.9,-2.92,10.95,10.79,,9.904,9.711,9.518,,,,,
0.054671,920,HD 38856,Classical,05 48 45.97,00 43 32.04,7.25,B5Ve,179,106,HD  38856,87.1915266123,0.7255686737,Star,*  |UV |IR,,,B5III,2.5507,-2.66,0.67,7.11,7.25,,7.35,7.384,7.274,,,,,
0.009137,921,V438 Aur,Classical,05 48 53.65,29 08 10.02,8.05,B3pshe,,13,HD  38708,87.2235392019,29.1361153223,Be*,Be*|V* |Em*|*  |UV |IR,-12.5,-0.000042,B3/4Vn(e),0.815,-0.65,-1.72,8.16,8.22,,7.959,8.015,8.035,,,,,
0.019913,922,HD 39018,Classical,05 50 32.28,18 01 34.90,7.72,B9e,190,55,HD  39018,87.6345055711,18.0263627025,Be*,Em*|UV |*  |IR,25.7,0.000086,B9,2.8777,-2.53,-7.21,7.64,7.72,,7.76,7.898,7.833,,,,,
0.025354,923,HD 248390,Classical,05 51 44.98,26 25 39.45,9.93,B5e,,2,HD 248390,87.9374242125,26.4276269844,Em*,Em*|*  |IR,,,B5e,0.9306,0.65,-5.13,10.35,9.93,,9.474,9.33,9.15,,,,,
0.043282,924,V593 Tau,Classical,05 53 06.09,26 26 43.46,8.13,B3Ve,,37,HD  39340,88.2753874811,26.4454011208,Be*,Be*|V* |Em*|UV |IR |*,-7.5,-0.000025,B3V,1.0987,-1.21,-5.71,8.17,8.13,,7.594,7.579,7.255,,,,,
0.02708,925,HD 39557,Classical,05 53 27.14,00 46 45.16,9.07,B5IIIe,,2,HD  39557,88.3630794757,0.7792175690,Be*,Be*|Em*|*  |IR,,,B9IV/V,1.8832,2.87,-2,9.48,9.07,,7.758,7.628,7.474,,,,,
0.03026,926,V1167 Tau,Classical,05 53 31.10,25 44 32.07,8.48,B1Vnne,,6,HD 248753,88.3795922030,25.7422442788,Be*,Be*|V* |Em*|UV |*  |IR,76.6,0.000256,B1Vnne,0.7751,-0.82,-3.83,8.58,8.48,,7.521,7.361,,,,,,
0.025648,927,HD 39478,Classical,05 53 59.85,26 25 21.11,8.25,B2Ve,,25,HD  39478,88.4993672525,26.4225289367,Be*,Be*|Em*|*  |UV |IR,23.1,0.000077,B2Vn,0.9597,0.25,-2.42,8.31,8.25,,7.811,7.691,7.563,,,,,
0.129968,928,HD 249179,Classical,05 55 55.05,28 47 06.38,10,B5ne,,2,HD 249179,88.9793369631,28.7851194131,HMXB,HXB|X  |gam|IR |Em*|*,34,0.000113,B5ne,0.3867,0.61,-2.72,10.11,10,,10.97,10.91,10.872,,,,,
0.062867,929,HD 40193,Classical,05 56 22.48,-22 39 00.07,9.19,B8Vne,,1,HD  40193,89.0936855317,-22.6500180859,Be*,Be*|*  |UV |IR,,,B8Vn(e),1.1702,-1.69,-1.57,9.08,9.19,,9.307,9.293,9.26,,,,,
0.043496,930,HD 249695,Classical,05 58 35.32,30 12 25.89,9.16,B1Vnnpe,,2,HD 249695,89.6471713342,30.2072030558,Be*,Be*|Em*|UV |*  |IR,,,B1:V:nnpe,0.6919,0.8,-3.6,9.24,9.16,,8.822,8.801,8.744,,,,,
0.074077,931,HD 250028,Classical,05 59 53.55,25 05 19.03,9.14,B2Vnnpe,,2,HD 250028,89.9731404527,25.0886345295,Be*,Be*|Em*|UV |*  |IR,-57.1,-0.00019,B2:V:nep,0.7792,0.79,-3.43,9.24,9,,8.233,8.083,8.156,,,,,
0.052081,932,HD 250163,Classical,06 00 11.61,19 11 33.62,9.77,B1.5Vnpe,,2,HD 250163,90.0483892914,19.1926774304,Be*,Be*|Em*|*  |IR |*,,,OBe,0.3499,0.52,-1.81,10.3,9.9,9.51,8.002,7.763,7.437,,10.14,9.57,9.14,
0.008729,933,HD 250289,Classical,06 01 05.87,23 20 20.39,8.23,B2IIIe,,8,HD 250289,90.2744568070,23.3389952436,Be*,Be*|Em*|*  |** |*iC|IR,12.6,0.000042,B2III:e,0.4325,0.23,-2.25,8.71,8.23,,6.917,6.771,6.614,,,,,
0.086787,934,HD 250980,Classical,06 03 34.24,09 39 54.66,9.56,B0e,,2,HD 250980,90.8926903535,9.6651773401,Be*,Be*|Em*|*  |IR,-1,-0.000003,B2ne,0.317,0.43,-2.64,9.7,9.56,,8.915,8.762,8.572,,,,,
0.183495,935,HD 250854,Classical,06 03 34.97,22 19 38.50,11.6,B5e,,0,HD 250854,90.8957327478,22.3274068056,Em*,Em*|*  |V* |IR,,,B5e,0.4761,-1.02,-2.08,,11.6,,10.438,10.315,10.197,,,,,
0.056228,936,V696 Mon,Classical,06 04 13.50,-06 42 32.18,5.251,B2Vne,358,220,HD  41335,91.0562592187,-6.7089515431,Be*,Be*|V* |UV |*  |Em*|SB*|SB*|** |IR,24.1,0.00008,B3/5Vnne,2.1242,-5.64,3.62,5.14,5.21,5.13,5.03,5.01,4.77,,,,,
0.918854,937,[KW97] 26-56,Classical,06 04 21.79,28 38 39.84,11.51,Be,,1,TYC 1876-1473-1,91.0908216451,28.6446538775,Em*,Em*|*  |IR,,,Be,0.3194,0.9,-2.87,11.6,11.51,11.52,11.194,11.155,11.088,,,,,
0.013085,938,V447 Aur,Classical,06 04 38.41,46 35 06.40,7.29,B3Ve,,83,HD  40978,91.1600378466,46.5851136249,Be*,V* |Be*|UV |Em*|*  |IR,-3.4,-0.000011,B3Ve,1.5633,-2.38,-2.98,7.189,7.286,,7.129,7.044,6.899,,,,,
0.044813,941,HD 251726,Classical,06 06 54.37,19 02 04.06,9.34,B1Ve,,2,HD 251726,91.7265285076,19.0344615668,Be*,Be*|Em*|IR |*  |*,35,0.000117,B1V:e,0.3943,-0.43,-1.14,9.96,9.72,9.34,7.898,7.644,7.332,,,,8.87,
0.007453,942,HD 42054,Classical,06 07 03.67,-34 18 43.28,5.843,B4IVe,,7,HD  42054,91.7652899829,-34.3120206886,Em*,Em*|IR |*  |V* |UV |X,18,0.00006,B5Ve,2.971,1.94,-0.56,5.709,5.836,,5.866,5.838,5.699,,,,,
0.024418,943,HD 42406,Classical,06 10 36.74,03 52 18.19,7.99,B4IVe,300,31,HD  42406,92.6530897140,3.8717171038,Em*,Em*|UV |*  |IR,,,B5V,2.084,-2.84,-1.17,8.12,7.99,,7.573,7.572,7.553,,,,,
0.01559,944,HD 42477,Classical,06 11 27.91,13 38 18.82,6.042,A0Vnne,,47,HD  42477,92.8662955866,13.6385631706,Star,*  |UV |IR,10.2,0.000034,A0Vnn,6.1342,-3.64,-17.97,6.05,6.036,,5.881,5.878,5.871,,,,,
0.080929,945,HD 253084,Classical,06 11 33.36,14 14 19.97,9.21,B5e,,2,HD 253084,92.8890229882,14.2388775759,Em*,Em*|*  |IR,,,B5e,0.9123,0.04,-1.69,9.34,9.21,,8.707,8.685,8.608,,,,,
0.006647,946,69 Ori,Classical,06 12 03.28,16 07 49.46,4.947,B5Vne,285,716,* f01 Ori,93.0136647904,16.1304059564,Be*,Em*|*  |UV |IR |Be*,22,0.000073,B5Vn,6.17,5.49,-16.8,4.8,4.92,4.94,5.167,5.296,5.289,,,,,
0.090178,947,HD 253215,Classical,06 12 13.87,20 00 03.39,10.76,Be,,2,HD 253215,93.0577813792,20.0009647756,Be*,*,26.4,0.000088,Be,0.7732,-0.88,-2.91,10.81,10.69,10.76,10.412,10.444,10.393,,10.92,10.74,10.81,
0.042051,948,HD 253214,Classical,06 12 16.60,20 05 09.73,9.54,B1.5Vnne,,3,HD 253214,93.0691620660,20.0860469635,Be*,Be*|Em*|*  |IR,25.3,0.000084,B2Vnn,0.4238,0.25,-1.8,9.72,9.54,,8.929,8.917,8.911,,,,,
0.025194,949,HD 42529,Classical,06 12 39.85,32 58 21.54,8.23,B9e,250,8,HD  42529,93.1660338121,32.9726523573,Be*,Em*|*  |UV |IR,-11,-0.000037,B9V,2.1059,-4.19,-2.95,8.22,8.23,,8.087,8.09,8.079,,,,,
0.042765,950,HD 43122,Classical,06 12 49.90,-37 04 53.28,8.18,B1Ve,265,4,HD  43122,93.2079111864,-37.0814777121,Be*,Be*|Em*|*  |UV |IR |Be*,,,B1Ve,1.7411,-2.83,5.48,8.1,8.18,,8.401,8.476,8.478,,,,,
0.060261,951,HD 253339,Classical,06 13 01.99,24 02 34.65,10.41,Be,,1,HD 253339,93.2583090324,24.0429529768,Em*,Em*|*  |V* |IR,,,Be,0.4406,0.21,-2.06,10.75,10.41,,8.938,8.676,8.356,,,,,
0.023372,952,V1390 Ori,Classical,06 13 42.18,08 42 44.60,8.1,B2Ve,,30,HD  42908,93.4257435972,8.7123903355,Be*,Be*|V* |Em*|UV |*  |IR,-22,-0.000073,B2Ve,1.2328,-0.53,-2.14,8.06,8.1,,8.031,8.054,7.836,,,,,
0.025274,953,HD 253659,Classical,06 13 54.17,16 31 05.05,9.16,B0.5Vnne,,2,HD 253659,93.4757012540,16.5180712397,Be*,Be*|Em*|UV |*  |IR |*,27.8,0.000093,OB+e,0.4793,-0.55,-0.9,9.78,9.68,9.36,8.391,8.327,8.189,,9.88,9.5,9.07,
0.038617,954,HD 43264,Classical,06 15 35.70,07 39 08.16,7.51,B9IIIe,288,119,HD  43264,93.8987606910,7.6522683396,**,*  |UV |IR |**,12.9,0.000043,B9,0.6065,-1,-3.05,7.49,7.51,,7.463,7.491,7.482,,,,,
0.044787,955,HD 43285,Classical,06 15 40.18,06 03 58.20,6.05,B5IVe,260,209,HD  43285,93.9174042711,6.0661683525,Be*,Be*|Em*|UV |*  |IR |Be*|Be*,28,0.000093,B6Ve,4.4575,-0.98,-17,5.94,6.07,,6.285,6.336,6.381,,,,,
0.033736,956,HD 43789,Classical,06 15 56.56,-44 37 10.68,8.55,B6.5Ve,255,3,HD  43789,93.9856791830,-44.6196362399,Be*,Be*|Em*|*  |UV |IR |Be*,,,B6/B7Ve,1.0241,-10.5,8.08,8.45,8.55,,8.628,8.576,8.57,,,,,
0.022205,957,HD 43544,Classical,06 16 07.69,-16 37 04.82,5.959,B2.5Ve,260,103,HD  43544,94.0320480730,-16.6180061571,Be*,Be*|V* |Em*|*  |UV |IR |Be*,13.6,0.000045,B2/B3Ve,3.1576,-8.44,0.74,5.75,5.91,5.95,6.293,6.346,6.401,,,,,
0.060998,958,HD 254647,Classical,06 17 34.61,11 11 27.31,10.01,Bpe,,1,HD 254647,94.3942254167,11.1909169444,Be*,Be*|Em*|*  |IR,,,Bpe,0.8,-0.67,-0.11,10.4,10.01,,8.869,8.596,8.323,,,,,
0.19363,958,HD 254647,Classical,06 17 34.61,11 11 27.31,10.01,Bpe,,1,TYC  735-430-2,94.3941541667,11.1909277778,Star,*,,,,,1.2,1,11.24,10.77,,,,,,,,,
0.053109,959,HD 43703,Classical,06 18 39.44,23 00 28.55,8.65,B1IVpe,,5,HD  43703,94.6643173914,23.0079290337,Be*,Be*|Em*|*  |IR,6,0.00002,B1IVp(e),0.7074,0.73,-1.62,8.98,8.65,,7.567,7.475,7.364,,,,,
0.015908,961,HD 43913,Classical,06 18 58.46,04 11 28.73,7.86,Be,,52,HD  43913,94.7435789429,4.1913144839,Be*,Em*|UV |*  |IR |Be*,,,B8IV/V,1.4443,-0.87,-1.69,7.97,7.86,,7.564,7.582,7.464,,,,,
0.010657,962,V963 Ori,Classical,06 19 16.88,20 34 47.76,8.49,B2IIpe,,7,HD  43837,94.8203303200,20.5799324360,PulsV*,V* |Em*|*  |UV |IR |Pu*,143.45,0.000479,B2Ibp?,0.0274,-0.14,-0.45,8.99,8.49,,7.114,6.912,6.786,,,,,
0.00478,963,HD 44506,Classical,06 20 36.24,-34 08 38.92,5.525,B1.5Ve,220,7,HD  44506,95.1509999909,-34.1441431166,Be*,Be*|Em*|UV |*  |IR |V*,54,0.00018,B3V,1.6226,0.47,20.6,5.336,5.521,,5.957,6.072,6.111,,,,,
0.057346,964,FR CMa,Classical,06 21 24.72,-11 46 23.66,5.585,B1Vpe,242,129,HD  44458,95.3529837412,-11.7732382565,Be*,Be*|V* |Em*|** |UV |*  |IR |X  |*,16,0.000053,B1.5IVe,1.603,-4.47,1.54,5.56,5.55,5.38,5.22,5.15,4.88,,,,7.25,
0.023157,965,HD 44637,Classical,06 23 24.68,15 06 06.43,8,B2Vpe,,7,HD  44637,95.8528398924,15.1017872402,Be*,Be*|Em*|UV |*  |IR |*,36,0.00012,OB-e,1.1254,-1.36,-3,9.22,9.13,8.73,7.33,7.247,7.061,,,,,
0.019802,966,HD 256577,Classical,06 24 00.18,08 18 02.49,9.77,B2IVpe,,31,HD 256577,96.0007447773,8.3006935506,Be*,Be*|Em*|*  |UV |IR,11,0.000037,B1V,0.2856,-0.32,-0.76,9.79,9.77,,9.634,9.592,9.556,,,,,
0.047651,967,HD 44783,Classical,06 24 02.28,08 53 06.04,6.24,B9IIIe,226,220,HD  44783,96.0095129451,8.8850145201,Star,*  |IR |UV,2.3,0.000008,B8Vn,3.8082,-11.19,-9.49,6.155,6.219,,6.315,6.343,6.307,,,,,
0.024192,968,PY Gem,Classical,06 24 03.89,25 25 01.21,8.46,B1Vne,,8,HD  44674,96.0162153870,25.4170049152,Be*,Be*|V* |Em*|*  |UV |IR,-4,-0.000013,B1Vne,0.7165,1.16,-1.02,8.54,8.46,,8.042,7.916,7.752,,,,,
0.045232,969,HD 44996,Classical,06 24 20.58,-12 57 42.98,6.12,B6.5Ve,38,123,HD  44996,96.0857394595,-12.9619316532,Be*,Be*|Em*|** |*  |UV |IR,68,0.000227,B2.5Ve,2.406,-3.8,2.15,6.04,6.12,,6.207,6.302,6.269,,,,,
0.038551,970,BD-21 1449,Classical,06 25 16.94,-21 20 04.33,10.49,Be,,1,BD-21  1449,96.3205930496,-21.3345303873,Em*,Em*|*  |IR,,,Be,0.2497,-4.48,3.44,10.47,10.49,,10.246,10.132,9.857,,,,,
0.006841,971,HD 45260,Classical,06 26 06.35,-09 23 50.63,9.05,B8e,,2,HD  45260,96.5264580172,-9.3973990966,Be*,Be*|Em*|UV |*  |IR,,,B3ne,0.9407,-4.15,0.99,9.07,9.05,,8.888,8.878,8.769,,,,,
0.027799,972,PZ Gem,Classical,06 27 15.78,14 53 21.22,6.64,O9pe,,782,HD  45314,96.8157420121,14.8892275917,Be*,V* |Em*|UV |*  |IR |** |Be*,-25.18,-0.000084,O9:npe,1.2092,-0.41,-0.95,6.79,6.64,,5.906,5.761,5.534,,,,,
0.036013,974,HD 257473,Classical,06 27 36.15,18 15 47.69,9.57,B5e,,2,HD 257473,96.9006212505,18.2632565708,Be*,Em*|*  |IR |V*,29.9,0.0001,B5e,0.736,-3.34,-1.11,9.6,9.57,9.63,9.379,9.378,9.362,,,,,
0.030371,975,FS CMa,Classical,06 28 17.42,-13 03 11.14,8.05,Bpshe,,378,HD  45677,97.0725915671,-13.0530918304,Be*,V* |IR |Be*|Em*|UV |smm|*,21.6,0.000072,B2IV/V[e],1.6029,1.32,1.71,8.52,8.5,8.11,7.242,6.347,4.778,,,,,
0.045898,976,HD 45626,Classical,06 28 22.58,-04 27 43.72,9.25,B7pshe,,1,HD  45626,97.0940955262,-4.4621482892,Be*,Be*|Em*|** |*  |*iC|UV |IR,,,B5Ib,0.577,-0.03,0.5,9.29,9.24,,9.005,8.999,8.969,,,,,
0.0319,977,IY CMa,Classical,06 28 39.24,-32 22 16.60,5.74,B3Ve,275,4,HD  45871,97.1635104794,-32.3712773508,Be*,Be*|V* |Em*|** |UV |IR |Be*|*,25.9,0.000086,B3Ve,3.78,-2.94,8.22,5.57,5.74,,6.018,6.113,6.091,,,,,
0.032024,977,IY CMa,Classical,06 28 39.24,-32 22 16.60,5.74,B3Ve,275,4,Gaia DR2 2892312723242963072,97.1635104982,-32.3712784933,Star,,,,,2.6459,-0.71,8.51,,,,,,,,,,,
0.084641,977,IY CMa,Classical,06 28 39.24,-32 22 16.60,5.74,B3Ve,275,4,HD  45871A,97.1634734917,-32.3712849556,**,,,,,,-16.2,4.3,5.73,5.89,,,,,,,,,
0.414681,977,IY CMa,Classical,06 28 39.24,-32 22 16.60,5.74,B3Ve,275,4,Gaia DR2 2892312723240653312,97.1633931736,-32.3713493875,Star,,,,,,,,,,,,,,,,,,
0.010798,978,bet Mon A,Classical,06 28 49.07,-07 01 59.02,4.62,B3Ve,330,146,* bet Mon,97.2044571100,-7.0330583683,**,IR |** |UV |** |*,17.2,0.000057,B4Ve+B2Vn(e)+B3V:nne,4.82,-6.86,-2.76,3.59,3.74,3.75,,3.86,3.76,,,,,
0.018161,978,bet Mon A,Classical,06 28 49.07,-07 01 59.02,4.62,B3Ve,330,146,* bet Mon A,97.2044533686,-7.0330600298,Be*,** |*  |UV |Em*|V* |Be*,20,0.000067,B4Veshell,5.2153,-5.02,-2.86,4.5,4.6,,,,4.03,,,,,
0.054592,979,nu Gem,Classical,06 28 57.79,20 12 43.69,4.14,B6IIIe,160,660,* nu. Gem,97.2407755592,20.2121348956,Be*,Be*|V* |Em*|IR |** |*,39.4,0.000131,B6IVe,5.99,-6.82,-13.1,4,4.14,4.17,4.47,4.43,4.346,,,,,
0.022363,980,V725 Mon,Classical,06 30 17.63,02 50 52.42,8.87,B0.5IVe,164,25,HD  45901,97.5734521137,2.8478944402,Be*,V* |Be*|*iC|Em*|*  |UV |IR |Be*|Be*,12,0.00004,B0-1Ve,0.425,0.17,-1.36,9.12,8.87,,8.03,7.839,7.652,,,,,
0.04139,981,AX Mon,Classical,06 30 32.94,05 52 01.20,6.74,B2IIIpshev,,305,HD  45910,97.6372385543,5.8670015964,Be*,Be*|V* |Em*|IR |*iC|UV |SB*|*,5,0.000017,B2IIIe,0.8944,0.3,-1.34,7.18,6.85,6.31,5.147,4.741,4.42,,,,,
0.03232,982,HD 46131,Classical,06 30 38.52,-22 19 18.52,7.15,B4Ve,275,3,HD  46131,97.6605096959,-22.3218114990,Be*,Be*|*  |UV |IR |Be*,24,0.00008,B3Ve,1.6691,-2.76,1.42,6.98,7.15,,7.486,7.619,7.618,,,,,
0.030733,983,HD 45995,Classical,06 31 09.56,11 15 04.96,6.14,B2Vnne,255,91,HD  45995,97.7898420305,11.2513774327,Be*,Be*|Em*|UV |** |*  |IR |X,22.9,0.000076,B1.5Vne,1.4975,3.93,-1.74,6.06,6.14,,6.042,5.973,5.782,,,,,
0.118289,984,HD 258782,Classical,06 31 09.62,11 15 21.07,9.09,B9IVe,,2,HD 258782,97.7901168245,11.2558519235,Star,*  |** |IR,6,0.00002,,1.4787,2.9,-3,9.06,9.09,,9.169,9.172,9.167,,,,,
0.353648,985,Cl* NGC 2244 PS 26,Classical,06 31 29.75,04 54 49.45,11.41,B7Ve,,0,EM* GGA  395,97.8740062405,4.9136502509,Em*,*iC|*iA|IR |*  |X  |Em*,,,B7Ve,0.6398,-2.11,0.17,11.72,11.41,11.94,11.449,10.887,9.69,,12.458,12.332,12.304,
0.006008,986,mu Pic,Classical,06 31 58.31,-58 45 13.81,5.707,B9Ve,,5,* mu. Pic,97.9929615475,-58.7538361825,**,UV |IR |** |*,0.4,0.000001,B9IVn,5.1508,-1.64,1.55,5.57,5.64,,5.721,5.766,5.72,,,,,
0.187864,987,Cl* NGC 2244 JOHN 33,Classical,06 32 15.48,04 55 20.21,12.006,B6Vne,,0,2MASS J06321548+0455203,98.0645110688,4.9223315615,YSO,*iA|*  |X  |*iC|IR,90.5,0.000302,B6Vne,0.6076,-1.54,0.09,12.322,12.006,11.5,11.148,10.998,10.958,,12.059,11.925,11.888,
0.338394,988,Cl* NGC 2244 PS 543,Classical,06 32 41.76,04 53 38.11,12.806,B8Ve,,0,EM* GGA  398,98.1739526454,4.8940007437,Em*,*iA|Em*|*  |*iC|IR,118,0.000394,B8Ve,0.5787,-1.39,0.19,13.132,12.806,,11.927,11.822,11.664,,,,,
0.030116,989,V728 Mon,Classical,06 32 43.23,-07 30 32.29,8.05,B1.5IVe,300,72,HD  46380,98.1801325172,-7.5089656447,Be*,Be*|V* |Em*|*  |UV |IR |Be*|*,14.7,0.000049,B2/B3IVne,0.9624,-2.07,1.01,8.43,8,8.84,6.92,6.725,6.41,,,,7.81,
0.100942,990,HD 259440,Classical,06 32 59.25,05 48 01.18,9.12,B0pe,,3,HD 259440,98.2469027601,5.8003229349,HMXB,Be*|Em*|UV |IR |*  |*iC|X  |gam|Rad|HXB,7.6,0.000025,B0pe,0.3625,0.05,-0.86,9.58,9.12,,7.64,7.39,6.966,,,,,
0.037469,991,QQ Gem,Classical,06 33 05.59,16 56 55.53,7.64,Be,,137,HD  46264,98.2733022892,16.9487560795,Be*,V* |*  |UV |IR |EB*,0.2,0.000001,Be,1.7849,-2.19,-0.97,7.64,7.855,,7.531,7.522,7.452,,,,,
0.021224,992,HD 259597,Classical,06 33 32.23,08 20 08.08,8.59,B0.5Vnne,,4,HD 259597,98.3842975170,8.3355766602,Be*,Be*|Em*|*  |*iC|UV |IR,66.8,0.000223,B0.5:V:nne,0.7991,-0.96,-0.17,8.72,8.6,,7.954,7.779,7.554,,,,,
0.043973,994,HD 259631,Classical,06 33 43.42,08 02 10.00,9.61,B5e,,17,HD 259631,98.4309043794,8.0361100284,Be*,Be*|Em*|UV |*  |IR,,,B1Vnne,0.6853,-1.34,-1.49,9.64,9.61,,9.058,8.939,8.74,,,,,
0.011658,995,HD 46484,Classical,06 33 54.41,04 39 44.61,7.65,B0.5IVe,120,104,HD  46484,98.4767050866,4.6623917920,Star,*iC|IR |*  |UV,18,0.00006,B2Ib,0.6469,-0.78,0.93,8.1,7.74,,6.996,6.95,6.866,,,,,
0.010532,996,HD 47054,Classical,06 36 35.33,-05 12 40.11,5.57,B7IIIe,219,189,HD  47054,99.1472070657,-5.2111390274,Be*,Be*|Em*|IR |*  |UV,27,0.00009,B8IVe,4.4762,4.66,-15.58,5.44,5.52,,5.604,5.623,5.607,,,,,
0.011237,997,HD 47202,Classical,06 36 51.93,-12 51 04.89,9.16,B6Vne,,1,HD  47202,99.2163780349,-12.8513593271,Em*,Em*|*  |UV |IR,,,B5/7Vne,1.016,-4.11,0.05,9.18,9.16,,9.005,8.994,8.905,,,,,
0.064509,998,HD 47160,Classical,06 37 05.74,-02 10 44.53,7.11,B8IVe,149,69,HD  47160,99.2739343797,-2.1790333194,Star,*  |UV |IR,,,B8/9V,2.6883,-6.73,-2.17,7.05,7.11,,7.119,7.189,7.156,,,,,
0.064056,999,HD 47359,Classical,06 38 24.90,04 52 51.34,8.87,B0IVe,443,10,HD  47359,99.6037670833,4.8809329622,Be*,Be*|Em*|*iC|*  |UV |IR,-2,-0.000007,B0.5IVnn,0.4936,-2.08,0.07,9.11,8.87,,8.28,8.158,7.971,,,,,
0.02067,1000,V733 Mon,Classical,06 40 01.58,-04 41 55.35,8.72,B2Vpe,,4,HD  47761,100.0065890656,-4.6987089069,Be*,V* |Em*|*  |UV |IR |Be*,29,0.000097,B3(II)e,0.3618,0.72,-0.37,8.83,8.72,,8.322,8.255,8.233,,,,,
0.006213,1001,15 Mon,Classical,06 40 58.66,09 53 44.72,4.64,B1Ve,70,1866,*  15 Mon,100.2444151204,9.8957563668,Be*,V* |IR |UV |X  |*iC|Em*|SB*|Ir*|pr*|** |SB*|*  |Be*,22,0.000073,O7V+B1.5/2V,3.55,-2.61,-1.61,4.4,4.64,,5.202,5.322,5.34,,,,,
0.005121,1002,V737 Mon,Classical,06 42 12.94,-10 29 53.08,8.78,B3Ve,188,2,HD  48282,100.5539157882,-10.4980789082,Be*,Be*|V* |Em*|UV |*  |IR |Be*,24,0.00008,B3Ve,0.7056,-2.97,1.7,9.04,8.78,,7.879,7.777,7.557,,,,,
0.028181,1003,10 CMa,Classical,06 44 28.47,-31 04 13.89,5.222,B2IIIe,205,11,*  10 CMa,101.1186162227,-31.0705228185,Be*,Be*|V* |Em*|** |UV |IR |*,34,0.000113,B2V,1.7924,-3.94,3.55,5.08,5.17,5.15,5.28,5.22,4.98,,,,,
0.017571,1004,HP CMa,Classical,06 45 31.19,-30 56 56.33,5.8,B2IIIe,,2,HD  49131,101.3799527395,-30.9489796575,Be*,V* |Be*|UV |IR |*  |** |Be*,7,0.000023,B1.5Vne,1.5012,-3.2,4.44,5.55,5.68,7.15,6.306,6.368,6.394,,,,,
