angDist,#,Be star,Category,RA,DEC,V,Type,vsini,Nb of spectra in BeSS,main_id,_RAJ2000_Simbad,_DEJ2000_Simbad,main_type,other_types,radvel,redshift,sp_type,plx,pmra,pmdec,B,V,R,J,H,K,u,g,r,i,z
0.008224,1005,HD 49319,Classical,06 46 03.22,-39 32 24.92,6.625,B2.5IVne,245,4,HD  49319,101.5134196199,-39.5402553769,Be*,Be*|Em*|UV |*  |IR |Be*,13.2,0.000044,B2/B3IVne,3.5274,-8.21,8.13,6.483,6.617,,6.804,6.85,6.826,,,,,
0.008558,1006,V339 Pup,Classical,06 46 12.15,-37 46 31.17,6.193,B6Vne,220,2,HD  49336,101.5506222103,-37.7753241118,Be*,V* |Be*|UV |IR |Be*|*,15,0.00005,B6Vne,1.917,-8.51,9.82,6.072,6.192,,6.281,6.284,6.179,,,,,
0.037365,1007,V739 Mon,Classical,06 47 57.27,00 46 34.02,8.95,B0.5IVe,270,120,HD  49330,101.9886161974,0.7761221674,Be*,Be*|V* |Em*|*  |UV |IR |Be*,-1.2,-0.000004,Bnn(e),0.6246,-2.24,0.31,9.14,8.95,,8.667,8.695,8.589,,,,,
0.065416,1008,V715 Mon,Classical,06 49 03.66,01 00 07.43,6.15,B3IIIe,85,153,HD  49567,102.2652327227,1.0020695261,Star,V* |UV |IR |*,23.2,0.000077,B2.5III,1.2079,-1.01,-3.37,6.001,6.15,,6.357,6.47,6.475,,,,,
0.053392,1009,HD 49585,Classical,06 49 08.26,00 05 22.07,9.13,B0.5IVe,310,4,HD  49585,102.2844082898,0.0894516499,Be*,Be*|Em*|*  |UV |IR |Be*,,,B5Ib/II(e),0.6004,-1.54,-0.58,9.18,9.13,,8.882,8.912,8.912,,,,,
0.023991,1010,KS CMa,Classical,06 49 15.87,-12 40 04.52,7.26,B5ne,,26,HD  49699,102.3161210356,-12.6679167955,Be*,Be*|V* |Em*|*  |UV |IR,,,B9e,1.8258,-5.93,3.18,7.33,7.26,,6.528,6.287,6.104,,,,,
0.008876,1011,kap CMa,Classical,06 49 50.46,-32 30 30.52,3.515,B1.5Ve,243,14,* kap CMa,102.4602471929,-32.5084784672,Be*,V* |IR |UV |*  |Be*|Em*|Be*,14,0.000047,B1.5Ve,4.95,-8.84,3.73,3.68,3.89,3.91,3.68,3.64,3.5,,,,,
0.013214,1012,HD 49787,Classical,06 49 55.52,-05 30 47.50,7.54,B1Ve,160,68,HD  49787,102.4813369019,-5.5131953701,Be*,Be*|Em*|*  |UV |IR,9.9,0.000033,B1V:ep,0.6479,-1.24,0.31,7.49,7.54,,7.7,7.836,7.828,,,,,
0.014413,1013,HD 49888,Classical,06 50 08.09,-12 35 05.12,7.23,B3e,260,27,HD  49888,102.5337052011,-12.5847529703,BlueSG*,Em*|*  |V* |UV |IR,3,0.00001,B5Iab/b,1.3092,-3.79,3.42,7.045,7.17,8.42,7.473,7.486,7.438,,,,,
0.028335,1014,HZ CMa,Classical,06 50 23.35,-31 42 21.81,5.743,B6Vnpe,220,33,V* HZ CMa,102.5972824642,-31.7060575244,Be*,Be*|V* |** |UV |Em*|*  |El*|IR,13,0.000043,B6IVe+A,5.1709,-2.51,15.22,5.829,5.747,,4.889,4.295,4.252,,,,,
0.020028,1015,KU CMa,Classical,06 50 26.47,-14 06 48.11,7.99,B1.5Vnpe,,28,HD  49977,102.6102966681,-14.1133666136,Be*,Be*|V* |Em*|*  |UV |IR |*,16,0.000053,B5/7ne,0.655,-2.63,2.72,8.17,7.97,8.78,7.366,7.219,6.92,,,,,
0.015587,1016,V743 Mon,Classical,06 51 33.40,-06 57 59.45,6.583,B7IIIe,60,3348,HD  50138,102.8891624546,-6.9665127639,Ae*,V* |IR |Em*|*  |UV |Ae*,34,0.000113,A1Ib/II,2.6296,-3.68,3.86,6.68,6.67,,5.856,5.093,4.147,,,,,
0.050172,1017,V742 Mon,Classical or Herbig,06 51 45.75,05 05 03.86,6.92,B2IIIe,181,148,HD  50083,102.9406389575,5.0844065302,Be*,Be*|V* |Em*|IR |*  |UV |Ae?,5.7,0.000019,B3,0.8971,-0.41,-1.79,6.98,6.92,,6.619,6.535,6.292,,,,,
0.01647,1018,HD 50209,Classical,06 52 10.36,-00 17 43.94,8.36,B8IVe,200,119,HD  50209,103.0431641275,-0.2955350831,Be*,Be*|Em*|*  |UV |IR |Be*,2.4,0.000008,B9Ve,0.9729,0.12,-1.15,8.37,8.36,,8.087,8.096,7.997,,,,,
0.022338,1019,HD 50424,Classical,06 52 53.05,-10 00 26.94,8.9,B9e,,3,HD  50424,103.2210442694,-10.0074776825,Be*,Be*|Em*|*  |UV |IR,6,0.00002,B9e,0.8072,-0.66,-0.37,8.89,8.9,,8.963,8.971,8.952,,,,,
0.030652,1020,KZ CMa,Classical,06 53 52.17,-13 11 09.10,8.68,B2Vnne,230,50,HD  50737,103.4673667723,-13.1858639962,Be*,Be*|V* |Em*|*  |IR |Be*|*,,,B2Vnne,0.9007,-0.4,-0.36,8.64,8.68,9.44,8.501,8.496,8.227,,9.45,9.33,8.85,
0.047128,1021,HD 50850,Classical,06 54 09.20,-18 17 10.46,9.22,B3Vnne,310,1,HD  50850,103.5383430622,-18.2862481650,Be*,Be*|Em*|UV |*  |IR |Be*,,,B(3)Vnne,0.8681,-4.15,4.48,9.28,9.22,,9.045,9.086,8.984,,,,,
0.063458,1022,HD 50581,Classical,06 54 13.84,06 41 16.76,7.52,A0IVe,240,199,HD  50581,103.5576496857,6.6879940147,Star,** |*  |UV |IR,,,A0,1.6533,-2.82,-6.35,7.54,7.52,,7.46,7.469,7.401,,,,,
0.031106,1023,HD 50696,Classical,06 54 22.15,00 10 54.64,8.87,B1.5IIIe,350,71,HD  50696,103.5922929891,0.1818529831,Be*,Be*|Em*|*  |UV |IR |Be*,36,0.00012,B2Vnne,0.7729,-1.81,0.44,8.84,8.87,,9.019,9.048,9.043,,,,,
0.031597,1024,LL CMa,Classical,06 54 35.91,-17 55 01.89,7.63,B3Ve,,25,HD  50938,103.6496161528,-17.9171891826,Be*,Be*|V* |Em*|UV |*  |IR,,,B3Ve,1.6137,-4.52,5.52,7.5,7.63,,7.863,7.921,7.984,,,,,
0.060929,1025,HD 50820,Classical,06 54 42.04,-01 45 23.36,6.27,B3IVe,,226,HD  50820,103.6751775673,-1.7564759377,Be*,Be*|Em*|IR |*  |V* |UV |SB*|**,9,0.00003,B3IVe+K2II,0.3521,-1.21,-3.12,6.77,6.21,5.52,4.29,3.56,3.38,,,,,
0.058175,1026,HD 50891,Classical,06 54 58.82,-03 42 01.29,8.88,B0.5Ve,220,4,HD  50891,103.7450994273,-3.7003565433,Be*,Be*|Em*|*  |IR,50.6,0.000169,B1IIIe,0.354,-0.81,0.04,9.07,8.88,,8.022,7.88,7.547,,,,,
0.020415,1027,V744 Mon,Classical,06 55 13.65,05 26 02.44,7.85,B1.5Ve,267,137,HD  50868,103.8068694146,5.4340122246,Be*,V* |Be*|Em*|*  |UV |IR,-4,-0.000013,B2Vne,1.1778,-1.32,-2.42,7.7,7.85,,8.293,8.425,8.44,,,,,
0.083277,1028,V746 Mon,Classical,06 56 19.09,-03 48 25.51,8.06,B1.5IVe,215,64,HD  51193,104.0795186583,-3.8070832713,Be*,Be*|V* |Em*|*  |UV |IR |Be*,32.9,0.00011,B1V:nn,0.6144,-0.93,1.64,8.11,8.06,,8.043,8.039,7.912,,,,,
0.026544,1029,HD 50658,Classical,06 56 32.06,46 16 26.39,5.841,B8IIIe,235,222,* psi09 Aur,104.1335739759,46.2740007619,Be*,Em*|Be*|*  |UV |IR,-41.1,-0.000137,B8IIIe,3.146,-3.12,4.58,5.81,5.87,,5.908,5.977,5.986,,,,,
0.03165,1030,HD 51404,Classical,06 57 01.43,-06 13 05.64,9.41,B1.5Ve,335,3,HD  51404,104.2559506063,-6.2182376100,Em*,Em*|*  |UV |IR,,,B5/7V,0.7435,-1.65,-0.12,9.37,9.41,,9.487,9.513,9.502,,,,,
0.086952,1031,HD 266894,Classical,06 57 01.99,09 16 13.44,10.66,Be,,2,HD 266894,104.2583160975,9.2704014186,Em*,Em*|*  |IR,,,Be,0.1358,-0.5,-0.39,10.75,10.66,,10.54,10.475,10.28,,,,,
0.055398,1032,V644 Mon,Classical,06 57 09.38,-10 49 28.07,6.89,Ape,,36,HD  51480,104.2890988452,-10.8244617276,Be*,Be*|V* |Em*|IR |UV |*  |*,58,0.000193,Be_sh,0.7499,-0.64,-0.38,7.24,6.93,7.78,5.503,5.12,4.813,,,,7.63,
0.035403,1033,HD 51452,Classical,06 57 20.62,-04 11 37.40,8.08,B0IVe,298,33,HD  51452,104.3359244313,-4.1937282840,Be*,Be*|Em*|*  |UV |IR |Be*,27,0.00009,B7Ib/II,0.4287,-1.83,-0.24,8.21,8.08,,7.684,7.7,7.638,,,,,
0.037172,1034,QY Gem,Classical,06 57 42.90,17 54 07.24,7.15,B3ne,,845,HD  51354,104.4287607170,17.9020127281,Be*,Be*|V* |Em*|*  |UV |IR,-21.5,-0.000072,B3ne,1.6185,-2.87,-4.72,7.02,7.15,,7.2,7.183,7.047,,,,,
0.008987,1035,HD 51506,Classical,06 57 55.99,06 32 56.93,7.69,B2.5IVe,172,249,HD  51506,104.4832901772,6.5491452118,Star,*  |UV |IR,-10,-0.000033,B5,1.3221,-0.16,-1.41,7.553,7.69,,7.768,7.76,7.67,,,,,
0.085186,1038,HD 52159,Classical,06 59 42.64,-11 09 26.61,9.63,B3Vne,110,1,HD  52159,104.9276903309,-11.1573870949,Be*,Be*|Em*|*  |IR |Be*,,,B3Vne,0.9125,-3.24,0.51,9.6,9.63,,9.748,9.793,9.812,,,,,
0.01826,1039,LQ CMa,Classical,06 59 44.55,-28 23 58.99,7.206,B4Vne,420,3,HD  52356,104.9356227102,-28.3997147894,Be*,V* |Be*|UV |*  |IR,30,0.0001,B3V(n),1.2436,-3.23,3.61,7.056,7.208,,7.275,7.296,7.153,,,,,
0.017761,1040,LP CMa,Classical,06 59 46.46,-16 12 02.74,9.19,B2IVnpe,210,3,HD  52244,104.9435803210,-16.2007571145,Be*,Be*|V* |Em*|UV |*  |IR |Be*|*,-1.2,-0.000004,B2IVnpe,0.5416,-1.48,0.51,9.62,9.68,9.68,8.272,8.127,7.805,,9.93,9.52,8.99,
0.027898,1041,HD 53048,Classical,07 00 10.39,-56 54 25.22,7.92,B6Vne,,5,HD  53048,105.0433013655,-56.9070112132,Be*,Be*|Em*|*  |UV |IR,,,B5/7Vn(e),1.0385,-7.8,10.71,7.86,7.92,,7.884,7.895,7.82,,,,,
0.066745,1042,FU CMa,Classical,07 00 19.36,-22 07 08.62,6.513,B3Vnne,190,26,HD  52437,105.0806855881,-22.1190671508,Be*,Be*|V* |Em*|UV |*  |IR |**,9,0.00003,B3Vnn,1.55,-4.02,5.1,6.341,6.519,,6.884,6.987,6.988,,,,,
0.08,1042,FU CMa,Classical,07 00 19.36,-22 07 08.62,6.513,B3Vnne,190,26,** SEE   74AB,105.0806666667,-22.1190833333,**,**,,,,,,,,,,,,,,,,,
0.03841,1043,HD 52812,Classical,07 01 33.61,-27 13 22.60,6.935,B3Ve,,1,HD  52812,105.3900298641,-27.2229425239,Be*,Be*|Em*|UV |*,37,0.000123,B2V,1.0496,-2.94,3.28,6.768,6.931,,,,,,,,,
0.003868,1044,GU CMa,Classical or Herbig,07 01 49.51,-11 18 03.32,6.58,B1.5Ve,352,333,HD  52721,105.4562907087,-11.3009227437,Ae*,Be*|V* |Em*|IR |UV |*iN|Ae*|*  |** |HII|HII|ISM|*,21.7,0.000072,B2Vne,2.25,-5.08,4.59,6.65,6.59,7.52,6.243,6.156,6.038,,,,7.4,
0.175634,1044,GU CMa,Classical or Herbig,07 01 49.51,-11 18 03.32,6.58,B1.5Ve,352,333,HD  52721A,105.4562791667,-11.3009694444,Star,*  |** |*,,,,,-3.2,3.3,6.677,6.647,,,,,,,,,
0.615837,1044,GU CMa,Classical or Herbig,07 01 49.51,-11 18 03.32,6.58,B1.5Ve,352,333,HD  52721B,105.4562416667,-11.3010861111,Star,*  |** |*,,,,,-3.2,3.3,7.75,7.69,,,,,,,,,
0.075993,1045,BD-06 1895,Classical,07 02 13.67,-06 18 08.76,9.93,Be,,1,BD-06  1895,105.5569733169,-6.3024482933,Em*,Em*|*  |IR,,,Be,0.4896,-0.89,-0.38,9.94,9.93,,9.7,9.65,9.519,,,,,
0.049832,1046,19 Mon,Classical,07 02 54.78,-04 14 21.24,4.99,B1Ve,270,2983,*  19 Mon,105.7282361350,-4.2392326886,PulsV*bCep,bC*|V* |UV |IR |*,24.8,0.000083,B2Vn(e),2.68,-5.05,2.24,4.8,5,5.06,5.389,5.476,5.498,,,,,
0.038261,1047,HD 53032,Classical,07 03 23.63,-02 44 38.57,9.36,A2e,,2,HD  53032,105.8484577000,-2.7440366130,Be*,Be*|Em*|*,,,B8Ib,0.307,-1.41,0.71,9.28,9.36,,,,,,,,,
0.067314,1048,V749 Mon,Classical,07 03 37.18,-02 28 27.02,7.2,B4IVe,203,47,HD  53085,105.9048980048,-2.4741708024,Be*,V* |Be*|*  |UV |IR,1.9,0.000006,B5/7III,2.2331,-7.51,-1.42,7.09,7.2,,7.5,7.615,7.581,,,,,
0.018466,1049,HD 53416,Classical,07 05 34.68,14 28 23.20,7.05,B8e,,82,HD  53416,106.3944951405,14.4731131532,Be*,Be*|Em*|*  |UV |IR,,,B8,2.666,-7.04,-7.18,6.94,7.05,,7.156,7.22,7.238,,,,,
0.049628,1050,HD 53667,Classical,07 05 35.22,-08 43 43.97,7.76,B0IIIe,110,63,HD  53667,106.3967468768,-8.7288671202,Be*,Be*|Em*|UV |*  |IR |*,38,0.000127,B0/1Ib,0.2612,-1.36,0.86,7.99,7.75,8.65,7.126,7.096,6.922,,,,,
0.077262,1051,HD 54086,Classical,07 06 52.31,-14 41 54.34,9.19,B5IIIe,,1,HD  54086,106.7179364779,-14.6984240775,Be*,Be*|Em*|*  |UV |IR,,,B5III,0.9727,-2.79,-2.55,9.12,9.19,,9.002,8.988,8.835,,,,,
0.106833,1052,BD-13 1825,Classical,07 06 58.23,-13 40 35.19,9.46,Be,,0,BD-13  1825,106.7425945760,-13.6764390619,Be*,Be*|Em*|IR |*  |*,,,Be,0.0601,-0.26,1.29,10.37,9.54,9.58,6.873,6.46,6.15,,10.22,9.5,8.59,
0.040384,1053,FV CMa,Classical,07 07 22.59,-23 50 26.59,5.71,B2Vnne,195,32,HD  54309,106.8441136775,-23.8407151335,Be*,Be*|V* |Em*|IR |UV |** |*  |*,20,0.000067,B3Vne,1.0918,-3.32,2.38,5.68,5.83,5.83,5.862,5.844,5.641,,,,,
0.048019,1054,HD 54464,Classical,07 08 47.99,-04 03 26.84,8.4,B2.5IIIe,162,39,HD  54464,107.1999716557,-4.0574567067,Be*,Be*|Em*|*  |UV |IR,,,B2III/IV,0.6199,-0.87,0.26,8.35,8.4,,8.28,8.246,8.141,,,,,
0.04551,1055,V647 Mon,Classical,07 08 58.76,-01 00 56.91,9.33,B1Vne,,28,HD 293396,107.2448238617,-1.0157999592,Be*,Be*|V* |Em*|UV |*  |IR,,,B2,0.25,-0.63,-0.15,9.3,9.33,,8.786,8.695,8.437,,,,,
0.025022,1056,LY CMa,Classical,07 09 36.98,-16 05 46.82,9.01,B1.5IIe,,3,HD  54786,107.4040804689,-16.0963325064,Be*,V* |Be*|Em*|*  |IR |*,,,B1/2I(b),0.1559,-2.03,1.04,9.54,9.6,9.75,9,9.051,9.028,,9.94,9.61,9.15,
0.009138,1057,HD 54858,Classical,07 10 11.35,-09 20 10.71,8.19,A0IIe,,2,HD  54858,107.5472902735,-9.3363061996,Be*,Be*|Em*|UV |*  |IR |*,38.8,0.000129,B8Ib,1.8756,-5.55,2.32,8.13,8.17,9.03,8.108,8.106,8.018,,9.59,8.85,8.47,
0.020679,1058,HD 55014,Classical,07 10 46.12,-11 34 26.63,7.77,B7Vne,,3,HD  55014,107.6921725238,-11.5740636207,Be*,Be*|Em*|UV |*  |IR,23,0.000077,B8III/IV,1.5964,-5.56,-1.26,7.7,7.77,,7.809,7.812,7.81,,,,,
0.028697,1059,BD-14 1751,Classical,07 10 54.46,-14 21 26.20,9.81,Be,,0,BD-14  1751,107.7269222372,-14.3572836447,Be*,Be*|Em*|*  |IR |*,,,Be,0.3486,-1.66,1.03,10.02,9.81,9.98,8.838,8.632,8.342,,10.16,9.73,9.62,
0.042846,1060,HD 55135,Classical,07 11 20.85,-10 25 43.78,7.32,B2.5Ve,244,65,HD  55135,107.8368629709,-10.4288264761,Be*,Be*|Em*|UV |*  |IR,14,0.000047,B3Vnne,1.8291,-5.45,2.64,7.24,7.32,,7.377,7.37,7.291,,,,,
0.048466,1061,HD 55271,Classical,07 11 20.93,-21 48 11.84,6.92,B5Ve,,27,HD  55271,107.8372228279,-21.8032885213,Be*,Be*|Em*|** |*  |UV |IR,15,0.00005,B3Vne,2.4229,-8.98,5.41,6.84,6.92,,6.817,6.823,6.652,,,,,
0.041406,1062,HD 55566,Classical,07 12 15.55,-27 51 47.85,8.92,B6Vne,,0,HD  55566,108.0648028517,-27.8632857920,Em*,Em*|UV |*  |IR,,,B5/7Vne,1.1503,-3.59,3.33,8.81,8.92,,9.15,9.199,9.25,,,,,
0.016396,1063,HD 55439,Classical,07 12 34.81,-09 50 42.10,8.59,B2Ve,,21,HD  55439,108.1450462763,-9.8450281185,Be*,Be*|Em*|** |UV |IR |HII|PN |*,6,0.00002,B2Ve,0.7563,-1.21,1.36,8.63,8.59,,8.22,8.18,8.109,,,,,
0.051649,1064,HI CMa,Classical,07 12 45.48,-15 30 06.44,7.83,B2Vne,,3,HD  55538,108.1894851115,-15.5017888459,Be*,Be*|V* |*  |UV |IR |*,17.3,0.000058,B2Vn(e),0.4468,-2.96,2.07,7.77,7.82,8.61,7.625,7.671,7.569,,,,,
0.010901,1065,HD 55606,Classical,07 13 34.10,-02 04 39.11,9.04,B0.5Ve,350,68,HD  55606,108.3920845019,-2.0775277617,Be*,Be*|Em*|*  |UV |IR |Be*,20.2,0.000067,B0.5Vnnpe,0.8895,-1.61,-1.66,9.01,9.04,,8.803,8.704,8.472,,,,,
0.025802,1066,27 CMa,Classical,07 14 15.21,-26 21 09.03,4.65,B3IIIe,280,27,*  27 CMa,108.5633829896,-26.3525086683,Be*,V* |IR |*  |UV |Em*|Be*|**,16.3,0.000054,B4Ve_sh,1.88,-6.91,3.17,4.45,4.65,4.64,4.83,4.977,4.88,,,,,
0.093321,1067,HD 55806,Classical,07 14 38.46,02 54 06.92,9.15,B7IIIe,202,38,HD  55806,108.6602247212,2.9019281048,Be*,Be*|Em*|*  |UV |IR,,,B7Ib,1.1027,0.41,-2.47,9.23,9.15,,8.325,8.042,7.851,,,,,
0.05178,1068,ome CMa,Classical,07 14 48.65,-26 46 21.61,4.028,B2IVe,85,85,* ome CMa,108.7027244433,-26.7726693650,Be*,Be*|V* |Ir*|IR |UV |Em*|*,23.2,0.000077,B2.5Ve,3.58,-11.88,6.87,3.64,3.82,3.8,4.23,4.494,4.374,,,,,
0.040452,1069,HD 56039,Classical,07 14 59.91,-11 52 13.47,8.28,B5Ve,,2,HD  56039,108.7496364822,-11.8704083462,Be*,Be*|Em*|UV |*  |IR,40,0.000133,B5IV,1.7434,-5.59,3.2,8.21,8.28,,8.365,8.402,8.462,,,,,
0.104888,1070,HD 56600,Classical,07 17 03.41,-16 36 28.13,9.85,B7.5Vnne,,1,HD  56600,109.2642373208,-16.6078226778,Em*,Em*|*  |IR,,,B7/8VnnE,0.7441,-3.3,1.31,9.83,9.85,,9.759,9.708,9.602,,,,,
0.049873,1071,BD-20 1834,Classical,07 17 28.47,-21 04 00.09,9.88,Be,,0,BD-20  1834,109.3686398446,-21.0666914970,Be*,Be*|*  |IR |*,,,B1.5:V:ne,0.3217,-2.3,3.1,10.03,9.96,9.99,9.238,8.984,8.727,,10.12,10,9.97,
0.034944,1072,HD 56670,Classical,07 17 36.40,-09 24 51.93,9.66,B0.5Ve,,0,HD  56670,109.4016593151,-9.4144314515,Be*,Be*|Em*|*  |IR,,,B5Ib,0.1761,-1.96,2.02,9.78,9.66,,9.013,8.852,8.595,,,,,
0.036559,1073,HD 56806,Classical,07 17 47.03,-18 48 59.22,9.41,B4Vne,,0,HD  56806,109.4459535095,-18.8164590710,Be*,Be*|Em*|UV |*  |IR |*,,,B3/5(V)ne,,-1.87,2.52,9.58,9.41,9.74,8.715,8.608,8.302,,10.12,9.69,9.31,
0.02704,1074,MU CMa,Classical,07 18 09.64,-15 37 41.98,8.96,B5IIe,,3,HD  56847,109.5401643941,-15.6283205927,Be*,Be*|V* |Em*|*  |*iC|UV |IR |*,21.4,0.000071,B5Ib,0.1234,-1.15,1.54,9.14,8.96,8.62,8.419,8.361,8.317,,9.51,9.41,9.26,
0.040369,1075,NV Pup,Classical,07 18 18.39,-36 44 02.23,4.7,B2Ve,220,6,* ups01 Pup,109.5766389554,-36.7339535894,Be*,Be*|V* |Em*|UV |IR |*iC|*iC|*iC|** |*  |*,18.6,0.000062,B2V+B3IVne,4.06,-10.25,5.82,4.57,4.67,4.57,4.81,4.666,4.516,,,,,
0.044594,1076,NW Pup,Classical,07 18 38.19,-36 44 33.85,5.088,B2IVne,80,2,* ups02 Pup,109.6591096698,-36.7427377038,Be*,V* |** |IR |UV |Em*|*iC|*iC|*iC|*  |Be*,18,0.00006,B3Vne,3.5875,-10.85,6.7,4.95,5.11,5.17,5.446,5.528,5.555,,,,,
0.104454,1077,HD 57551,Classical,07 19 59.38,-40 29 41.60,9.87,B8IIIe,,2,HD  57551,109.9974060073,-40.4949167486,Be*,Be*|Em*|*  |IR |**,,,B8III,4.7526,-1.37,10.21,9.96,9.87,,9.603,9.576,9.558,,,,,
0.057684,1078,HD 57393,Classical,07 20 05.89,-24 05 07.86,9.13,B3Vnne,,0,HD  57393,110.0245579659,-24.0855107230,Be*,Be*|Em*|UV |*  |IR,,,B3Vnne,0.6868,-2.71,2.87,9.13,9.13,,8.941,8.883,8.687,,,,,
0.047722,1079,HD 57386,Classical,07 20 42.98,-08 25 15.70,8,B1.5Vnnpe,,5,HD  57386,110.1790860327,-8.4210147935,Be*,Be*|Em*|*  |UV |IR |** |*,,,B2/3Vnne,1.7282,-1.24,-3.3,9.21,9.09,8.75,7.693,7.643,7.453,,9.8,9.11,8.28,
0.067191,1080,HD 57682,Classical,07 22 02.05,-08 58 45.77,6.403,O9Ve,,689,HD  57682,110.5085603984,-8.9793781024,Star,IR |*  |UV,24.1,0.00008,O9.2IV,0.8059,9.77,12.82,6.24,6.43,,6.811,6.966,6.939,,,,,
0.030861,1081,HD 57775,Classical,07 22 24.83,-10 49 21.45,9.36,Be,,1,HD  57775,110.6034565289,-10.8226333873,Be*,Be*|Em*|*  |UV |IR |*,,,Be,0.256,-1.82,1.34,9.44,9.36,9.64,8.338,8.132,7.814,,,,,
0.027082,1082,HD 57910,Classical,07 22 28.52,-23 01 32.16,9.47,B5Ve,,0,HD  57910,110.6188415036,-23.0256002230,Be*,Be*|Em*|*  |UV |IR,10,0.000033,B5V,0.9036,-3.91,3.72,9.36,9.47,,9.581,9.521,9.443,,,,,
0.180784,1083,BD-20 1891,Classical,07 22 36.26,-20 54 34.73,9.2,Be,,0,BD-20  1891,110.6510358495,-20.9096707661,Be*,*  |Be*|Be*|UV |IR,,,B2.5Vne,0.4802,-2.44,4.42,9.709,9.716,,9.408,9.377,9.2,,,,,
0.051821,1084,NN CMa,Classical,07 22 43.32,-26 00 40.84,7.18,B1.5IInne,,21,HD  58011,110.6804852700,-26.0113387908,Be*,Be*|V* |Em*|*  |UV |IR |*,30,0.0001,B1/2Iab/IInne,0.217,-2.97,0.76,8.74,8.64,8.13,7.022,7.004,6.779,,,,7.47,
0.148171,1085,BD-17 1944,Classical,07 22 58.74,-17 57 00.33,10.6,Be,,0,BD-17  1944,110.7447762212,-17.9501244047,Be*,Be*|*  |IR |*,,,Be,0.2259,-2.51,2.68,11.01,10.68,10.67,9.764,9.571,9.282,,10.82,10.62,10.58,
0.034395,1086,NO CMa,Classical,07 23 00.70,-31 55 25.61,5.43,B5IIIne,,21,HD  58155,110.7529056937,-31.9237784240,Be*,Be*|V* |Em*|UV |*iC|*  |IR,23.5,0.000078,B3V,3.0542,-7.95,4.97,5.28,5.43,,5.754,5.856,5.819,,,,,
0.044231,1087,HD 58127,Classical,07 23 37.74,-14 06 00.62,7.58,B6e,240,24,HD  58127,110.9072626593,-14.1001726769,Em*,Em*|UV |*  |IR,,,B8V,1.7763,-7.01,3.81,7.61,7.58,,7.53,7.508,7.4,,,,,
0.019856,1088,OT Gem,Classical,07 24 27.65,15 31 01.91,6.448,B2Ve,130,1776,HD  58050,111.1152029540,15.5171991076,Be*,Be*|V* |Em*|UV |IR |*,36.9,0.000123,B2Ve,2.1035,-0.25,-1.09,6.23,6.41,,6.395,6.398,6.291,,,,,
0.037236,1089,FW CMa,Classical,07 24 40.19,-16 12 05.30,5.2,B2Vne,43,74,HD  58343,111.1674475642,-16.2014720204,Be*,V* |IR |Be*|UV |Em*|*,-4.5,-0.000015,B2Vne,3.411,-5.07,-20.95,5.15,5.19,5.05,5.418,5.456,5.417,,,,,
0.097875,1090,BD-19 1871,Classical,07 24 57.49,-20 06 58.50,10.04,Be,,0,BD-19  1871,111.2395128297,-20.1162524402,Be*,Be*|Em*|*  |IR |*,,,Be,0.1773,-1.26,2,10.41,10.04,10.14,9.174,8.965,8.635,,,,9.84,
0.039066,1091,HD 59197,Classical,07 26 59.45,-41 37 44.73,8.1,B6Ve,,2,HD  59197,111.7476939483,-41.6290931311,Be*,Be*|Em*|UV |*  |IR,,,B6V,1.1628,-8.2,6.76,8.14,8.1,,7.887,7.909,7.861,,,,,
0.037145,1092,FY CMa,Classical,07 26 59.48,-23 05 09.68,5.56,B1IIe,375,2734,HD  58978,111.7478444864,-23.0860233156,Be*,Be*|V* |Em*|IR |UV |*  |*,25,0.000083,B0.5IVe,1.7186,-7.76,4.82,5.45,5.56,7.05,5.477,5.378,5.14,,,,,
0.025992,1093,bet CMi,Classical,07 27 09.04,08 17 21.54,2.886,B8Ve,230,851,* bet CMi,111.7876739054,8.2893157625,Be*,Be*|V* |Em*|IR |UV |PM*|Be*|** |*,22,0.000073,B8Ve,20.17,-51.76,-38.29,2.8,2.89,2.9,3.02,3.07,3.03,,,,,
0.04973,1094,RY Gem,Classical,07 27 24.17,15 39 34.70,8.68,A2Ve,,151,V* RY Gem,111.8507226751,15.6596385381,EB*Algol,Al*|V* |UV |X  |*  |Em*|SB*|IR,11.7,0.000039,A0V:e+K0II,2.2672,6.98,-16.31,8.88,8.68,,7.856,7.483,7.321,,,,,
0.065251,1095,V370 Pup,Classical,07 27 51.00,-16 05 37.97,8.48,B2Vne,,28,HD  59094,111.9625183001,-16.0938761546,Be*,Be*|V* |Em*|UV |*  |IR |*,14.7,0.000049,B2(V)ne,0.5791,-2.44,1.34,8.59,8.44,9.23,7.872,7.804,7.542,,,,,
0.088559,1096,HD 59281,Classical,07 28 12.33,-27 23 58.81,8.42,B4Vne,,0,HD  59281,112.0514011543,-27.3996775662,Be*,Be*|Em*|UV |*  |**,,,B3/5Vne,2.1223,-6.95,5.16,8.33,8.42,,,,,,,,,
0.307728,1097,BD-13 2040,Classical,07 29 07.22,-13 46 11.62,8.72,B3e,,2,BD-13  2040,112.2800468814,-13.7698166410,Be*,Be*|Em*|*  |UV |IR,,,B7e,0.7751,-3.32,1.02,8.77,8.72,,8.482,8.457,8.237,,,,,
